"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2006","Laendlicher Raum","Ostdeutschland","7.48","7.5","3463","5","6","9","10","10","7.41","7.55","0","10","8","8"
"2006","Laendlicher Raum","Westdeutschland","7.72","7.5","3952","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2006","Staedtischer Raum","Ostdeutschland","7.27","7.5","1711","4","6","9","10","10","7.17","7.37","0","10","8","8"
"2006","Staedtischer Raum","Westdeutschland","7.56","7.5","12469","5","7","9","10","10","7.53","7.59","0","10","8","8"
"2007","Laendlicher Raum","Ostdeutschland","7.43","7.5","3281","5","6","9","10","10","7.36","7.5","0","10","8","8"
"2007","Laendlicher Raum","Westdeutschland","7.68","7.5","3695","5","7","9","10","10","7.62","7.74","0","10","8","8"
"2007","Staedtischer Raum","Ostdeutschland","7.31","7.5","1642","5","6","9","10","10","7.21","7.41","0","10","8","8"
"2007","Staedtischer Raum","Westdeutschland","7.55","7.5","11541","5","7","9","10","10","7.51","7.59","0","10","8","8"
"2008","Laendlicher Raum","Ostdeutschland","7.68","7.5","3126","5","7","9","10","10","7.61","7.75","0","10","8","8"
"2008","Laendlicher Raum","Westdeutschland","7.73","7.5","3507","5","7","9","10","10","7.66","7.8","0","10","8","8"
"2008","Staedtischer Raum","Ostdeutschland","7.34","7.5","1602","4","6","9","10","10","7.24","7.44","0","10","8","8"
"2008","Staedtischer Raum","Westdeutschland","7.66","7.5","10924","5","7","9","10","10","7.62","7.7","0","10","8","8"
"2009","Laendlicher Raum","Ostdeutschland","7.57","7.5","2983","5","7","9","10","10","7.5","7.64","0","10","8","8"
"2009","Laendlicher Raum","Westdeutschland","7.63","7.5","3338","5","7","9","10","10","7.56","7.7","0","10","8","8"
"2009","Staedtischer Raum","Ostdeutschland","7.49","7.5","1511","4","6","9","10","10","7.39","7.59","0","10","8","8"
"2009","Staedtischer Raum","Westdeutschland","7.67","7.5","10055","5","7","9","10","10","7.63","7.71","0","10","8","8"
"2010","Laendlicher Raum","Ostdeutschland","7.57","7.5","3540","5","7","9","10","10","7.5","7.64","0","10","8","8"
"2010","Laendlicher Raum","Westdeutschland","7.82","7.5","4770","5","7","9","10","10","7.77","7.87","0","10","8","9"
"2010","Staedtischer Raum","Ostdeutschland","7.36","7.5","1886","4","6","9","10","10","7.27","7.45","0","10","8","8"
"2010","Staedtischer Raum","Westdeutschland","7.71","7.5","13611","5","7","9","10","10","7.68","7.74","0","10","8","8"
"2011","Laendlicher Raum","Ostdeutschland","7.64","7.5","3733","5","7","9","10","10","7.58","7.7","0","10","8","8"
"2011","Laendlicher Raum","Westdeutschland","7.89","7.5","5457","5","7","9","10","10","7.84","7.94","0","10","8","9"
"2011","Staedtischer Raum","Ostdeutschland","7.47","7.5","2003","5","6","9","10","10","7.38","7.56","0","10","8","8"
"2011","Staedtischer Raum","Westdeutschland","7.78","7.5","14349","5","7","9","10","10","7.75","7.81","0","10","8","8"
"2012","Laendlicher Raum","Ostdeutschland","7.72","7.5","3858","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2012","Laendlicher Raum","Westdeutschland","7.91","7.5","5687","5","7","9","10","10","7.86","7.96","0","10","8","9"
"2012","Staedtischer Raum","Ostdeutschland","7.55","7.5","2018","5","7","9","10","10","7.46","7.64","0","10","8","8"
"2012","Staedtischer Raum","Westdeutschland","7.87","7.5","14522","5","7","9","10","10","7.84","7.9","0","10","8","8"
"2013","Laendlicher Raum","Ostdeutschland","7.65","7.5","3723","5","7","9","10","10","7.59","7.71","0","10","8","8"
"2013","Laendlicher Raum","Westdeutschland","7.92","7.5","5520","5","7","9","10","10","7.87","7.97","0","10","8","9"
"2013","Staedtischer Raum","Ostdeutschland","7.58","7.5","1925","5","7","9","10","10","7.49","7.67","0","10","8","8"
"2013","Staedtischer Raum","Westdeutschland","7.84","7.5","14058","5","7","9","10","10","7.81","7.87","0","10","8","8"
"2014","Laendlicher Raum","Ostdeutschland","7.74","7.5","3609","5","7","9","10","10","7.68","7.8","0","10","8","8"
"2014","Laendlicher Raum","Westdeutschland","7.9","7.5","5756","5","7","9","10","10","7.85","7.95","0","10","8","9"
"2014","Staedtischer Raum","Ostdeutschland","7.56","7.5","1914","5","7","9","10","10","7.47","7.65","0","10","8","8"
"2014","Staedtischer Raum","Westdeutschland","7.87","7.5","15490","5","7","9","10","10","7.84","7.9","0","10","8","8"
"2015","Laendlicher Raum","Ostdeutschland","7.59","7.5","3373","5","7","9","10","10","7.53","7.65","0","10","8","8"
"2015","Laendlicher Raum","Westdeutschland","7.85","7.5","5413","5","7","9","10","10","7.8","7.9","0","10","8","8"
"2015","Staedtischer Raum","Ostdeutschland","7.55","7.5","1815","5","7","9","10","10","7.46","7.64","0","10","8","8"
"2015","Staedtischer Raum","Westdeutschland","7.85","7.5","14151","5","7","9","10","10","7.82","7.88","0","10","8","8"
"2016","Laendlicher Raum","Ostdeutschland","7.71","7.5","3226","5","7","9","10","10","7.65","7.77","0","10","8","8"
"2016","Laendlicher Raum","Westdeutschland","7.93","7.5","5198","5","7","9","10","10","7.88","7.98","0","10","8","8"
"2016","Staedtischer Raum","Ostdeutschland","7.61","7.5","1738","5","7","9","10","10","7.52","7.7","0","10","8","8"
"2016","Staedtischer Raum","Westdeutschland","7.86","7.5","13714","5","7","9","10","10","7.83","7.89","0","10","8","8"
"2017","Laendlicher Raum","Ostdeutschland","7.63","7.5","3604","5","7","9","10","10","7.57","7.69","0","10","8","8"
"2017","Laendlicher Raum","Westdeutschland","7.95","7.5","5686","5","7","9","10","10","7.9","8","0","10","8","8"
"2017","Staedtischer Raum","Ostdeutschland","7.6","7.5","1928","5","7","9","10","10","7.52","7.68","0","10","8","8"
"2017","Staedtischer Raum","Westdeutschland","7.87","7.5","14902","5","7","9","10","10","7.84","7.9","0","10","8","8"
"2018","Laendlicher Raum","Ostdeutschland","7.64","7.5","3517","5","7","9","10","10","7.58","7.7","0","10","8","8"
"2018","Laendlicher Raum","Westdeutschland","7.89","7.5","5379","5","7","9","10","10","7.84","7.94","0","10","8","8"
"2018","Staedtischer Raum","Ostdeutschland","7.64","7.5","1905","5","7","9","10","10","7.56","7.72","0","10","8","8"
"2018","Staedtischer Raum","Westdeutschland","7.87","7.5","14489","5","7","9","10","10","7.84","7.9","0","10","8","8"
"2019","Laendlicher Raum","Ostdeutschland","7.69","7.5","3542","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2019","Laendlicher Raum","Westdeutschland","7.9","7.5","5217","5","7","9","10","10","7.85","7.95","0","10","8","8"
"2019","Staedtischer Raum","Ostdeutschland","7.69","7.5","1886","5","7","9","10","10","7.61","7.77","0","10","8","8"
"2019","Staedtischer Raum","Westdeutschland","7.92","7.5","14275","5","7","9","10","10","7.89","7.95","0","10","8","8"
"2020","Laendlicher Raum","Ostdeutschland","7.68","7.5","3394","5","7","9","10","10","7.62","7.74","0","10","8","8"
"2020","Laendlicher Raum","Westdeutschland","7.8","7.5","5196","5","7","9","10","10","7.75","7.85","0","10","8","8"
"2020","Staedtischer Raum","Ostdeutschland","7.57","7.5","1890","5","7","9","10","10","7.48","7.66","0","10","8","8"
"2020","Staedtischer Raum","Westdeutschland","7.79","7.5","14826","5","7","9","10","10","7.76","7.82","0","10","8","8"
