"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2006","(Fach-)Abitur","7.47","7.5","2421","5","7","9","10","10","7.39","7.55","0","10","8","8"
"2006","(noch) kein Abschluss","7.49","7.5","641","5","6","9","10","10","7.34","7.64","0","10","8","8"
"2006","AkademikerIn","7.55","7.5","4516","5","7","9","10","10","7.49","7.61","0","10","8","8"
"2006","Hauptschule","7.6","7.5","7950","5","7","9","10","10","7.56","7.64","0","10","8","8"
"2006","Realschule","7.59","7.5","5650","5","7","9","10","10","7.54","7.64","0","10","8","8"
"2007","(Fach-)Abitur","7.33","7.5","2317","4","6","9","10","10","7.25","7.41","0","10","8","8"
"2007","(noch) kein Abschluss","7.34","7.5","544","5","6","9","10","10","7.17","7.51","0","10","8","8"
"2007","AkademikerIn","7.58","7.5","4334","5","7","9","10","10","7.52","7.64","0","10","8","8"
"2007","Hauptschule","7.62","7.5","7200","5","7","9","10","10","7.57","7.67","0","10","8","8"
"2007","Realschule","7.56","7.5","5319","5","7","9","10","10","7.51","7.61","0","10","8","8"
"2008","(Fach-)Abitur","7.54","7.5","2159","5","7","9","10","10","7.46","7.62","0","10","8","8"
"2008","(noch) kein Abschluss","7.53","7.5","538","5","6","9","10","10","7.36","7.7","0","10","8","8"
"2008","AkademikerIn","7.61","7.5","4164","5","7","9","10","10","7.55","7.67","0","10","8","8"
"2008","Hauptschule","7.74","7.5","6745","5","7","9","10","10","7.69","7.79","0","10","8","8"
"2008","Realschule","7.62","7.5","5085","5","7","9","10","10","7.57","7.67","0","10","8","8"
"2009","(Fach-)Abitur","7.5","7.5","1991","5","7","9","10","10","7.41","7.59","0","10","8","8"
"2009","(noch) kein Abschluss","7.29","7.5","475","4","6","9","10","10","7.11","7.47","0","10","8","8"
"2009","AkademikerIn","7.69","7.5","4010","5","7","9","10","10","7.63","7.75","0","10","8","8"
"2009","Hauptschule","7.69","7.5","6162","5","7","9","10","10","7.64","7.74","0","10","8","8"
"2009","Realschule","7.6","7.5","4784","5","7","9","10","10","7.54","7.66","0","10","8","8"
"2010","(Fach-)Abitur","7.64","7.5","3044","5","7","9","10","10","7.57","7.71","0","10","8","8"
"2010","(noch) kein Abschluss","7.82","7.5","768","5","7","9","10","10","7.68","7.96","0","10","8","8"
"2010","AkademikerIn","7.69","7.5","5351","5","7","9","10","10","7.64","7.74","0","10","8","8"
"2010","Hauptschule","7.74","7.5","7436","5","7","9","10","10","7.69","7.79","0","10","8","8"
"2010","Realschule","7.65","7.5","6747","5","7","9","10","10","7.6","7.7","0","10","8","8"
"2011","(Fach-)Abitur","7.77","7.5","3266","5","7","9","10","10","7.71","7.83","0","10","8","8"
"2011","(noch) kein Abschluss","7.75","7.5","795","5","6","10","10","10","7.62","7.88","0","10","8","9"
"2011","AkademikerIn","7.74","7.5","5717","5","7","9","10","10","7.69","7.79","0","10","8","8"
"2011","Hauptschule","7.79","7.5","7831","5","7","9","10","10","7.75","7.83","0","10","8","8"
"2011","Realschule","7.73","7.5","7205","5","7","9","10","10","7.69","7.77","0","10","8","8"
"2012","(Fach-)Abitur","7.82","7.5","3350","5","7","9","10","10","7.76","7.88","0","10","8","8"
"2012","(noch) kein Abschluss","7.78","7.5","832","5","7","10","10","10","7.65","7.91","0","10","8","8"
"2012","AkademikerIn","7.87","7.5","5865","5","7","9","10","10","7.82","7.92","0","10","8","8"
"2012","Hauptschule","7.88","7.5","8070","5","7","9","10","10","7.84","7.92","0","10","8","8"
"2012","Realschule","7.79","7.5","7379","5","7","9","10","10","7.75","7.83","0","10","8","8"
"2013","(Fach-)Abitur","7.79","7.5","3236","5","7","9","10","10","7.73","7.85","0","10","8","8"
"2013","(noch) kein Abschluss","7.51","7.5","798","4","6","9","10","10","7.37","7.65","0","10","8","8"
"2013","AkademikerIn","7.87","7.5","5774","5","7","9","10","10","7.82","7.92","0","10","8","8"
"2013","Hauptschule","7.83","7.5","7636","5","7","9","10","10","7.79","7.87","0","10","8","8"
"2013","Realschule","7.82","7.5","7135","5","7","9","10","10","7.78","7.86","0","10","8","8"
"2014","(Fach-)Abitur","7.85","7.5","3897","5","7","9","10","10","7.79","7.91","0","10","8","8"
