"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","(Fach-)Abitur","direkter Migrationshintergrund","7.39","7.5","399","4","6","9","10","10","7.19","7.59","0","10","8","8"
"2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","indirekter Migrationshintergrund","7.07","7.5","66","5","5","9","10","10","6.55","7.59","0","10","7","8"
"2006","(noch) kein Abschluss","kein Migrationshintergrund","7.54","7.5","394","5","7","9","10","10","7.34","7.74","0","10","8","8"
"2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","AkademikerIn","direkter Migrationshintergrund","7.54","7.5","363","5","7","9","10","10","7.34","7.74","0","10","8","8"
"2006","AkademikerIn","indirekter Migrationshintergrund","7.37","7.5","75","5","6","9","10","10","6.9","7.84","0","10","7","8"
"2006","AkademikerIn","kein Migrationshintergrund","7.55","7.5","4078","5","7","9","10","10","7.49","7.61","0","10","8","8"
"2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Hauptschule","kein Migrationshintergrund","7.63","7.5","6536","5","7","9","10","10","7.58","7.68","0","10","8","8"
"2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Realschule","kein Migrationshintergrund","7.59","7.5","5258","5","7","9","10","10","7.54","7.64","0","10","8","8"
"2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","direkter Migrationshintergrund","7.32","7.5","368","4","6","9","10","10","7.11","7.53","0","10","8","8"
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","7.08","7.5","51","3","6","9","10","10","6.52","7.64","2","10","7","8"
"2007","(noch) kein Abschluss","kein Migrationshintergrund","7.22","7.5","349","4","7","9","10","10","7.01","7.43","0","10","8","8"
"2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","7.52","7.5","341","5","7","9","10","10","7.3","7.74","0","10","8","8"
"2007","AkademikerIn","indirekter Migrationshintergrund","7.84","7.5","82","6","7","9","10","10","7.46","8.22","1","10","8","9"
"2007","AkademikerIn","kein Migrationshintergrund","7.59","7.5","3911","5","7","9","10","10","7.53","7.65","0","10","8","8"
"2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","7.6","7.5","5950","5","7","9","10","10","7.55","7.65","0","10","8","8"
"2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
