year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,No answer / don't know,,,,,,,,,,,,
1984,Direct migration background,No answer / don't know,,,,,,,,,,,,
1984,Indirect migration background,No answer / don't know,,,,,,,,,,,,
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,No answer / don't know,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,No answer / don't know,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,No answer / don't know,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,No answer / don't know,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,No answer / don't know,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,No answer / don't know,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,No answer / don't know,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,,,,,,,,,,,,
2002,No migration background,Rural regions,,,,,,,,,,,,
2002,Direct migration background,Urban regions,,,,,,,,,,,,
2002,Direct migration background,Rural regions,,,,,,,,,,,,
2002,Indirect migration background,Urban regions,,,,,,,,,,,,
2002,Indirect migration background,Rural regions,,,,,,,,,,,,
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,,,,,,,,,,,,
2004,No migration background,Rural regions,,,,,,,,,,,,
2004,Direct migration background,Urban regions,,,,,,,,,,,,
2004,Direct migration background,Rural regions,,,,,,,,,,,,
2004,Indirect migration background,Urban regions,,,,,,,,,,,,
2004,Indirect migration background,Rural regions,,,,,,,,,,,,
2005,No migration background,Urban regions,,,,,,,,,,,,
2005,No migration background,Rural regions,,,,,,,,,,,,
2005,Direct migration background,Urban regions,,,,,,,,,,,,
2005,Direct migration background,Rural regions,,,,,,,,,,,,
2005,Indirect migration background,Urban regions,,,,,,,,,,,,
2005,Indirect migration background,Rural regions,,,,,,,,,,,,
2006,No migration background,Urban regions,11634,7.56630,7.52843,7.60418,7.00000,8.00000,9.00000,4.00000,10,,,
2006,No migration background,Rural regions,6803,7.61569,7.56608,7.66529,7.00000,8.00000,9.00000,4.00000,10,,,
2006,Direct migration background,Urban regions,1940,7.47581,7.37898,7.57265,6.00000,8.00000,9.00000,1.50000,10,,,
2006,Direct migration background,Rural regions,420,7.76850,7.57780,7.95920,7.00000,8.00000,9.00000,4.00000,10,,,
2006,Indirect migration background,Urban regions,682,7.32354,7.15631,7.49077,6.00000,8.00000,9.00000,1.50000,10,,,
2006,Indirect migration background,Rural regions,116,7.34884,6.93565,7.76202,6.00000,8.00000,9.00000,1.50000,10,,,
2007,No migration background,Urban regions,10905,7.53664,7.49775,7.57553,7.00000,8.00000,9.00000,4.00000,10,,,
2007,No migration background,Rural regions,6401,7.55360,7.50210,7.60510,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Direct migration background,Urban regions,1703,7.52675,7.42762,7.62588,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Direct migration background,Rural regions,385,7.87086,7.67342,8.06830,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Indirect migration background,Urban regions,656,7.50743,7.34954,7.66532,6.00000,8.00000,9.00000,1.50000,10,,,
2007,Indirect migration background,Rural regions,109,7.65198,7.24402,8.05995,7.00000,8.00000,9.00000,4.00000,10,,,
2008,No migration background,Urban regions,10392,7.63302,7.59309,7.67295,7.00000,8.00000,9.00000,4.00000,10,,,
2008,No migration background,Rural regions,6106,7.67934,7.62767,7.73100,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Direct migration background,Urban regions,1549,7.67728,7.56880,7.78576,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Direct migration background,Rural regions,348,7.83970,7.62147,8.05792,7.00000,8.00000,9.96124,2.55814,10,,,
2008,Indirect migration background,Urban regions,652,7.54179,7.35488,7.72869,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Indirect migration background,Rural regions,112,7.96644,7.60714,8.32574,7.00000,8.00000,10.00000,3,10,,,
2009,No migration background,Urban regions,9712,7.66389,7.62264,7.70513,7.00000,8.00000,9.00000,4.00000,10,,,
2009,No migration background,Rural regions,5824,7.57836,7.52286,7.63386,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Direct migration background,Urban regions,1330,7.65082,7.53536,7.76627,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Direct migration background,Rural regions,316,7.79767,7.57404,8.02130,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Indirect migration background,Urban regions,589,7.58268,7.41673,7.74864,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Indirect migration background,Rural regions,116,7.73767,7.35064,8.12470,7.00000,8.00000,9.00000,4.00000,10,,,
2010,No migration background,Urban regions,12342,7.65074,7.61368,7.68780,7.00000,8.00000,9.00000,4.00000,10,,,
2010,No migration background,Rural regions,7414,7.68035,7.63228,7.72843,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Direct migration background,Urban regions,2342,7.84726,7.76239,7.93213,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Direct migration background,Rural regions,627,8.14549,8.00464,8.28634,7.00000,8.00000,10.00000,2.50000,10,,,
2010,Indirect migration background,Urban regions,891,7.64880,7.50469,7.79290,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Indirect migration background,Rural regions,191,7.68641,7.37867,7.99416,7.00000,8.00000,10.00000,2.50000,10,,,
2011,No migration background,Urban regions,13227,7.72926,7.69466,7.76386,7.00000,8.00000,9.00000,4.00000,10,,,
2011,No migration background,Rural regions,8196,7.75478,7.71096,7.79860,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Direct migration background,Urban regions,2284,7.88898,7.80510,7.97286,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Direct migration background,Rural regions,696,8.16979,8.03526,8.30432,8.00000,9.00000,9.00000,6.50000,10,,,
2011,Indirect migration background,Urban regions,921,7.65784,7.51250,7.80318,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Indirect migration background,Rural regions,218,7.99173,7.72307,8.26039,7.00000,8.00000,10.00000,2.50000,10,,,
2012,No migration background,Urban regions,13432,7.79452,7.76094,7.82810,7.00000,8.00000,9.00000,4.00000,10,,,
2012,No migration background,Rural regions,8511,7.81301,7.77028,7.85574,7.00000,8.00000,9.00000,4.00000,10,,,
2012,Direct migration background,Urban regions,2253,8.00257,7.92378,8.08136,7.00000,8.00000,9.00000,4.00000,10,,,
2012,Direct migration background,Rural regions,753,8.12353,7.99223,8.25483,7.00000,8.00000,10.00000,2.50000,10,,,
2012,Indirect migration background,Urban regions,914,8.02159,7.89833,8.14486,7.00000,8.00000,9.43955,3.34067,10,,,
2012,Indirect migration background,Rural regions,222,7.74307,7.42849,8.05765,7.00000,8.00000,10.00000,2.50000,10,,,
2013,No migration background,Urban regions,13046,7.80988,7.77574,7.84402,7.00000,8.00000,9.00000,4.00000,10,,,
2013,No migration background,Rural regions,8280,7.81598,7.77226,7.85971,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Direct migration background,Urban regions,2103,7.85821,7.77259,7.94382,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Direct migration background,Rural regions,692,7.84607,7.70605,7.98609,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Indirect migration background,Urban regions,895,7.97200,7.84475,8.09925,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Indirect migration background,Rural regions,210,7.55253,7.27180,7.83325,7.00000,8.00000,9.00000,4.00000,10,,,
2014,No migration background,Urban regions,12160,7.78410,7.74968,7.81853,7.00000,8.00000,9.00000,4.00000,10,,,
2014,No migration background,Rural regions,7695,7.78195,7.73829,7.82562,7.00000,8.00000,9.00000,4.00000,10,,,
2014,Direct migration background,Urban regions,3918,8.02662,7.96211,8.09112,7.00000,8.00000,10.00000,2.50000,10,,,
2014,Direct migration background,Rural regions,1310,8.29602,8.19993,8.39211,8.00000,9.00000,10.00000,5.00000,10,,,
2014,Indirect migration background,Urban regions,1381,7.99591,7.89908,8.09274,7.00000,8.00000,9.00000,4.00000,10,,,
2014,Indirect migration background,Rural regions,305,8.20934,8.00845,8.41023,7.00000,9.00000,10.00000,2.50000,10,,,
2015,No migration background,Urban regions,11471,7.76964,7.73353,7.80575,7.00000,8.00000,9.00000,4.00000,10,,,
2015,No migration background,Rural regions,7314,7.71424,7.66871,7.75977,7.00000,8.00000,9.00000,4.00000,10,,,
2015,Direct migration background,Urban regions,3305,7.98918,7.92183,8.05653,7.00000,8.00000,10.00000,2.50000,10,,,
2015,Direct migration background,Rural regions,1131,8.15380,8.03739,8.27022,8.00000,9.00000,10.00000,5.00000,10,,,
2015,Indirect migration background,Urban regions,1244,8.07977,7.97721,8.18234,7.00000,8.00000,9.00000,4.00000,10,,,
2015,Indirect migration background,Rural regions,287,7.76972,7.50808,8.03136,7.00000,8.00000,9.00000,4.00000,10,,,
2016,No migration background,Urban regions,10718,7.77970,7.74281,7.81660,7.00000,8.00000,9.00000,4.00000,10,,,
2016,No migration background,Rural regions,6816,7.80123,7.75606,7.84639,7.00000,8.00000,9.00000,4.00000,10,,,
2016,Direct migration background,Urban regions,3618,8.00884,7.94553,8.07215,7.00000,8.00000,10.00000,2.50000,10,,,
2016,Direct migration background,Rural regions,1271,8.29163,8.19777,8.38549,8.00000,9.00000,10.00000,5.00000,10,,,
2016,Indirect migration background,Urban regions,1161,7.98323,7.87465,8.09180,7.00000,8.00000,9.00000,4.00000,10,,,
2016,Indirect migration background,Rural regions,292,8.01014,7.76460,8.25568,7.00000,8.00000,10.00000,2.50000,10,,,
2017,No migration background,Urban regions,12114,7.79224,7.75811,7.82637,7.00000,8.00000,9.00000,4.00000,10,,,
2017,No migration background,Rural regions,7729,7.79103,7.74818,7.83388,7.00000,8.00000,9.00000,4.00000,10,,,
2017,Direct migration background,Urban regions,3468,8.02658,7.96167,8.09149,7.00000,8.00000,10.00000,2.50000,10,,,
2017,Direct migration background,Rural regions,1225,8.18123,8.07610,8.28636,7.00000,9.00000,10.00000,2.50000,10,,,
2017,Indirect migration background,Urban regions,1306,8.02369,7.91737,8.13002,7.00000,8.00000,10.00000,2.50000,10,,,
2017,Indirect migration background,Rural regions,278,7.85555,7.62857,8.08253,7.00000,8.00000,9.00000,4.00000,10,,,
2018,No migration background,Urban regions,11793,7.80917,7.77466,7.84368,7.00000,8.00000,9.00000,4.00000,10,,,
2018,No migration background,Rural regions,7382,7.76273,7.71898,7.80649,7.00000,8.00000,9.00000,4.00000,10,,,
2018,Direct migration background,Urban regions,3363,7.98688,7.92108,8.05268,7.00000,8.00000,10.00000,2.50000,10,,,
2018,Direct migration background,Rural regions,1166,8.11765,8.00689,8.22842,7.00000,9.00000,10.00000,2.50000,10,,,
2018,Indirect migration background,Urban regions,1291,7.96674,7.85936,8.07412,7.00000,8.00000,9.00000,4.00000,10,,,
2018,Indirect migration background,Rural regions,295,7.91159,7.68610,8.13707,7.00000,8.00000,9.00000,4.00000,10,,,
2019,No migration background,No answer / don't know,476,7.76763,7.57256,7.96271,7.00000,8.00000,9.00000,4.00000,10,,,
2019,No migration background,Urban regions,11986,7.81846,7.78385,7.85307,7.00000,8.00000,9.00000,4.00000,10,,,
2019,No migration background,Rural regions,7360,7.79726,7.75274,7.84179,7.00000,8.00000,9.00000,4.00000,10,,,
2019,Direct migration background,No answer / don't know,32,7.26863,6.11522,8.42205,4.27899,8.96205,10.00000,0,10,,,
2019,Direct migration background,Urban regions,2939,8.06561,7.99805,8.13317,7.00000,8.00000,9.00000,4.00000,10,,,
2019,Direct migration background,Rural regions,1022,8.08832,7.97086,8.20579,7.00000,8.00000,10.00000,2.50000,10,,,
2019,Indirect migration background,No answer / don't know,38,7.84848,7.25665,8.44031,7.00000,8.00000,9.00000,4.00000,10,,,
2019,Indirect migration background,Urban regions,1231,8.20072,8.09756,8.30389,7.00000,9.00000,10.00000,2.50000,10,,,
2019,Indirect migration background,Rural regions,289,7.63659,7.36791,7.90526,7.00000,8.00000,9.00000,4.00000,10,,,
2020,No migration background,Urban regions,11423,7.70840,7.67231,7.74449,7.00000,8.00000,9.00000,4.00000,10,,,
2020,No migration background,Rural regions,6826,7.73732,7.69142,7.78321,7.00000,8.00000,9.00000,4.00000,10,,,
2020,Direct migration background,Urban regions,4076,7.92879,7.86867,7.98891,7.00000,8.00000,9.00000,4.00000,10,,,
2020,Direct migration background,Rural regions,1363,7.94934,7.84620,8.05248,7.00000,8.00000,10.00000,2.50000,10,,,
2020,Indirect migration background,Urban regions,1226,8.03543,7.92868,8.14217,7.00000,8.00000,9.00000,4.00000,10,,,
2020,Indirect migration background,Rural regions,288,7.59334,7.33765,7.84903,7.00000,8.00000,9.00000,4.00000,10,,,
2021,No migration background,No answer / don't know,,,,,,,,,,,,
2021,No migration background,Urban regions,8197,7.87405,7.83451,7.91360,7.00000,8.00000,9.00000,4.00000,10,,,
2021,No migration background,Rural regions,4802,7.84165,7.78894,7.89437,7.00000,8.00000,9.00000,4.00000,10,,,
2021,Direct migration background,Urban regions,2327,8.02330,7.94496,8.10163,7.00000,8.00000,10.00000,2.50000,10,,,
2021,Direct migration background,Rural regions,738,8.08817,7.96750,8.20884,7.00000,8.00000,9.00000,4.00000,10,,,
2021,Indirect migration background,Urban regions,730,8.12002,7.99465,8.24539,7.00000,8.00000,10.00000,2.50000,10,,,
2021,Indirect migration background,Rural regions,192,8.06149,7.85439,8.26858,7.00000,8.00000,9.00000,4.00000,10,,,
2022,No answer / don't know,Urban regions,,,,,,,,,,,,
2022,No answer / don't know,Rural regions,,,,,,,,,,,,
2022,No migration background,Urban regions,11090,7.72625,7.68999,7.76251,7.00000,8.00000,9.00000,4.00000,10,,,
2022,No migration background,Rural regions,6936,7.77056,7.72400,7.81713,7.00000,8.00000,9.00000,4.00000,10,,,
2022,Direct migration background,Urban regions,5157,7.77119,7.71300,7.82938,7.00000,8.00000,10.00000,2.50000,10,,,
2022,Direct migration background,Rural regions,1033,7.72459,7.59187,7.85732,7.00000,8.00000,9.00000,4.00000,10,,,
2022,Indirect migration background,Urban regions,1100,7.61019,7.49058,7.72980,7.00000,8.00000,9.00000,4.00000,10,,,
2022,Indirect migration background,Rural regions,339,7.73881,7.51469,7.96292,7.00000,8.00000,9.00000,4.00000,10,,,
