year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,,,,,,,,,,,,
1989,Direct migration background,,,,,,,,,,,,
1989,Indirect migration background,,,,,,,,,,,,
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,,,,,,,,,,,,
1999,Direct migration background,,,,,,,,,,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,,,,,,,,,,,,
2000,Direct migration background,,,,,,,,,,,,
2000,Indirect migration background,,,,,,,,,,,,
2001,No migration background,,,,,,,,,,,,
2001,Direct migration background,,,,,,,,,,,,
2001,Indirect migration background,,,,,,,,,,,,
2002,No migration background,,,,,,,,,,,,
2002,Direct migration background,,,,,,,,,,,,
2002,Indirect migration background,,,,,,,,,,,,
2003,No migration background,,,,,,,,,,,,
2003,Direct migration background,,,,,,,,,,,,
2003,Indirect migration background,,,,,,,,,,,,
2004,No migration background,,,,,,,,,,,,
2004,Direct migration background,,,,,,,,,,,,
2004,Indirect migration background,,,,,,,,,,,,
2005,No migration background,,,,,,,,,,,,
2005,Direct migration background,,,,,,,,,,,,
2005,Indirect migration background,,,,,,,,,,,,
2006,No migration background,18437,7.58355,7.55345,7.61366,7.00000,8.00000,9.00000,4.00000,10,,,
2006,Direct migration background,2360,7.52681,7.44017,7.61345,7.00000,8.00000,9.00000,4.00000,10,,,
2006,Indirect migration background,798,7.32731,7.17252,7.48211,6.00000,8.00000,9.00000,1.50000,10,,,
2007,No migration background,17306,7.54257,7.51154,7.57359,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Direct migration background,2088,7.59405,7.50529,7.68281,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Indirect migration background,765,7.52882,7.38164,7.67599,6.00000,8.00000,9.00000,1.50000,10,,,
2008,No migration background,16498,7.64913,7.61753,7.68073,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Direct migration background,1897,7.70876,7.61162,7.80590,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Indirect migration background,764,7.61350,7.44608,7.78091,7.00000,8.00000,9.00000,4.00000,10,,,
2009,No migration background,15536,7.63397,7.60087,7.66707,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Direct migration background,1646,7.68049,7.57788,7.78309,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Indirect migration background,705,7.61153,7.45908,7.76398,7.00000,8.00000,9.00000,4.00000,10,,,
2010,No migration background,19756,7.66088,7.63154,7.69023,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Direct migration background,2969,7.90973,7.83634,7.98311,7.00000,8.00000,10.00000,2.50000,10,,,
2010,Indirect migration background,1082,7.65509,7.52471,7.78548,7.00000,8.00000,9.00000,4.00000,10,,,
2011,No migration background,21423,7.73820,7.71104,7.76535,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Direct migration background,2980,7.95292,7.88121,8.02462,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Indirect migration background,1139,7.71862,7.59011,7.84712,7.00000,8.00000,9.00000,4.00000,10,,,
2012,No migration background,21943,7.80098,7.77459,7.82737,7.00000,8.00000,9.00000,4.00000,10,,,
2012,Direct migration background,3006,8.03168,7.96406,8.09930,7.00000,8.00000,9.00000,4.00000,10,,,
2012,Indirect migration background,1136,7.97104,7.85477,8.08731,7.00000,8.00000,10.00000,2.50000,10,,,
2013,No migration background,21326,7.81205,7.78516,7.83895,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Direct migration background,2795,7.85551,7.78227,7.92876,7.00000,8.00000,9.00000,4.00000,10,,,
2013,Indirect migration background,1105,7.88659,7.77014,8.00303,7.00000,8.00000,9.00000,4.00000,10,,,
2014,No migration background,19855,7.78334,7.75632,7.81037,7.00000,8.00000,9.00000,4.00000,10,,,
2014,Direct migration background,5228,8.08453,8.03019,8.13887,7.00000,8.00000,10.00000,2.50000,10,,,
2014,Indirect migration background,1686,8.03147,7.94417,8.11877,7.00000,8.00000,9.00000,4.00000,10,,,
2015,No migration background,18785,7.75025,7.72196,7.77853,7.00000,8.00000,9.00000,4.00000,10,,,
2015,Direct migration background,4436,8.02475,7.96646,8.08305,7.00000,8.00000,10.00000,2.50000,10,,,
2015,Indirect migration background,1531,8.02706,7.93066,8.12346,7.00000,8.00000,9.00000,4.00000,10,,,
2016,No migration background,17534,7.78729,7.75868,7.81589,7.00000,8.00000,9.00000,4.00000,10,,,
2016,Direct migration background,4889,8.06945,8.01625,8.12266,7.00000,8.00000,10.00000,2.50000,10,,,
2016,Indirect migration background,1453,7.98788,7.88854,8.08722,7.00000,8.00000,9.00000,4.00000,10,,,
2017,No migration background,19843,7.79182,7.76513,7.81851,7.00000,8.00000,9.00000,4.00000,10,,,
2017,Direct migration background,4693,8.05879,8.00340,8.11417,7.00000,8.00000,10.00000,2.50000,10,,,
2017,Indirect migration background,1584,7.99976,7.90344,8.09609,7.00000,8.00000,9.00000,4.00000,10,,,
2018,No migration background,19175,7.79315,7.76606,7.82025,7.00000,8.00000,9.00000,4.00000,10,,,
2018,Direct migration background,4529,8.01299,7.95639,8.06960,7.00000,8.00000,10.00000,2.50000,10,,,
2018,Indirect migration background,1586,7.95864,7.86177,8.05552,7.00000,8.00000,9.00000,4.00000,10,,,
2019,No migration background,19822,7.81034,7.78328,7.83739,7.00000,8.00000,9.00000,4.00000,10,,,
2019,Direct migration background,3993,8.06428,8.00559,8.12297,7.00000,8.00000,10.00000,2.50000,10,,,
2019,Indirect migration background,1558,8.11146,8.01541,8.20751,7.00000,8.00000,10.00000,2.50000,10,,,
2020,No migration background,18249,7.71838,7.68999,7.74677,7.00000,8.00000,9.00000,4.00000,10,,,
2020,Direct migration background,5439,7.93310,7.88116,7.98505,7.00000,8.00000,9.00000,4.00000,10,,,
2020,Indirect migration background,1514,7.96422,7.86525,8.06319,7.00000,8.00000,9.00000,4.00000,10,,,
2021,No migration background,13000,7.86307,7.83144,7.89469,7.00000,8.00000,9.00000,4.00000,10,,,
2021,Direct migration background,3065,8.03768,7.97134,8.10402,7.00000,8.00000,10.00000,2.50000,10,,,
2021,Indirect migration background,922,8.11068,8.00176,8.21960,7.00000,8.00000,9.00000,4.00000,10,,,
2022,No answer / don't know,,,,,,,,,,,,
2022,No migration background,18026,7.74193,7.71333,7.77053,7.00000,8.00000,9.00000,4.00000,10,,,
2022,Direct migration background,6190,7.76157,7.70823,7.81490,7.00000,8.00000,9.00000,4.00000,10,,,
2022,Indirect migration background,1439,7.63389,7.52857,7.73920,7.00000,8.00000,9.00000,4.00000,10,,,
