syear,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2000,30-45 J.,4. Quintil,,,,,,,,,,,,
2000,30-45 J.,5. Quintil,,,,,,,,,,,,
2000,46-65 J.,2. Quintil,,,,,,,,,,,,
2000,46-65 J.,3. Quintil,,,,,,,,,,,,
2000,46-65 J.,4. Quintil,,,,,,,,,,,,
2000,46-65 J.,5. Quintil,,,,,,,,,,,,
2000,66 und älter,2. Quintil,,,,,,,,,,,,
2000,66 und älter,3. Quintil,,,,,,,,,,,,
2000,66 und älter,4. Quintil,,,,,,,,,,,,
2000,66 und älter,5. Quintil,,,,,,,,,,,,
2001,17-29 J.,2. Quintil,,,,,,,,,,,,
2001,17-29 J.,3. Quintil,,,,,,,,,,,,
2001,17-29 J.,4. Quintil,,,,,,,,,,,,
2001,17-29 J.,5. Quintil,,,,,,,,,,,,
2001,30-45 J.,2. Quintil,,,,,,,,,,,,
2001,30-45 J.,3. Quintil,,,,,,,,,,,,
2001,30-45 J.,4. Quintil,,,,,,,,,,,,
2001,30-45 J.,5. Quintil,,,,,,,,,,,,
2001,46-65 J.,2. Quintil,,,,,,,,,,,,
2001,46-65 J.,3. Quintil,,,,,,,,,,,,
2001,46-65 J.,4. Quintil,,,,,,,,,,,,
2001,46-65 J.,5. Quintil,,,,,,,,,,,,
2001,66 und älter,2. Quintil,,,,,,,,,,,,
2001,66 und älter,3. Quintil,,,,,,,,,,,,
2001,66 und älter,4. Quintil,,,,,,,,,,,,
2001,66 und älter,5. Quintil,,,,,,,,,,,,
2002,17-29 J.,2. Quintil,,,,,,,,,,,,
2002,17-29 J.,3. Quintil,,,,,,,,,,,,
2002,17-29 J.,4. Quintil,,,,,,,,,,,,
2002,17-29 J.,5. Quintil,,,,,,,,,,,,
2002,30-45 J.,2. Quintil,,,,,,,,,,,,
2002,30-45 J.,3. Quintil,,,,,,,,,,,,
2002,30-45 J.,4. Quintil,,,,,,,,,,,,
2002,30-45 J.,5. Quintil,,,,,,,,,,,,
2002,46-65 J.,2. Quintil,,,,,,,,,,,,
2002,46-65 J.,3. Quintil,,,,,,,,,,,,
2002,46-65 J.,4. Quintil,,,,,,,,,,,,
2002,46-65 J.,5. Quintil,,,,,,,,,,,,
2002,66 und älter,2. Quintil,,,,,,,,,,,,
2002,66 und älter,3. Quintil,,,,,,,,,,,,
2002,66 und älter,4. Quintil,,,,,,,,,,,,
2002,66 und älter,5. Quintil,,,,,,,,,,,,
2003,17-29 J.,2. Quintil,,,,,,,,,,,,
2003,17-29 J.,3. Quintil,,,,,,,,,,,,
2003,17-29 J.,4. Quintil,,,,,,,,,,,,
2003,17-29 J.,5. Quintil,,,,,,,,,,,,
2003,30-45 J.,2. Quintil,,,,,,,,,,,,
2003,30-45 J.,3. Quintil,,,,,,,,,,,,
2003,30-45 J.,4. Quintil,,,,,,,,,,,,
2003,30-45 J.,5. Quintil,,,,,,,,,,,,
2003,46-65 J.,2. Quintil,,,,,,,,,,,,
2003,46-65 J.,3. Quintil,,,,,,,,,,,,
2003,46-65 J.,4. Quintil,,,,,,,,,,,,
2003,46-65 J.,5. Quintil,,,,,,,,,,,,
2003,66 und älter,2. Quintil,,,,,,,,,,,,
2003,66 und älter,3. Quintil,,,,,,,,,,,,
2003,66 und älter,4. Quintil,,,,,,,,,,,,
2003,66 und älter,5. Quintil,,,,,,,,,,,,
2004,17-29 J.,2. Quintil,,,,,,,,,,,,
2004,17-29 J.,3. Quintil,,,,,,,,,,,,
2004,17-29 J.,4. Quintil,,,,,,,,,,,,
2004,17-29 J.,5. Quintil,,,,,,,,,,,,
2004,30-45 J.,2. Quintil,,,,,,,,,,,,
2004,30-45 J.,3. Quintil,,,,,,,,,,,,
2004,30-45 J.,4. Quintil,,,,,,,,,,,,
2004,30-45 J.,5. Quintil,,,,,,,,,,,,
2004,46-65 J.,2. Quintil,,,,,,,,,,,,
2004,46-65 J.,3. Quintil,,,,,,,,,,,,
2004,46-65 J.,4. Quintil,,,,,,,,,,,,
2004,46-65 J.,5. Quintil,,,,,,,,,,,,
2004,66 und älter,2. Quintil,,,,,,,,,,,,
2004,66 und älter,3. Quintil,,,,,,,,,,,,
2004,66 und älter,4. Quintil,,,,,,,,,,,,
2004,66 und älter,5. Quintil,,,,,,,,,,,,
2005,17-29 J.,2. Quintil,,,,,,,,,,,,
2005,17-29 J.,3. Quintil,,,,,,,,,,,,
2005,17-29 J.,4. Quintil,,,,,,,,,,,,
2005,17-29 J.,5. Quintil,,,,,,,,,,,,
2005,30-45 J.,2. Quintil,,,,,,,,,,,,
2005,30-45 J.,3. Quintil,,,,,,,,,,,,
2005,30-45 J.,4. Quintil,,,,,,,,,,,,
2005,30-45 J.,5. Quintil,,,,,,,,,,,,
2005,46-65 J.,2. Quintil,,,,,,,,,,,,
2005,46-65 J.,3. Quintil,,,,,,,,,,,,
2005,46-65 J.,4. Quintil,,,,,,,,,,,,
2005,46-65 J.,5. Quintil,,,,,,,,,,,,
2005,66 und älter,2. Quintil,,,,,,,,,,,,
2005,66 und älter,3. Quintil,,,,,,,,,,,,
2005,66 und älter,4. Quintil,,,,,,,,,,,,
2005,66 und älter,5. Quintil,,,,,,,,,,,,
2006,17-29 J.,2. Quintil,7.183258210951118,7.111949660509198,7.254566761393039,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,970.0
2006,17-29 J.,3. Quintil,7.6049534390707025,7.547612149176128,7.662294728965277,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1035.0
2006,17-29 J.,4. Quintil,7.696281335665454,7.635991502084437,7.75657116924647,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1004.0
2006,17-29 J.,5. Quintil,7.640271658070771,7.571147782003,7.709395534138541,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,584.0
2006,30-45 J.,2. Quintil,7.161645706460757,7.095169873792179,7.228121539129334,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,1133.0
2006,30-45 J.,3. Quintil,7.759661279638425,7.715393631112753,7.803928928164097,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1751.0
2006,30-45 J.,4. Quintil,7.4686281864346045,7.42344667083819,7.513809702031019,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1768.0
2006,30-45 J.,5. Quintil,7.511120776589904,7.464161571009647,7.558079982170161,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1561.0
2006,46-65 J.,2. Quintil,7.051241652332016,6.982866235735522,7.11961706892851,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1094.0
2006,46-65 J.,3. Quintil,7.557376281377038,7.5109721514364,7.6037804113176755,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1796.0
2006,46-65 J.,4. Quintil,7.761845473601517,7.72066700049826,7.803023946704775,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2016.0
2006,46-65 J.,5. Quintil,7.7509462795057535,7.714329505252235,7.787563053759272,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2564.0
2006,66 und älter,2. Quintil,7.298993573883011,7.2138507271717245,7.384136420594297,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,686.0
2006,66 und älter,3. Quintil,7.699024029202089,7.645758563404925,7.752289494999253,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1447.0
2006,66 und älter,4. Quintil,7.707541548829711,7.651048801177405,7.764034296482018,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1277.0
2006,66 und älter,5. Quintil,8.085914468340093,8.02069915004696,8.151129786633225,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,909.0
2007,17-29 J.,1. Quintil,,,,,,,,,,,,
2007,17-29 J.,2. Quintil,7.3099399533374685,7.240981872198582,7.378898034476355,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,873.0
2007,17-29 J.,3. Quintil,7.4483445525358025,7.3842111886799815,7.5124779163916235,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,961.0
2007,17-29 J.,4. Quintil,7.5912504807896966,7.533508022115886,7.648992939463507,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,899.0
2007,17-29 J.,5. Quintil,7.502894239539227,7.427670002606927,7.578118476471527,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,587.0
2007,30-45 J.,2. Quintil,6.997187668181353,6.918151155996185,7.076224180366522,5.762345773853287,8.0,9.0,0.9058644346332176,10.0,8.0,8.0,9.0,900.0
2007,30-45 J.,3. Quintil,7.622478851732232,7.5747064426152075,7.670251260849257,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1628.0
2007,30-45 J.,4. Quintil,7.634135120882389,7.587026711518654,7.681243530246125,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1613.0
2007,30-45 J.,5. Quintil,7.587033718513783,7.539921698754775,7.634145738272791,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1505.0
2007,46-65 J.,2. Quintil,6.912009237487579,6.8389496368224405,6.985068838152718,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1055.0
2007,46-65 J.,3. Quintil,7.545649759810424,7.496694636439316,7.594604883181533,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1555.0
2007,46-65 J.,4. Quintil,7.560976488801417,7.519689032584785,7.602263945018049,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1834.0
2007,46-65 J.,5. Quintil,7.7157443988164784,7.679904488865482,7.751584308767475,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2522.0
2007,66 und älter,2. Quintil,7.348833249683599,7.2586795323881175,7.438986966979081,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,596.0
2007,66 und älter,3. Quintil,7.7838406108976415,7.734297231025566,7.8333839907697165,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1426.0
2007,66 und älter,4. Quintil,7.851228716192271,7.794136900187403,7.908320532197139,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1258.0
2007,66 und älter,5. Quintil,8.07250015690243,8.011632616253625,8.133367697551236,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,947.0
2008,17-29 J.,2. Quintil,7.389765284209829,7.313272985541928,7.46625758287773,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,769.0
2008,17-29 J.,3. Quintil,7.62434563992534,7.561610499298527,7.6870807805521535,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,908.0
2008,17-29 J.,4. Quintil,7.863604164019829,7.801101024359781,7.926107303679878,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,854.0
2008,17-29 J.,5. Quintil,7.745532870896516,7.669333893732402,7.8217318480606295,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,595.0
2008,30-45 J.,2. Quintil,7.200494843845862,7.117116323605837,7.283873364085887,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,744.0
2008,30-45 J.,3. Quintil,7.633934138746056,7.582164274370096,7.685704003122017,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1369.0
2008,30-45 J.,4. Quintil,7.597113763689653,7.547712969259495,7.6465145581198115,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1524.0
2008,30-45 J.,5. Quintil,7.664904835866672,7.616000213789775,7.713809457943569,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1511.0
2008,46-65 J.,2. Quintil,6.870131904572346,6.7923134342390865,6.947950374905605,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,969.0
2008,46-65 J.,3. Quintil,7.74164002287828,7.692041442504136,7.791238603252424,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1450.0
2008,46-65 J.,4. Quintil,7.741166023089757,7.696502002549274,7.785830043630241,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1749.0
2008,46-65 J.,5. Quintil,7.829507864640061,7.7931675134074405,7.865848215872682,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2490.0
2008,66 und älter,2. Quintil,7.516799518429776,7.425685058529118,7.607913978330434,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,586.0
2008,66 und älter,3. Quintil,7.9074394892306,7.856603113743835,7.958275864717366,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1415.0
2008,66 und älter,4. Quintil,7.8148965788884,7.755785947956763,7.8740072098200375,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1240.0
2008,66 und älter,5. Quintil,8.118410991731992,8.060867801256745,8.175954182207239,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,986.0
2009,17-29 J.,2. Quintil,7.556221635849296,7.482266777523825,7.6301764941747665,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,692.0
2009,17-29 J.,3. Quintil,7.668670737303636,7.607232178541155,7.730109296066116,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,764.0
2009,17-29 J.,4. Quintil,7.794127311156787,7.72618753239968,7.862067089913894,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,761.0
2009,17-29 J.,5. Quintil,7.714695102537949,7.646240810140589,7.783149394935308,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,609.0
2009,30-45 J.,2. Quintil,7.229841072730443,7.142527673452818,7.317154472008069,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,628.0
2009,30-45 J.,3. Quintil,7.624517533744896,7.566127082565721,7.682907984924071,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1214.0
2009,30-45 J.,4. Quintil,7.673302767606002,7.622611433738662,7.723994101473343,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1407.0
2009,30-45 J.,5. Quintil,7.6277802755459865,7.577921489285433,7.6776390618065395,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1402.0
2009,46-65 J.,2. Quintil,6.950217862132607,6.868034833299038,7.032400890966176,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,872.0
2009,46-65 J.,3. Quintil,7.5280020294840675,7.4724996918797535,7.5835043670883815,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1352.0
2009,46-65 J.,4. Quintil,7.498370596965485,7.448611008413975,7.548130185516994,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1664.0
2009,46-65 J.,5. Quintil,7.790581781286596,7.752768719802911,7.8283948427702805,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2411.0
2009,66 und älter,2. Quintil,7.4273194772677185,7.3318250317681715,7.5228139227672655,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,553.0
2009,66 und älter,3. Quintil,7.862624729443778,7.807232575606986,7.918016883280569,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1321.0
2009,66 und älter,4. Quintil,7.937772331813165,7.8830874119558425,7.992457251670488,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1242.0
2009,66 und älter,5. Quintil,8.11422233322537,8.051638038971246,8.176806627479495,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,995.0
2010,17-29 J.,2. Quintil,7.629904157784451,7.569869336356415,7.689938979212487,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1213.0
2010,17-29 J.,3. Quintil,7.699337465118648,7.645344604243928,7.753330325993368,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1138.0
2010,17-29 J.,4. Quintil,7.8941523833287315,7.837152418392734,7.951152348264729,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,893.0
2010,17-29 J.,5. Quintil,7.752720506485224,7.682084367588095,7.823356645382352,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,655.0
2010,30-45 J.,2. Quintil,7.411329373409035,7.3530499895276185,7.469608757290451,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,1681.0
2010,30-45 J.,3. Quintil,7.810994295886372,7.772007149005711,7.849981442767033,7.0,8.0,10.0,2.5,10.0,8.0,7.0,8.0,2800.0
2010,30-45 J.,4. Quintil,7.7744538788605295,7.73462997349652,7.814277784224539,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2337.0
2010,30-45 J.,5. Quintil,7.610283750288564,7.569877518435767,7.65068998214136,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2222.0
2010,46-65 J.,2. Quintil,6.925159029495565,6.851961521542683,6.998356537448447,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1058.0
2010,46-65 J.,3. Quintil,7.601511710212421,7.550243096148997,7.652780324275844,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1581.0
2010,46-65 J.,4. Quintil,7.645141976016404,7.599421918752539,7.690862033280269,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1757.0
2010,46-65 J.,5. Quintil,7.800404387064155,7.764574895800396,7.836233878327914,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2505.0
2010,66 und älter,2. Quintil,7.440031990054637,7.3364857859563175,7.543578194152956,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,438.0
2010,66 und älter,3. Quintil,7.892598250811274,7.835038668627197,7.950157832995352,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1220.0
2010,66 und älter,4. Quintil,7.84269309436065,7.785257211756223,7.900128976965076,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1244.0
