year,regtyp,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Very concerned,0.48621,5650,11604,0.47711,0.49530
2009,Urban regions,Somewhat concerned,0.41797,4893,11604,0.40900,0.42695
2009,Urban regions,Not concerned at all,0.09582,1061,11604,0.09047,0.10118
2009,Rural regions,Very concerned,0.49410,3068,6255,0.48171,0.50649
2009,Rural regions,Somewhat concerned,0.39823,2535,6255,0.38609,0.41036
2009,Rural regions,Not concerned at all,0.10767,652,6255,0.09999,0.11536
2010,Urban regions,Very concerned,0.37759,4144,10821,0.36846,0.38673
2010,Urban regions,Somewhat concerned,0.48406,5305,10821,0.47464,0.49348
2010,Urban regions,Not concerned at all,0.13835,1372,10821,0.13184,0.14485
2010,Rural regions,Very concerned,0.39403,2202,5691,0.38134,0.40673
2010,Rural regions,Somewhat concerned,0.48030,2751,5691,0.46731,0.49328
2010,Rural regions,Not concerned at all,0.12567,738,5691,0.11706,0.13428
2011,Urban regions,Very concerned,0.30376,4056,13210,0.29592,0.31161
2011,Urban regions,Somewhat concerned,0.52253,6868,13210,0.51401,0.53105
2011,Urban regions,Not concerned at all,0.17370,2286,13210,0.16724,0.18017
2011,Rural regions,Very concerned,0.31971,2238,7183,0.30893,0.33050
2011,Rural regions,Somewhat concerned,0.51663,3741,7183,0.50507,0.52818
2011,Rural regions,Not concerned at all,0.16366,1204,7183,0.15511,0.17222
2012,Urban regions,Very concerned,0.37252,4904,12956,0.36419,0.38085
2012,Urban regions,Somewhat concerned,0.48798,6260,12956,0.47937,0.49659
2012,Urban regions,Not concerned at all,0.13950,1792,12956,0.13354,0.14547
2012,Rural regions,Very concerned,0.38545,2870,7350,0.37432,0.39658
2012,Rural regions,Somewhat concerned,0.47007,3414,7350,0.45866,0.48148
2012,Rural regions,Not concerned at all,0.14448,1066,7350,0.13645,0.15252
2013,Urban regions,Very concerned,0.31550,3770,11982,0.30718,0.32382
2013,Urban regions,Somewhat concerned,0.51908,6261,11982,0.51013,0.52803
2013,Urban regions,Not concerned at all,0.16542,1951,11982,0.15877,0.17207
2013,Rural regions,Very concerned,0.31393,2067,6737,0.30285,0.32502
2013,Rural regions,Somewhat concerned,0.50237,3422,6737,0.49043,0.51431
2013,Rural regions,Not concerned at all,0.18369,1248,6737,0.17445,0.19294
2014,Urban regions,Very concerned,0.21867,3762,17400,0.21252,0.22481
2014,Urban regions,Somewhat concerned,0.54551,9338,17400,0.53811,0.55291
2014,Urban regions,Not concerned at all,0.23582,4300,17400,0.22952,0.24213
2014,Rural regions,Very concerned,0.22623,1970,9294,0.21773,0.23474
2014,Rural regions,Somewhat concerned,0.52385,4921,9294,0.51370,0.53401
2014,Rural regions,Not concerned at all,0.24991,2403,9294,0.24111,0.25872
2019,No answer / don't know,Very concerned,0.17833,113,545,0.14616,0.21050
2019,No answer / don't know,Somewhat concerned,0.46610,255,545,0.42418,0.50802
2019,No answer / don't know,Not concerned at all,0.35557,177,545,0.31534,0.39579
2019,Urban regions,Very concerned,0.19265,3175,16106,0.18656,0.19874
2019,Urban regions,Somewhat concerned,0.54773,8733,16106,0.54004,0.55541
2019,Urban regions,Not concerned at all,0.25962,4198,16106,0.25285,0.26639
2019,Rural regions,Very concerned,0.22199,1812,8617,0.21321,0.23076
2019,Rural regions,Somewhat concerned,0.53513,4663,8617,0.52460,0.54566
2019,Rural regions,Not concerned at all,0.24288,2142,8617,0.23383,0.25194
