"plh0034","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","84","0.270717246801007","0.220769346859297","0.320665146742717"
"Grosse Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","41","0.400195390733124","0.309051504516898","0.49133927694935"
"Grosse Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Grosse Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Hauptschule","kein Migrationshintergrund","2724","","",""
"Grosse Sorgen","2009","Hauptschule","direkter Migrationshintergrund","353","0.465887596633584","0.430399385443145","0.501375807824024"
"Grosse Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","88","0.388701982226875","0.32277346396803","0.454630500485719"
"Grosse Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Realschule","kein Migrationshintergrund","2141","","",""
"Grosse Sorgen","2009","Realschule","direkter Migrationshintergrund","68","0.474742595184575","0.392024740038896","0.557460450330254"
"Grosse Sorgen","2009","Realschule","indirekter Migrationshintergrund","65","0.454036480462416","0.378749368671298","0.529323592253533"
"Grosse Sorgen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","kein Migrationshintergrund","721","0.457718489262356","0.433299061325191","0.482137917199521"
"Grosse Sorgen","2009","(Fach-)Abitur","direkter Migrationshintergrund","123","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","35","0.363132341751251","0.271148720285588","0.455115963216915"
"Grosse Sorgen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","AkademikerIn","kein Migrationshintergrund","1958","","",""
"Grosse Sorgen","2009","AkademikerIn","direkter Migrationshintergrund","134","","",""
"Grosse Sorgen","2009","AkademikerIn","indirekter Migrationshintergrund","32","0.328877464669196","0.229584875787677","0.428170053550714"
"Grosse Sorgen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","146","","",""
"Einige Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","49","0.449258679480408","0.356723116713578","0.541794242247239"
"Einige Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","31","0.614743001777472","0.487282347791815","0.742203655763129"
"Einige Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","Hauptschule","kein Migrationshintergrund","1945","","",""
"Einige Sorgen","2009","Hauptschule","direkter Migrationshintergrund","333","0.440748311453879","0.405427865064941","0.476068757842817"
"Einige Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","95","0.491766477334936","0.424150464535763","0.559382490134108"
"Einige Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","Realschule","kein Migrationshintergrund","1940","","",""
"Einige Sorgen","2009","Realschule","direkter Migrationshintergrund","66","0.478179241885028","0.395434556604627","0.560923927165428"
"Einige Sorgen","2009","Realschule","indirekter Migrationshintergrund","84","0.429415079049603","0.354565003911271","0.504265154187935"
"Einige Sorgen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","(Fach-)Abitur","kein Migrationshintergrund","721","0.449885425386081","0.42550162487151","0.474269225900652"
"Einige Sorgen","2009","(Fach-)Abitur","direkter Migrationshintergrund","126","","",""
"Einige Sorgen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","58","0.531709884519452","0.436265956633364","0.627153812405539"
"Einige Sorgen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","AkademikerIn","kein Migrationshintergrund","1431","","",""
"Einige Sorgen","2009","AkademikerIn","direkter Migrationshintergrund","131","","",""
"Einige Sorgen","2009","AkademikerIn","indirekter Migrationshintergrund","47","0.55561658438703","0.450598186905714","0.660634981868346"
"Einige Sorgen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","74","0.221690014760389","0.174996059111115","0.268383970409663"
"Keine Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","Hauptschule","kein Migrationshintergrund","495","0.104665070905083","0.096315798627208","0.113014343182958"
"Keine Sorgen","2009","Hauptschule","direkter Migrationshintergrund","73","0.093364091912537","0.0726658432727131","0.114062340552361"
"Keine Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Keine Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
