year,migback,pgisced97,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,No answer / don't know,Very concerned,0.22387,55,237,0.17068,0.27705
2009,No migration background,No answer / don't know,Somewhat concerned,0.48415,124,237,0.42039,0.54791
2009,No migration background,No answer / don't know,Not concerned at all,0.29198,58,237,0.23397,0.34999
2009,No migration background,Pre-primary Level,Very concerned,0.21521,59,242,0.16332,0.26710
2009,No migration background,Pre-primary Level,Somewhat concerned,0.54888,122,242,0.48605,0.61170
2009,No migration background,Pre-primary Level,Not concerned at all,0.23591,61,242,0.18231,0.28952
2009,No migration background,Lower Secondary Level,Very concerned,0.47410,552,1252,0.44643,0.50177
2009,No migration background,Lower Secondary Level,Somewhat concerned,0.37870,514,1252,0.35182,0.40558
2009,No migration background,Lower Secondary Level,Not concerned at all,0.14720,186,1252,0.12757,0.16683
2009,No migration background,Upper Secondary Level,Very concerned,0.49541,4025,8109,0.48453,0.50629
2009,No migration background,Upper Secondary Level,Somewhat concerned,0.41008,3339,8109,0.39938,0.42079
2009,No migration background,Upper Secondary Level,Not concerned at all,0.09451,745,8109,0.08814,0.10087
2009,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.49911,385,790,0.46422,0.53400
2009,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.43356,353,790,0.39898,0.46814
2009,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.06733,52,790,0.04984,0.08481
2009,No migration background,First Stage of Tertiary Education,Very concerned,0.55533,660,1197,0.52717,0.58350
2009,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.36926,451,1197,0.34190,0.39661
2009,No migration background,First Stage of Tertiary Education,Not concerned at all,0.07541,86,1197,0.06045,0.09038
2009,No migration background,Second Stage of Tertiary Education,Very concerned,0.54233,1958,3635,0.52613,0.55853
2009,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.38232,1431,3635,0.36652,0.39812
2009,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.07535,246,3635,0.06677,0.08393
2009,Direct migration background,Primary Level,Very concerned,0.43778,35,71,0.32156,0.55400
2009,Direct migration background,Primary Level,Somewhat concerned,0.40475,36,71,0.28977,0.51974
2009,Direct migration background,Lower Secondary Level,Very concerned,0.45264,155,352,0.40057,0.50471
2009,Direct migration background,Lower Secondary Level,Somewhat concerned,0.42178,152,352,0.37011,0.47344
2009,Direct migration background,Lower Secondary Level,Not concerned at all,0.12558,45,352,0.09091,0.16025
2009,Direct migration background,Upper Secondary Level,Very concerned,0.43980,267,604,0.40018,0.47941
2009,Direct migration background,Upper Secondary Level,Somewhat concerned,0.46592,278,604,0.42611,0.50574
2009,Direct migration background,Upper Secondary Level,Not concerned at all,0.09428,59,604,0.07096,0.11760
2009,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.50697,79,150,0.42669,0.58725
2009,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.43402,71,150,0.35444,0.51360
2009,Direct migration background,First Stage of Tertiary Education,Very concerned,0.55021,51,89,0.44627,0.65415
2009,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.38278,38,89,0.28122,0.48433
2009,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.45449,134,265,0.39442,0.51455
2009,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.45093,131,265,0.39090,0.51095
2009,Indirect migration background,Lower Secondary Level,Very concerned,0.37590,53,118,0.28814,0.46367
2009,Indirect migration background,Lower Secondary Level,Somewhat concerned,0.46997,65,118,0.37954,0.56041
2009,Indirect migration background,Upper Secondary Level,Very concerned,0.43537,119,258,0.37475,0.49599
2009,Indirect migration background,Upper Secondary Level,Somewhat concerned,0.47268,139,258,0.41164,0.53372
2009,Indirect migration background,Second Stage of Tertiary Education,Very concerned,0.33313,32,79,0.22853,0.43773
2009,Indirect migration background,Second Stage of Tertiary Education,Somewhat concerned,0.55201,47,79,0.44165,0.66237
2010,No migration background,No answer / don't know,Very concerned,0.26480,51,207,0.20454,0.32505
2010,No migration background,No answer / don't know,Somewhat concerned,0.41729,96,207,0.34996,0.48463
2010,No migration background,No answer / don't know,Not concerned at all,0.31791,60,207,0.25432,0.38150
2010,No migration background,Pre-primary Level,Very concerned,0.18408,40,217,0.13239,0.23576
2010,No migration background,Pre-primary Level,Somewhat concerned,0.58409,111,217,0.51836,0.64982
2010,No migration background,Pre-primary Level,Not concerned at all,0.23183,66,217,0.17555,0.28811
2010,No migration background,Lower Secondary Level,Very concerned,0.36350,374,1142,0.33559,0.39141
2010,No migration background,Lower Secondary Level,Somewhat concerned,0.47291,572,1142,0.44394,0.50188
2010,No migration background,Lower Secondary Level,Not concerned at all,0.16359,196,1142,0.14213,0.18505
2010,No migration background,Upper Secondary Level,Very concerned,0.40465,2975,7441,0.39350,0.41580
2010,No migration background,Upper Secondary Level,Somewhat concerned,0.47022,3563,7441,0.45888,0.48156
2010,No migration background,Upper Secondary Level,Not concerned at all,0.12513,903,7441,0.11761,0.13265
2010,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.36604,277,757,0.33170,0.40037
2010,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.52495,398,757,0.48936,0.56055
2010,No migration background,Post-secondary Non-tertiary Level,Not concerned at all,0.10901,82,757,0.08680,0.13123
