year,age_gr,regtyp,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Very concerned,0.34423,587,1863,0.32265,0.36581
2009,17-29 y.,Urban regions,Somewhat concerned,0.50356,958,1863,0.48084,0.52627
2009,17-29 y.,Urban regions,Not concerned at all,0.15222,318,1863,0.13590,0.16854
2009,17-29 y.,Rural regions,Very concerned,0.31360,302,959,0.28422,0.34298
2009,17-29 y.,Rural regions,Somewhat concerned,0.49077,482,959,0.45911,0.52243
2009,17-29 y.,Rural regions,Not concerned at all,0.19563,175,959,0.17051,0.22075
2009,30-45 y.,Urban regions,Very concerned,0.43654,1376,3061,0.41897,0.45411
2009,30-45 y.,Urban regions,Somewhat concerned,0.47736,1433,3061,0.45967,0.49506
2009,30-45 y.,Urban regions,Not concerned at all,0.08610,252,3061,0.07616,0.09603
2009,30-45 y.,Rural regions,Very concerned,0.48304,717,1584,0.45843,0.50766
2009,30-45 y.,Rural regions,Somewhat concerned,0.42718,732,1584,0.40281,0.45155
2009,30-45 y.,Rural regions,Not concerned at all,0.08978,135,1584,0.07569,0.10386
2009,46-65 y.,Urban regions,Very concerned,0.55002,2206,4030,0.53466,0.56538
2009,46-65 y.,Urban regions,Somewhat concerned,0.38295,1576,4030,0.36794,0.39796
2009,46-65 y.,Urban regions,Not concerned at all,0.06702,248,4030,0.05930,0.07475
2009,46-65 y.,Rural regions,Very concerned,0.56197,1238,2266,0.54153,0.58240
2009,46-65 y.,Rural regions,Somewhat concerned,0.36348,848,2266,0.34367,0.38329
2009,46-65 y.,Rural regions,Not concerned at all,0.07455,180,2266,0.06374,0.08537
2009,66 and older,Urban regions,Very concerned,0.56218,1481,2650,0.54329,0.58107
2009,66 and older,Urban regions,Somewhat concerned,0.33263,926,2650,0.31469,0.35057
2009,66 and older,Urban regions,Not concerned at all,0.10519,243,2650,0.09351,0.11687
2009,66 and older,Rural regions,Very concerned,0.53548,811,1446,0.50977,0.56120
2009,66 and older,Rural regions,Somewhat concerned,0.35188,473,1446,0.32726,0.37651
2009,66 and older,Rural regions,Not concerned at all,0.11263,162,1446,0.09633,0.12893
2010,17-29 y.,Urban regions,Very concerned,0.22075,367,1688,0.20096,0.24054
