year,regtyp,sampreg,plh0034,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,Very concerned,0.4892546972465709,4911,17859,0.4891018583215227,0.4894075361716191
2009,Urban regions,West,Somewhat concerned,0.4179277178913447,4236,17859,0.4177769172011687,0.4180785185815207
2009,Urban regions,West,Not concerned at all,0.09281758486208444,892,17859,0.09272886380135824,0.09290630592281064
2009,Urban regions,East,Very concerned,0.46524895854596926,726,17859,0.46478735313855013,0.4657105639533884
2009,Urban regions,East,Somewhat concerned,0.41034249247260773,636,17859,0.40988726807955794,0.4107977168656575
2009,Urban regions,East,Not concerned at all,0.12440854898142298,167,17859,0.1241031073490768,0.12471399061376916
2009,Rural regions,West,Very concerned,0.5104122898631395,1673,17859,0.5101477967557353,0.5106767829705436
2009,Rural regions,West,Somewhat concerned,0.403824621794968,1357,17859,0.40356501147093504,0.4040842321190009
2009,Rural regions,West,Not concerned at all,0.08576308834189264,266,17859,0.08561493272353776,0.08591124396024752
2009,Rural regions,East,Very concerned,0.4630600216344941,1408,17859,0.4627202501959388,0.4633997930730494
2009,Rural regions,East,Somewhat concerned,0.3936727849175965,1199,17859,0.3933398751160394,0.3940056947191536
2009,Rural regions,East,Not concerned at all,0.14326719344790936,388,17859,0.1430284665086222,0.14350592038719653
2010,Urban regions,West,Very concerned,0.3817575920672803,3647,16512,0.3816021148476699,0.3819130692868907
2010,Urban regions,West,Somewhat concerned,0.48486284622250253,4615,16512,0.4847029035241607,0.4850227889208444
2010,Urban regions,West,Not concerned at all,0.13337956171021706,1137,16512,0.13327075576280756,0.13348836765762656
2010,Urban regions,East,Very concerned,0.33382483123374546,487,16512,0.3333644937619502,0.3342851687055407
2010,Urban regions,East,Somewhat concerned,0.4766187420288336,676,16512,0.47613119397158526,0.4771062900860819
2010,Urban regions,East,Not concerned at all,0.18955642673742096,230,16512,0.18917381927449714,0.18993903420034478
2010,Rural regions,West,Very concerned,0.4117058096815306,1218,16512,0.4114295162171028,0.4119821031459584
2010,Rural regions,West,Somewhat concerned,0.48869151183746523,1486,16512,0.4884108788409012,0.4889721448340293
2010,Rural regions,West,Not concerned at all,0.09960267848100421,302,16512,0.09943455342559955,0.09977080353640887
2010,Rural regions,East,Very concerned,0.3657676877757281,994,16512,0.36542072531745134,0.36611465023400486
2010,Rural regions,East,Somewhat concerned,0.466124258869122,1279,16512,0.4657649014775706,0.4664836162606734
2010,Rural regions,East,Not concerned at all,0.16810805335515,441,16512,0.1678386621859408,0.1683774445243592
2011,Urban regions,West,Very concerned,0.29877660949100293,3503,20393,0.2986280663274588,0.29892515265454705
2011,Urban regions,West,Somewhat concerned,0.5287682111475613,6047,20393,0.5286062163253998,0.5289302059697228
2011,Urban regions,West,Not concerned at all,0.17245517936143578,1980,20393,0.17233258088927966,0.1725777778335919
2011,Urban regions,East,Very concerned,0.34758392034185603,542,20393,0.34710762115718025,0.3480602195265318
2011,Urban regions,East,Somewhat concerned,0.4661845825781456,804,20393,0.4656856266567304,0.4666835384995608
2011,Urban regions,East,Not concerned at all,0.18623149707999845,302,20393,0.1858421251168706,0.1866208690431263
2011,Rural regions,West,Very concerned,0.32092695229142326,1297,20393,0.32066541431917694,0.3211884902636696
2011,Rural regions,West,Somewhat concerned,0.5323743165312493,2152,20393,0.5320947847865255,0.5326538482759732
2011,Rural regions,West,Not concerned at all,0.1466987311773274,589,20393,0.14650051559898805,0.14689694675566675
2011,Rural regions,East,Very concerned,0.3193780778612297,952,20393,0.31903543903950193,0.31972071668295743
2011,Rural regions,East,Somewhat concerned,0.48813639991268326,1606,20393,0.4877690509902064,0.4885037488351601
2011,Rural regions,East,Not concerned at all,0.192485522226087,619,20393,0.1921957843691555,0.1927752600830185
2012,Urban regions,West,Very concerned,0.3695586563409148,4237,20306,0.36940296698589103,0.36971434569593853
2012,Urban regions,West,Somewhat concerned,0.49472436226433675,5568,20306,0.4945630970437706,0.4948856274849029
