year,pgisced97,quintil_oecd,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,1st Quintile,Very concerned,0.30472,31,81,0.20385,0.40558
2009,No answer / don't know,1st Quintile,Somewhat concerned,0.49257,50,81,0.38302,0.60213
2009,No answer / don't know,4th Quintile,Somewhat concerned,0.56823,35,35,0.40174,0.73473
2009,Pre-primary Level,4th Quintile,Somewhat concerned,0.60130,41,41,0.44957,0.75304
2009,Pre-primary Level,5th Quintile,Somewhat concerned,0.68513,40,40,0.53935,0.83090
2009,Primary Level,1st Quintile,Very concerned,0.36542,34,76,0.25644,0.47441
2009,Primary Level,1st Quintile,Somewhat concerned,0.47060,42,76,0.35763,0.58356
2009,Lower Secondary Level,1st Quintile,Very concerned,0.43098,239,577,0.39054,0.47143
2009,Lower Secondary Level,1st Quintile,Somewhat concerned,0.40652,244,577,0.36641,0.44664
2009,Lower Secondary Level,1st Quintile,Not concerned at all,0.16249,94,577,0.13237,0.19262
2009,Lower Secondary Level,2nd Quintile,Very concerned,0.47444,200,449,0.42820,0.52068
2009,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.37142,177,449,0.32668,0.41617
2009,Lower Secondary Level,2nd Quintile,Not concerned at all,0.15413,72,449,0.12070,0.18757
2009,Lower Secondary Level,3rd Quintile,Very concerned,0.43993,149,353,0.38807,0.49178
2009,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.41679,158,353,0.36528,0.46829
2009,Lower Secondary Level,3rd Quintile,Not concerned at all,0.14328,46,353,0.10668,0.17989
2009,Lower Secondary Level,4th Quintile,Very concerned,0.53475,111,218,0.46838,0.60111
2009,Lower Secondary Level,4th Quintile,Somewhat concerned,0.38259,107,218,0.31792,0.44725
2009,Lower Secondary Level,5th Quintile,Very concerned,0.50643,59,104,0.40987,0.60298
2009,Lower Secondary Level,5th Quintile,Somewhat concerned,0.40450,45,104,0.30972,0.49928
2009,Upper Secondary Level,1st Quintile,Very concerned,0.43278,685,1549,0.40810,0.45746
