"plh0034","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","2009","16-34 J.","kein Migrationshintergrund","1078","0.365084620575017","0.348223287515178","0.381945953634857"
"Große Sorgen","2009","16-34 J.","direkter Migrationshintergrund","100","0.387039370063734","0.331268407080642","0.442810333046826"
"Große Sorgen","2009","16-34 J.","indirekter Migrationshintergrund","173","0.353876163571521","0.312253712823508","0.395498614319533"
"Große Sorgen","2009","35-65 J.","kein Migrationshintergrund","4517","0.525823740816115","0.515288175234064","0.536359306398166"
"Große Sorgen","2009","35-65 J.","direkter Migrationshintergrund","472","0.461640595561196","0.430925916402838","0.492355274719555"
"Große Sorgen","2009","35-65 J.","indirekter Migrationshintergrund","86","0.4825437067286","0.411491682516264","0.553595730940937"
"Große Sorgen","2009","66 und älter","kein Migrationshintergrund","2127","0.55655085893276","0.540680102693068","0.572421615172453"
"Große Sorgen","2009","66 und älter","direkter Migrationshintergrund","163","0.525591426780034","0.471386383983747","0.579796469576321"
"Große Sorgen","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2009","16-34 J.","kein Migrationshintergrund","1553","0.475181933447266","0.457692668259968","0.492671198634565"
"Einige Sorgen","2009","16-34 J.","direkter Migrationshintergrund","150","0.489761634058558","0.432522478638524","0.547000789478592"
"Einige Sorgen","2009","16-34 J.","indirekter Migrationshintergrund","260","0.511921310450299","0.468411154613433","0.555431466287165"
"Einige Sorgen","2009","35-65 J.","kein Migrationshintergrund","3526","0.404572562721216","0.394216838145235","0.414928287297198"
"Einige Sorgen","2009","35-65 J.","direkter Migrationshintergrund","452","0.454262367033024","0.423586053635379","0.48493868043067"
"Einige Sorgen","2009","35-65 J.","indirekter Migrationshintergrund","88","0.419061288923833","0.34890360860303","0.489218969244637"
"Einige Sorgen","2009","66 und älter","kein Migrationshintergrund","1279","0.338376291850498","0.323260574007906","0.35349200969309"
"Einige Sorgen","2009","66 und älter","direkter Migrationshintergrund","117","0.340662821596057","0.289216367918843","0.392109275273271"
"Einige Sorgen","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2009","16-34 J.","kein Migrationshintergrund","501","0.159733445977717","0.146902942952536","0.172563949002897"
"Keine Sorgen","2009","16-34 J.","direkter Migrationshintergrund","43","0.123198995877708","0.0855660354170887","0.160831956338327"
"Keine Sorgen","2009","16-34 J.","indirekter Migrationshintergrund","74","0.134202525978181","0.104531496591899","0.163873555364462"
"Keine Sorgen","2009","35-65 J.","kein Migrationshintergrund","586","0.0696036964626685","0.0642343924222772","0.0749730005030598"
"Keine Sorgen","2009","35-65 J.","direkter Migrationshintergrund","88","0.0840970374057795","0.0669979506824744","0.101196124129085"
"Keine Sorgen","2009","35-65 J.","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2009","66 und älter","kein Migrationshintergrund","358","0.105072849216742","0.0952765423638233","0.11486915606966"
"Keine Sorgen","2009","66 und älter","direkter Migrationshintergrund","46","0.133745751623909","0.096796812146533","0.170694691101285"
"Keine Sorgen","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Große Sorgen","2010","16-34 J.","kein Migrationshintergrund","660","0.233450407609915","0.217954933676063","0.248945881543767"
"Große Sorgen","2010","16-34 J.","direkter Migrationshintergrund","63","0.247140205849019","0.192107502895428","0.302172908802609"
"Große Sorgen","2010","16-34 J.","indirekter Migrationshintergrund","112","0.266092425237456","0.224801112164798","0.307383738310114"
"Große Sorgen","2010","35-65 J.","kein Migrationshintergrund","3273","0.41392953994104","0.40308355996286","0.424775519919219"
"Große Sorgen","2010","35-65 J.","direkter Migrationshintergrund","317","0.328856435023562","0.298248453614337","0.359464416432787"
"Große Sorgen","2010","35-65 J.","indirekter Migrationshintergrund","74","0.356657131944862","0.290762995033827","0.422551268855896"
"Große Sorgen","2010","66 und älter","kein Migrationshintergrund","1732","0.47522227429504","0.458985800338448","0.491458748251632"
"Große Sorgen","2010","66 und älter","direkter Migrationshintergrund","112","0.391080207372808","0.336133744473","0.446026670272617"
"Große Sorgen","2010","66 und älter","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2010","16-34 J.","kein Migrationshintergrund","1596","0.55231843566609","0.534103955044864","0.570532916287315"
"Einige Sorgen","2010","16-34 J.","direkter Migrationshintergrund","136","0.611773311291049","0.549596270765865","0.673950351816234"
