year,migback,sampreg,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Very concerned,0.50883,5630,11115,0.49953,0.51812
2009,No migration background,West,Somewhat concerned,0.40319,4569,11115,0.39407,0.41231
2009,No migration background,West,Not concerned at all,0.08798,916,11115,0.08271,0.09325
2009,No migration background,East,Very concerned,0.46584,2091,4410,0.45112,0.48057
2009,No migration background,East,Somewhat concerned,0.39871,1788,4410,0.38426,0.41316
2009,No migration background,East,Not concerned at all,0.13545,531,4410,0.12534,0.14555
2009,Direct migration background,West,Very concerned,0.45619,698,1557,0.43144,0.48094
2009,Direct migration background,West,Somewhat concerned,0.44415,695,1557,0.41947,0.46884
2009,Direct migration background,West,Not concerned at all,0.09965,164,1557,0.08477,0.11454
2009,Direct migration background,East,Very concerned,0.52976,37,37,0.36671,0.69280
2009,Indirect migration background,West,Very concerned,0.39577,256,663,0.35852,0.43303
2009,Indirect migration background,West,Somewhat concerned,0.49287,329,663,0.45479,0.53096
2009,Indirect migration background,West,Not concerned at all,0.11135,78,663,0.08739,0.13532
2010,No migration background,West,Very concerned,0.40497,4208,10409,0.39554,0.41440
2010,No migration background,West,Somewhat concerned,0.47891,5101,10409,0.46931,0.48850
2010,No migration background,West,Not concerned at all,0.11612,1100,10409,0.10997,0.12228
2010,No migration background,East,Very concerned,0.35914,1455,4009,0.34429,0.37399
2010,No migration background,East,Somewhat concerned,0.46924,1909,4009,0.45379,0.48469
2010,No migration background,East,Not concerned at all,0.17162,645,4009,0.15995,0.18329
2010,Direct migration background,West,Very concerned,0.33163,475,1383,0.30681,0.35645
2010,Direct migration background,West,Somewhat concerned,0.52321,690,1383,0.49688,0.54954
2010,Direct migration background,West,Not concerned at all,0.14516,218,1383,0.12659,0.16374
2010,Indirect migration background,West,Very concerned,0.29977,182,613,0.26347,0.33607
2010,Indirect migration background,West,Somewhat concerned,0.48946,310,613,0.44985,0.52906
2010,Indirect migration background,West,Not concerned at all,0.21077,121,613,0.17846,0.24309
2011,No migration background,West,Very concerned,0.32133,4184,12958,0.31329,0.32937
2011,No migration background,West,Somewhat concerned,0.52365,6773,12958,0.51505,0.53225
2011,No migration background,West,Not concerned at all,0.15503,2001,12958,0.14879,0.16126
2011,No migration background,East,Very concerned,0.33156,1457,4693,0.31809,0.34503
