year,regtyp,sex,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,male,Very concerned,0.49380,2777,5520,0.48061,0.50699
2009,Urban regions,male,Somewhat concerned,0.40773,2242,5520,0.39477,0.42070
2009,Urban regions,male,Not concerned at all,0.09846,501,5520,0.09060,0.10632
2009,Urban regions,female,Very concerned,0.47893,2873,6084,0.46638,0.49149
2009,Urban regions,female,Somewhat concerned,0.42778,2651,6084,0.41534,0.44021
2009,Urban regions,female,Not concerned at all,0.09329,560,6084,0.08598,0.10060
2009,Rural regions,male,Very concerned,0.50851,1541,3026,0.49069,0.52633
2009,Rural regions,male,Somewhat concerned,0.38820,1171,3026,0.37083,0.40556
2009,Rural regions,male,Not concerned at all,0.10329,314,3026,0.09245,0.11414
2009,Rural regions,female,Very concerned,0.48036,1527,3229,0.46313,0.49760
2009,Rural regions,female,Somewhat concerned,0.40779,1364,3229,0.39083,0.42474
2009,Rural regions,female,Not concerned at all,0.11185,338,3229,0.10098,0.12272
2010,Urban regions,male,Very concerned,0.38921,2074,5143,0.37588,0.40254
2010,Urban regions,male,Somewhat concerned,0.46535,2441,5143,0.45171,0.47898
2010,Urban regions,male,Not concerned at all,0.14544,628,5143,0.13581,0.15508
2010,Urban regions,female,Very concerned,0.36627,2070,5678,0.35373,0.37880
2010,Urban regions,female,Somewhat concerned,0.50230,2864,5678,0.48929,0.51531
2010,Urban regions,female,Not concerned at all,0.13143,744,5678,0.12264,0.14022
2010,Rural regions,male,Very concerned,0.41523,1120,2749,0.39681,0.43365
2010,Rural regions,male,Somewhat concerned,0.46173,1281,2749,0.44309,0.48037
2010,Rural regions,male,Not concerned at all,0.12304,348,2749,0.11076,0.13532
2010,Rural regions,female,Very concerned,0.37308,1082,2942,0.35561,0.39056
2010,Rural regions,female,Somewhat concerned,0.49865,1470,2942,0.48057,0.51672
2010,Rural regions,female,Not concerned at all,0.12827,390,2942,0.11619,0.14036
2011,Urban regions,male,Very concerned,0.32373,2057,6198,0.31208,0.33538
2011,Urban regions,male,Somewhat concerned,0.51224,3156,6198,0.49980,0.52469
2011,Urban regions,male,Not concerned at all,0.16403,985,6198,0.15481,0.17325
2011,Urban regions,female,Very concerned,0.28468,1999,7012,0.27412,0.29524
