year,age_gr,sampreg,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,West,Very concerned,0.34489,697,2102,0.32457,0.36522
2009,17-29 y.,West,Somewhat concerned,0.49946,1063,2102,0.47808,0.52084
2009,17-29 y.,West,Not concerned at all,0.15565,342,2102,0.14015,0.17115
2009,17-29 y.,East,Very concerned,0.29110,192,720,0.25789,0.32430
2009,17-29 y.,East,Somewhat concerned,0.49967,377,720,0.46312,0.53621
2009,17-29 y.,East,Not concerned at all,0.20924,151,720,0.17951,0.23897
2009,30-45 y.,West,Very concerned,0.45810,1650,3583,0.44178,0.47441
2009,30-45 y.,West,Somewhat concerned,0.46475,1667,3583,0.44842,0.48109
2009,30-45 y.,West,Not concerned at all,0.07715,266,3583,0.06841,0.08589
2009,30-45 y.,East,Very concerned,0.41534,443,1062,0.38569,0.44499
2009,30-45 y.,East,Somewhat concerned,0.44842,498,1062,0.41850,0.47835
2009,30-45 y.,East,Not concerned at all,0.13623,121,1062,0.11559,0.15688
2009,46-65 y.,West,Very concerned,0.56540,2594,4665,0.55117,0.57962
2009,46-65 y.,West,Somewhat concerned,0.37334,1796,4665,0.35946,0.38722
2009,46-65 y.,West,Not concerned at all,0.06126,275,4665,0.05438,0.06815
2009,46-65 y.,East,Very concerned,0.50590,850,1631,0.48163,0.53017
2009,46-65 y.,East,Somewhat concerned,0.38926,628,1631,0.36559,0.41293
2009,46-65 y.,East,Not concerned at all,0.10484,153,1631,0.08996,0.11971
2009,66 and older,West,Very concerned,0.54816,1643,2985,0.53031,0.56602
2009,66 and older,West,Somewhat concerned,0.34958,1067,2985,0.33247,0.36669
2009,66 and older,West,Not concerned at all,0.10226,275,2985,0.09138,0.11313
2009,66 and older,East,Very concerned,0.57400,649,1111,0.54491,0.60309
2009,66 and older,East,Somewhat concerned,0.29746,332,1111,0.27057,0.32435
2009,66 and older,East,Not concerned at all,0.12854,130,1111,0.10885,0.14823
2010,17-29 y.,West,Very concerned,0.23157,432,1891,0.21255,0.25059
2010,17-29 y.,West,Somewhat concerned,0.54766,1052,1891,0.52522,0.57010
2010,17-29 y.,West,Not concerned at all,0.22077,407,1891,0.20207,0.23947
2010,17-29 y.,East,Very concerned,0.19413,118,607,0.16264,0.22562
2010,17-29 y.,East,Somewhat concerned,0.55211,319,607,0.51251,0.59170
2010,17-29 y.,East,Not concerned at all,0.25376,170,607,0.21912,0.28841
2010,30-45 y.,West,Very concerned,0.33546,1059,3149,0.31896,0.35195
2010,30-45 y.,West,Somewhat concerned,0.53565,1704,3149,0.51823,0.55307
2010,30-45 y.,West,Not concerned at all,0.12889,386,3149,0.11719,0.14060
2010,30-45 y.,East,Very concerned,0.27493,277,937,0.24633,0.30354
2010,30-45 y.,East,Somewhat concerned,0.52185,516,937,0.48985,0.55386
2010,30-45 y.,East,Not concerned at all,0.20321,144,937,0.17743,0.22899
2010,46-65 y.,West,Very concerned,0.43225,1984,4472,0.41773,0.44677
2010,46-65 y.,West,Somewhat concerned,0.47582,2113,4472,0.46118,0.49046
2010,46-65 y.,West,Not concerned at all,0.09194,375,4472,0.08347,0.10040
2010,46-65 y.,East,Very concerned,0.41617,629,1513,0.39132,0.44102
2010,46-65 y.,East,Somewhat concerned,0.45154,689,1513,0.42646,0.47663
2010,46-65 y.,East,Not concerned at all,0.13229,195,1513,0.11521,0.14937
2010,66 and older,West,Very concerned,0.47721,1390,2893,0.45900,0.49541
2010,66 and older,West,Somewhat concerned,0.41657,1232,2893,0.39860,0.43454
2010,66 and older,West,Not concerned at all,0.10622,271,2893,0.09499,0.11745
2010,66 and older,East,Very concerned,0.42503,457,1050,0.39511,0.45494
2010,66 and older,East,Somewhat concerned,0.40820,431,1050,0.37846,0.43795
2010,66 and older,East,Not concerned at all,0.16677,162,1050,0.14421,0.18932
2011,17-29 y.,West,Very concerned,0.17956,417,2292,0.16384,0.19528
2011,17-29 y.,West,Somewhat concerned,0.54690,1209,2292,0.52652,0.56729
2011,17-29 y.,West,Not concerned at all,0.27354,666,2292,0.25529,0.29179
2011,17-29 y.,East,Very concerned,0.22238,115,658,0.19059,0.25418
2011,17-29 y.,East,Somewhat concerned,0.49316,342,658,0.45493,0.53139
2011,17-29 y.,East,Not concerned at all,0.28446,201,658,0.24996,0.31896
2011,30-45 y.,West,Very concerned,0.25698,946,3722,0.24294,0.27102
2011,30-45 y.,West,Somewhat concerned,0.58106,2158,3722,0.56521,0.59691
2011,30-45 y.,West,Not concerned at all,0.16196,618,3722,0.15013,0.17380
2011,30-45 y.,East,Very concerned,0.26793,266,1070,0.24138,0.29447
2011,30-45 y.,East,Somewhat concerned,0.52650,592,1070,0.49656,0.55643
2011,30-45 y.,East,Not concerned at all,0.20558,212,1070,0.18135,0.22981
2011,46-65 y.,West,Very concerned,0.35254,2074,5827,0.34028,0.36481
2011,46-65 y.,West,Somewhat concerned,0.51966,3014,5827,0.50683,0.53249
2011,46-65 y.,West,Not concerned at all,0.12780,739,5827,0.11923,0.13637
2011,46-65 y.,East,Very concerned,0.37383,648,1859,0.35183,0.39583
2011,46-65 y.,East,Somewhat concerned,0.47520,932,1859,0.45250,0.49791
2011,46-65 y.,East,Not concerned at all,0.15097,279,1859,0.13469,0.16725
2011,66 and older,West,Very concerned,0.35798,1363,3727,0.34259,0.37338
2011,66 and older,West,Somewhat concerned,0.48726,1818,3727,0.47121,0.50331
2011,66 and older,West,Not concerned at all,0.15476,546,3727,0.14314,0.16637
2011,66 and older,East,Very concerned,0.37443,465,1238,0.34746,0.40141
2011,66 and older,East,Somewhat concerned,0.44639,544,1238,0.41869,0.47410
2011,66 and older,East,Not concerned at all,0.17917,229,1238,0.15780,0.20054
2012,17-29 y.,West,Very concerned,0.23234,531,2239,0.21484,0.24984
2012,17-29 y.,West,Somewhat concerned,0.55120,1182,2239,0.53060,0.57181
