year,quintil_oecd,sex,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,male,Very concerned,0.42215,508,1186,0.39403,0.45028
2009,1st Quintile,male,Somewhat concerned,0.41950,496,1186,0.39141,0.44760
2009,1st Quintile,male,Not concerned at all,0.15834,182,1186,0.13755,0.17913
2009,1st Quintile,female,Very concerned,0.42650,686,1644,0.40259,0.45041
2009,1st Quintile,female,Somewhat concerned,0.42467,707,1644,0.40077,0.44857
2009,1st Quintile,female,Not concerned at all,0.14883,251,1644,0.13162,0.16604
2009,2nd Quintile,male,Very concerned,0.47360,666,1401,0.44744,0.49975
2009,2nd Quintile,male,Somewhat concerned,0.41029,573,1401,0.38453,0.43606
2009,2nd Quintile,male,Not concerned at all,0.11611,162,1401,0.09933,0.13289
2009,2nd Quintile,female,Very concerned,0.47167,788,1721,0.44808,0.49526
2009,2nd Quintile,female,Somewhat concerned,0.41136,732,1721,0.38810,0.43462
2009,2nd Quintile,female,Not concerned at all,0.11697,201,1721,0.10178,0.13216
2009,3rd Quintile,male,Very concerned,0.49490,822,1648,0.47075,0.51904
2009,3rd Quintile,male,Somewhat concerned,0.40523,659,1648,0.38152,0.42895
2009,3rd Quintile,male,Not concerned at all,0.09987,167,1648,0.08539,0.11435
2009,3rd Quintile,female,Very concerned,0.47114,789,1728,0.44760,0.49468
2009,3rd Quintile,female,Somewhat concerned,0.43417,779,1728,0.41080,0.45755
2009,3rd Quintile,female,Not concerned at all,0.09469,160,1728,0.08088,0.10850
2009,4th Quintile,male,Very concerned,0.51641,967,1858,0.49368,0.53914
2009,4th Quintile,male,Somewhat concerned,0.40484,750,1858,0.38251,0.42716
2009,4th Quintile,male,Not concerned at all,0.07875,141,1858,0.06650,0.09101
2009,4th Quintile,female,Very concerned,0.52149,956,1887,0.49894,0.54403
2009,4th Quintile,female,Somewhat concerned,0.40476,788,1887,0.38261,0.42691
2009,4th Quintile,female,Not concerned at all,0.07375,143,1887,0.06196,0.08555
2009,5th Quintile,male,Very concerned,0.55773,1354,2451,0.53807,0.57740
2009,5th Quintile,male,Somewhat concerned,0.37549,934,2451,0.35632,0.39467
2009,5th Quintile,male,Not concerned at all,0.06678,163,2451,0.05689,0.07666
2009,5th Quintile,female,Very concerned,0.51037,1178,2330,0.49007,0.53068
2009,5th Quintile,female,Somewhat concerned,0.43378,1009,2330,0.41365,0.45391
2009,5th Quintile,female,Not concerned at all,0.05585,143,2330,0.04652,0.06517
2010,1st Quintile,male,Very concerned,0.32443,348,1056,0.29618,0.35268
2010,1st Quintile,male,Somewhat concerned,0.45415,492,1056,0.42411,0.48420
2010,1st Quintile,male,Not concerned at all,0.22142,216,1056,0.19637,0.24648
2010,1st Quintile,female,Very concerned,0.36335,489,1478,0.33882,0.38788
2010,1st Quintile,female,Somewhat concerned,0.45450,697,1478,0.42911,0.47990
2010,1st Quintile,female,Not concerned at all,0.18215,292,1478,0.16247,0.20184
2010,2nd Quintile,male,Very concerned,0.39181,537,1348,0.36574,0.41788
2010,2nd Quintile,male,Somewhat concerned,0.45992,618,1348,0.43330,0.48654
2010,2nd Quintile,male,Not concerned at all,0.14827,193,1348,0.12929,0.16725
2010,2nd Quintile,female,Very concerned,0.35996,584,1634,0.33668,0.38324
2010,2nd Quintile,female,Somewhat concerned,0.48642,811,1634,0.46217,0.51066
2010,2nd Quintile,female,Not concerned at all,0.15363,239,1634,0.13614,0.17112
2010,3rd Quintile,male,Very concerned,0.40034,604,1541,0.37586,0.42481
2010,3rd Quintile,male,Somewhat concerned,0.46009,721,1541,0.43519,0.48498
2010,3rd Quintile,male,Not concerned at all,0.13958,216,1541,0.12227,0.15689
2010,3rd Quintile,female,Very concerned,0.37742,592,1645,0.35399,0.40086
2010,3rd Quintile,female,Somewhat concerned,0.51034,856,1645,0.48618,0.53451
2010,3rd Quintile,female,Not concerned at all,0.11223,197,1645,0.09697,0.12749
2010,4th Quintile,male,Very concerned,0.42525,733,1733,0.40197,0.44853
2010,4th Quintile,male,Somewhat concerned,0.46849,826,1733,0.44499,0.49199
2010,4th Quintile,male,Not concerned at all,0.10626,174,1733,0.09175,0.12077
2010,4th Quintile,female,Very concerned,0.35884,653,1724,0.33619,0.38148
2010,4th Quintile,female,Somewhat concerned,0.53269,879,1724,0.50913,0.55625
2010,4th Quintile,female,Not concerned at all,0.10848,192,1724,0.09379,0.12316
2010,5th Quintile,male,Very concerned,0.42021,972,2214,0.39964,0.44077
2010,5th Quintile,male,Somewhat concerned,0.47302,1065,2214,0.45222,0.49383
2010,5th Quintile,male,Not concerned at all,0.10677,177,2214,0.09390,0.11964
2010,5th Quintile,female,Very concerned,0.38163,833,2137,0.36103,0.40223
2010,5th Quintile,female,Somewhat concerned,0.52013,1091,2137,0.49894,0.54132
2010,5th Quintile,female,Not concerned at all,0.09824,213,2137,0.08562,0.11086
2011,1st Quintile,male,Very concerned,0.27422,278,1027,0.24692,0.30152
2011,1st Quintile,male,Somewhat concerned,0.50796,520,1027,0.47737,0.53855
2011,1st Quintile,male,Not concerned at all,0.21783,229,1027,0.19257,0.24308
2011,1st Quintile,female,Very concerned,0.28660,373,1415,0.26303,0.31017
2011,1st Quintile,female,Somewhat concerned,0.49695,738,1415,0.47089,0.52301
2011,1st Quintile,female,Not concerned at all,0.21645,304,1415,0.19498,0.23791
2011,2nd Quintile,male,Very concerned,0.30646,368,1210,0.28048,0.33245
2011,2nd Quintile,male,Somewhat concerned,0.50780,618,1210,0.47962,0.53598
2011,2nd Quintile,male,Not concerned at all,0.18574,224,1210,0.16382,0.20766
2011,2nd Quintile,female,Very concerned,0.28597,389,1480,0.26294,0.30900
2011,2nd Quintile,female,Somewhat concerned,0.53940,800,1480,0.51400,0.56480
2011,2nd Quintile,female,Not concerned at all,0.17463,291,1480,0.15528,0.19397
2011,3rd Quintile,male,Very concerned,0.32479,478,1459,0.30075,0.34883
2011,3rd Quintile,male,Somewhat concerned,0.53875,765,1459,0.51316,0.56434
