year,sampreg,sex,plh0034,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,male,Very concerned,0.50624,3266,6365,0.49396,0.51853
2009,West,male,Somewhat concerned,0.40202,2549,6365,0.38997,0.41407
2009,West,male,Not concerned at all,0.09174,550,6365,0.08465,0.09883
2009,West,female,Very concerned,0.48343,3318,6970,0.47170,0.49517
2009,West,female,Somewhat concerned,0.42618,3044,6970,0.41457,0.43779
2009,West,female,Not concerned at all,0.09039,608,6970,0.08365,0.09712
2009,East,male,Very concerned,0.46592,1052,2181,0.44498,0.48686
2009,East,male,Somewhat concerned,0.39888,864,2181,0.37833,0.41944
2009,East,male,Not concerned at all,0.13519,265,2181,0.12084,0.14955
2009,East,female,Very concerned,0.46184,1082,2343,0.44165,0.48203
2009,East,female,Somewhat concerned,0.40010,971,2343,0.38026,0.41994
2009,East,female,Not concerned at all,0.13806,290,2343,0.12409,0.15204
2010,West,male,Very concerned,0.40396,2439,5915,0.39146,0.41647
2010,West,male,Somewhat concerned,0.46792,2813,5915,0.45520,0.48064
2010,West,male,Not concerned at all,0.12811,663,5915,0.11959,0.13663
2010,West,female,Very concerned,0.37514,2426,6490,0.36336,0.38692
2010,West,female,Somewhat concerned,0.50324,3288,6490,0.49107,0.51540
2010,West,female,Not concerned at all,0.12163,776,6490,0.11367,0.12958
2010,East,male,Very concerned,0.37069,755,1977,0.34939,0.39198
2010,East,male,Somewhat concerned,0.44853,909,1977,0.42660,0.47046
2010,East,male,Not concerned at all,0.18078,313,1977,0.16382,0.19775
2010,East,female,Very concerned,0.33825,726,2130,0.31815,0.35835
2010,East,female,Somewhat concerned,0.49170,1046,2130,0.47047,0.51294
2010,East,female,Not concerned at all,0.17005,358,2130,0.15409,0.18601
2011,West,male,Very concerned,0.32425,2450,7349,0.31354,0.33495
2011,West,male,Somewhat concerned,0.51979,3786,7349,0.50836,0.53121
2011,West,male,Not concerned at all,0.15597,1113,7349,0.14767,0.16426
2011,West,female,Very concerned,0.28533,2350,8219,0.27556,0.29509
2011,West,female,Somewhat concerned,0.53907,4413,8219,0.52829,0.54985
2011,West,female,Not concerned at all,0.17560,1456,8219,0.16738,0.18383
2011,East,male,Very concerned,0.34919,753,2294,0.32968,0.36871
2011,East,male,Somewhat concerned,0.45977,1113,2294,0.43937,0.48016
2011,East,male,Not concerned at all,0.19104,428,2294,0.17495,0.20713
2011,East,female,Very concerned,0.30951,741,2531,0.29149,0.32752
2011,East,female,Somewhat concerned,0.50121,1297,2531,0.48173,0.52069
2011,East,female,Not concerned at all,0.18928,493,2531,0.17402,0.20455
2012,West,male,Very concerned,0.40311,2974,7300,0.39185,0.41436
2012,West,male,Somewhat concerned,0.46945,3440,7300,0.45800,0.48090
2012,West,male,Not concerned at all,0.12744,886,7300,0.11979,0.13509
2012,West,female,Very concerned,0.34642,2909,8184,0.33611,0.35673
2012,West,female,Somewhat concerned,0.51494,4122,8184,0.50411,0.52576
2012,West,female,Not concerned at all,0.13864,1153,8184,0.13116,0.14613
2012,East,male,Very concerned,0.41269,968,2285,0.39250,0.43288
2012,East,male,Somewhat concerned,0.41353,933,2285,0.39333,0.43372
2012,East,male,Not concerned at all,0.17378,384,2285,0.15824,0.18932
2012,East,female,Very concerned,0.36422,923,2537,0.34549,0.38295
2012,East,female,Somewhat concerned,0.45505,1179,2537,0.43566,0.47443
2012,East,female,Not concerned at all,0.18073,435,2537,0.16575,0.19571
2013,West,male,Very concerned,0.32653,2161,6687,0.31529,0.33777
2013,West,male,Somewhat concerned,0.50944,3490,6687,0.49746,0.52143
2013,West,male,Not concerned at all,0.16402,1036,6687,0.15515,0.17290
2013,West,female,Very concerned,0.29879,2241,7600,0.28850,0.30908
2013,West,female,Somewhat concerned,0.53090,4065,7600,0.51968,0.54212
2013,West,female,Not concerned at all,0.17031,1294,7600,0.16186,0.17876
2013,East,male,Very concerned,0.34384,737,2096,0.32350,0.36418
2013,East,male,Somewhat concerned,0.46961,957,2096,0.44824,0.49098
2013,East,male,Not concerned at all,0.18655,402,2096,0.16987,0.20323
2013,East,female,Very concerned,0.30850,698,2336,0.28977,0.32724
2013,East,female,Somewhat concerned,0.49841,1171,2336,0.47813,0.51870
2013,East,female,Not concerned at all,0.19308,467,2336,0.17707,0.20909
2014,West,male,Very concerned,0.22828,2192,9789,0.21997,0.23660
2014,West,male,Somewhat concerned,0.53119,5183,9789,0.52131,0.54108
2014,West,male,Not concerned at all,0.24052,2414,9789,0.23206,0.24899
2014,West,female,Very concerned,0.20960,2298,11382,0.20212,0.21708
2014,West,female,Somewhat concerned,0.55413,6233,11382,0.54500,0.56326
2014,West,female,Not concerned at all,0.23627,2851,11382,0.22847,0.24407
2014,East,male,Very concerned,0.23928,625,2532,0.22266,0.25591
2014,East,male,Somewhat concerned,0.50877,1263,2532,0.48929,0.52825
2014,East,male,Not concerned at all,0.25195,644,2532,0.23503,0.26886
2014,East,female,Very concerned,0.22484,617,2991,0.20988,0.23981
2014,East,female,Somewhat concerned,0.52750,1580,2991,0.50960,0.54539
2014,East,female,Not concerned at all,0.24766,794,2991,0.23219,0.26313
2019,West,male,Very concerned,0.20507,1991,9471,0.19694,0.21320
2019,West,male,Somewhat concerned,0.53980,5125,9471,0.52976,0.54984
2019,West,male,Not concerned at all,0.25513,2355,9471,0.24635,0.26391
2019,West,female,Very concerned,0.18284,1778,10245,0.17535,0.19032
2019,West,female,Somewhat concerned,0.55861,5710,10245,0.54899,0.56822
2019,West,female,Not concerned at all,0.25855,2757,10245,0.25008,0.26703
2019,East,male,Very concerned,0.24575,673,2617,0.22925,0.26224
2019,East,male,Somewhat concerned,0.50280,1302,2617,0.48364,0.52196
2019,East,male,Not concerned at all,0.25146,642,2617,0.23483,0.26808
2019,East,female,Very concerned,0.22997,640,2858,0.21454,0.24541
2019,East,female,Somewhat concerned,0.51925,1483,2858,0.50093,0.53757
2019,East,female,Not concerned at all,0.25078,735,2858,0.23488,0.26667
