year,hhtyp,sampreg,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Single-person household,West,No,0.99146,2253,2253,0.98765,0.99526
2007,Single-person household,East,No,0.98518,724,724,0.97637,0.99399
2007,Couple without children,West,Yes,0.04204,143,2800,0.03461,0.04948
2007,Couple without children,West,No,0.95796,2657,2800,0.95052,0.96539
2007,Couple without children,East,Yes,0.02769,33,960,0.01730,0.03807
2007,Couple without children,East,No,0.97231,927,960,0.96193,0.98270
2007,Single parent,West,No,0.97625,500,500,0.96289,0.98961
2007,Single parent,East,No,0.99163,177,177,0.97817,1.00509
2007,Couple with children,West,Yes,0.07558,238,2680,0.06557,0.08558
2007,Couple with children,West,No,0.92442,2442,2680,0.91442,0.93443
2007,Couple with children,East,Yes,0.06248,42,759,0.04525,0.07971
2007,Couple with children,East,No,0.93752,717,759,0.92029,0.95475
2007,Multi-generational household,West,No,0.94131,66,66,0.88417,0.99845
2007,Other Combinations,West,No,0.88930,64,64,0.81182,0.96678
2008,Single-person household,West,Yes,0.01760,45,2216,0.01212,0.02307
2008,Single-person household,West,No,0.98240,2171,2216,0.97693,0.98788
2008,Single-person household,East,No,0.99047,729,729,0.98342,0.99753
2008,Couple without children,West,Yes,0.05597,164,2725,0.04734,0.06460
2008,Couple without children,West,No,0.94403,2561,2725,0.93540,0.95266
2008,Couple without children,East,Yes,0.02976,40,973,0.01908,0.04045
2008,Couple without children,East,No,0.97024,933,973,0.95955,0.98092
2008,Single parent,West,No,0.98187,486,486,0.97000,0.99375
2008,Single parent,East,No,0.99061,169,169,0.97602,1.00519
2008,Couple with children,West,Yes,0.08492,253,2508,0.07401,0.09583
2008,Couple with children,West,No,0.91508,2255,2508,0.90417,0.92599
2008,Couple with children,East,Yes,0.05879,35,710,0.04147,0.07610
2008,Couple with children,East,No,0.94121,675,710,0.92390,0.95853
2008,Multi-generational household,West,No,0.92897,55,55,0.86045,0.99748
2008,Other Combinations,West,No,0.89633,53,53,0.81348,0.97919
2009,Single-person household,West,Yes,0.01795,49,2114,0.01229,0.02361
2009,Single-person household,West,No,0.98205,2065,2114,0.97639,0.98771
2009,Single-person household,East,No,0.98734,709,709,0.97911,0.99558
2009,Couple without children,West,Yes,0.06926,196,2585,0.05947,0.07905
2009,Couple without children,West,No,0.93074,2389,2585,0.92095,0.94053
2009,Couple without children,East,Yes,0.04019,43,948,0.02768,0.05270
2009,Couple without children,East,No,0.95981,905,948,0.94730,0.97232
2009,Single parent,West,No,0.97549,444,444,0.96109,0.98989
2009,Single parent,East,No,0.97611,168,168,0.95295,0.99927
2009,Couple with children,West,Yes,0.09689,267,2318,0.08484,0.10893
2009,Couple with children,West,No,0.90311,2051,2318,0.89107,0.91516
2009,Couple with children,East,Yes,0.06198,40,675,0.04378,0.08019
2009,Couple with children,East,No,0.93802,635,675,0.91981,0.95622
2009,Multi-generational household,West,No,0.94546,46,46,0.87911,1.01181
2009,Other Combinations,West,No,0.90200,51,51,0.81959,0.98441
2010,Single-person household,West,Yes,0.02446,62,2004,0.01769,0.03122
2010,Single-person household,West,No,0.97554,1942,2004,0.96878,0.98231
2010,Single-person household,East,No,0.98682,667,667,0.97815,0.99548
2010,Couple without children,West,Yes,0.07568,204,2462,0.06523,0.08613
2010,Couple without children,West,No,0.92432,2258,2462,0.91387,0.93477
2010,Couple without children,East,Yes,0.05151,53,896,0.03703,0.06599
2010,Couple without children,East,No,0.94849,843,896,0.93401,0.96297
2010,Single parent,West,Yes,0.02743,43,1432,0.01896,0.03589
2010,Single parent,West,No,0.97257,1389,1432,0.96411,0.98104
2010,Single parent,East,No,0.97136,401,401,0.95502,0.98771
2010,Couple with children,West,Yes,0.11284,570,4567,0.10366,0.12201
2010,Couple with children,West,No,0.88716,3997,4567,0.87799,0.89634
2010,Couple with children,East,Yes,0.07415,61,1133,0.05889,0.08941
2010,Couple with children,East,No,0.92585,1072,1133,0.91059,0.94111
2010,Multi-generational household,West,No,0.95560,73,73,0.90802,1.00318
2010,Other Combinations,West,No,0.96579,50,50,0.91490,1.01669
2011,Single-person household,West,Yes,0.03249,107,2637,0.02573,0.03926
2011,Single-person household,West,No,0.96751,2530,2637,0.96074,0.97427
2011,Single-person household,East,No,0.97614,868,868,0.96598,0.98630
2011,Couple without children,West,Yes,0.08214,301,3274,0.07274,0.09155
2011,Couple without children,West,No,0.91786,2973,3274,0.90845,0.92726
2011,Couple without children,East,Yes,0.05924,74,1089,0.04521,0.07326
2011,Couple without children,East,No,0.94076,1015,1089,0.92674,0.95479
2011,Single parent,West,Yes,0.04305,80,1778,0.03361,0.05249
2011,Single parent,West,No,0.95695,1698,1778,0.94751,0.96639
2011,Single parent,East,No,0.97849,516,516,0.96597,0.99102
2011,Couple with children,West,Yes,0.13238,739,4973,0.12296,0.14180
2011,Couple with children,West,No,0.86762,4234,4973,0.85820,0.87704
2011,Couple with children,East,Yes,0.08416,76,1186,0.06835,0.09997
2011,Couple with children,East,No,0.91584,1110,1186,0.90003,0.93165
2011,Multi-generational household,West,No,0.93386,84,84,0.88040,0.98733
2011,Other Combinations,West,No,0.91312,71,71,0.84714,0.97910
2012,Single-person household,West,Yes,0.02977,100,2741,0.02341,0.03613
2012,Single-person household,West,No,0.97023,2641,2741,0.96387,0.97659
2012,Single-person household,East,No,0.96774,909,909,0.95625,0.97924
2012,Couple without children,West,Yes,0.09100,346,3325,0.08122,0.10078
2012,Couple without children,West,No,0.90900,2979,3325,0.89922,0.91878
2012,Couple without children,East,Yes,0.07148,83,1120,0.05639,0.08657
2012,Couple without children,East,No,0.92852,1037,1120,0.91343,0.94361
2012,Single parent,West,Yes,0.04324,83,1675,0.03350,0.05299
2012,Single parent,West,No,0.95676,1592,1675,0.94701,0.96650
2012,Single parent,East,No,0.95558,487,487,0.93726,0.97389
2012,Couple with children,West,Yes,0.14577,763,4672,0.13565,0.15589
2012,Couple with children,West,No,0.85423,3909,4672,0.84411,0.86435
2012,Couple with children,East,Yes,0.09285,88,1101,0.07570,0.11000
2012,Couple with children,East,No,0.90715,1013,1101,0.89000,0.92430
2012,Multi-generational household,West,No,0.91392,83,83,0.85321,0.97463
2012,Other Combinations,West,No,0.93177,72,72,0.87312,0.99042
2013,Single-person household,West,Yes,0.03696,116,2939,0.03013,0.04378
2013,Single-person household,West,No,0.96304,2823,2939,0.95622,0.96987
2013,Single-person household,East,No,0.96505,877,877,0.95289,0.97721
2013,Couple without children,West,Yes,0.10094,366,3527,0.09100,0.11089
2013,Couple without children,West,No,0.89906,3161,3527,0.88911,0.90900
2013,Couple without children,East,Yes,0.07998,81,1111,0.06402,0.09594
2013,Couple without children,East,No,0.92002,1030,1111,0.90406,0.93598
2013,Single parent,West,Yes,0.04754,82,1766,0.03761,0.05746
2013,Single parent,West,No,0.95246,1684,1766,0.94254,0.96239
2013,Single parent,East,No,0.95422,461,461,0.93511,0.97332
2013,Couple with children,West,Yes,0.15371,765,5542,0.14421,0.16321
2013,Couple with children,West,No,0.84629,4777,5542,0.83679,0.85579
2013,Couple with children,East,Yes,0.08680,85,1097,0.07014,0.10347
2013,Couple with children,East,No,0.91320,1012,1097,0.89653,0.92986
2013,Multi-generational household,West,No,0.96274,108,108,0.92685,0.99863
2013,Other Combinations,West,No,0.93575,301,301,0.90801,0.96350
2013,Other Combinations,East,No,0.98246,33,33,0.93697,1.02794
2014,Single-person household,West,Yes,0.04243,116,2679,0.03479,0.05006
2014,Single-person household,West,No,0.95757,2563,2679,0.94994,0.96521
2014,Single-person household,East,No,0.96577,852,852,0.95356,0.97799
2014,Couple without children,West,Yes,0.11367,371,3279,0.10280,0.12454
2014,Couple without children,West,No,0.88633,2908,3279,0.87546,0.89720
2014,Couple without children,East,Yes,0.08643,77,1082,0.06968,0.10318
2014,Couple without children,East,No,0.91357,1005,1082,0.89682,0.93032
2014,Single parent,West,Yes,0.04532,88,1423,0.03451,0.05613
2014,Single parent,West,No,0.95468,1335,1423,0.94387,0.96549
2014,Single parent,East,No,0.94448,376,376,0.92130,0.96766
2014,Couple with children,West,Yes,0.16449,726,4725,0.15392,0.17506
2014,Couple with children,West,No,0.83551,3999,4725,0.82494,0.84608
2014,Couple with children,East,Yes,0.11429,100,973,0.09429,0.13430
2014,Couple with children,East,No,0.88571,873,973,0.86570,0.90571
2014,Multi-generational household,West,No,0.92133,91,91,0.86571,0.97695
2014,Other Combinations,West,No,0.96391,222,222,0.93932,0.98850
2015,Single-person household,West,Yes,0.04171,126,2746,0.03424,0.04919
2015,Single-person household,West,No,0.95829,2620,2746,0.95081,0.96576
2015,Single-person household,East,Yes,0.04850,38,871,0.03423,0.06278
2015,Single-person household,East,No,0.95150,833,871,0.93722,0.96577
2015,Couple without children,West,Yes,0.10923,361,3306,0.09859,0.11986
2015,Couple without children,West,No,0.89077,2945,3306,0.88014,0.90141
2015,Couple without children,East,Yes,0.09529,85,1064,0.07764,0.11294
2015,Couple without children,East,No,0.90471,979,1064,0.88706,0.92236
2015,Single parent,West,Yes,0.05532,83,1348,0.04311,0.06752
2015,Single parent,West,No,0.94468,1265,1348,0.93248,0.95689
2015,Single parent,East,No,0.95051,351,351,0.92778,0.97323
2015,Couple with children,West,Yes,0.17964,742,4739,0.16871,0.19057
2015,Couple with children,West,No,0.82036,3997,4739,0.80943,0.83129
2015,Couple with children,East,Yes,0.13094,100,918,0.10911,0.15278
2015,Couple with children,East,No,0.86906,818,918,0.84722,0.89089
2015,Multi-generational household,West,No,0.88727,104,104,0.82619,0.94835
2015,Other Combinations,West,No,0.94505,204,204,0.91370,0.97640
2016,Single-person household,West,Yes,0.03276,98,2530,0.02582,0.03970
2016,Single-person household,West,No,0.96724,2432,2530,0.96030,0.97418
2016,Single-person household,East,Yes,0.03797,31,849,0.02511,0.05083
2016,Single-person household,East,No,0.96203,818,849,0.94917,0.97489
2016,Couple without children,West,Yes,0.11712,365,3082,0.10577,0.12848
2016,Couple without children,West,No,0.88288,2717,3082,0.87152,0.89423
2016,Couple without children,East,Yes,0.10408,86,1010,0.08523,0.12292
2016,Couple without children,East,No,0.89592,924,1010,0.87708,0.91477
2016,Single parent,West,Yes,0.06127,70,1188,0.04763,0.07491
2016,Single parent,West,No,0.93873,1118,1188,0.92509,0.95237
2016,Single parent,East,No,0.91368,325,325,0.88310,0.94426
2016,Couple with children,West,Yes,0.16989,656,4168,0.15849,0.18129
2016,Couple with children,West,No,0.83011,3512,4168,0.81871,0.84151
2016,Couple with children,East,Yes,0.13349,89,821,0.11021,0.15677
2016,Couple with children,East,No,0.86651,732,821,0.84323,0.88979
2016,Multi-generational household,West,No,0.83608,74,74,0.75116,0.92101
2016,Other Combinations,West,No,0.97108,161,161,0.94512,0.99705
2017,Single-person household,West,Yes,0.04490,140,2857,0.03731,0.05250
2017,Single-person household,West,No,0.95510,2717,2857,0.94750,0.96269
2017,Single-person household,East,Yes,0.05258,41,969,0.03852,0.06664
2017,Single-person household,East,No,0.94742,928,969,0.93336,0.96148
2017,Couple without children,West,Yes,0.12172,439,3474,0.11085,0.13259
2017,Couple without children,West,No,0.87828,3035,3474,0.86741,0.88915
2017,Couple without children,East,Yes,0.09522,90,1130,0.07810,0.11235
2017,Couple without children,East,No,0.90478,1040,1130,0.88765,0.92190
2017,Single parent,West,Yes,0.06389,84,1196,0.05002,0.07776
2017,Single parent,West,No,0.93611,1112,1196,0.92224,0.94998
2017,Single parent,East,No,0.89855,328,328,0.86582,0.93127
2017,Couple with children,West,Yes,0.17056,739,4406,0.15946,0.18167
2017,Couple with children,West,No,0.82944,3667,4406,0.81833,0.84054
2017,Couple with children,East,Yes,0.12775,107,910,0.10605,0.14945
2017,Couple with children,East,No,0.87225,803,910,0.85055,0.89395
2017,Multi-generational household,West,No,0.87315,81,81,0.80022,0.94608
2017,Other Combinations,West,No,0.90998,201,201,0.87031,0.94965
2017,Other Combinations,East,No,0.95519,33,33,0.88351,1.02687
2018,Single-person household,West,Yes,0.04765,142,2997,0.04003,0.05528
2018,Single-person household,West,No,0.95235,2855,2997,0.94472,0.95997
2018,Single-person household,East,Yes,0.03907,39,1020,0.02717,0.05097
2018,Single-person household,East,No,0.96093,981,1020,0.94903,0.97283
2018,Couple without children,West,Yes,0.12139,428,3408,0.11042,0.13236
2018,Couple without children,West,No,0.87861,2980,3408,0.86764,0.88958
2018,Couple without children,East,Yes,0.09535,92,1129,0.07821,0.11249
2018,Couple without children,East,No,0.90465,1037,1129,0.88751,0.92179
2018,Single parent,West,Yes,0.06366,82,1173,0.04968,0.07763
2018,Single parent,West,No,0.93634,1091,1173,0.92237,0.95032
2018,Single parent,East,No,0.92085,320,320,0.89122,0.95047
2018,Couple with children,West,Yes,0.17494,697,4133,0.16336,0.18653
2018,Couple with children,West,No,0.82506,3436,4133,0.81347,0.83664
2018,Couple with children,East,Yes,0.14693,109,882,0.12355,0.17031
2018,Couple with children,East,No,0.85307,773,882,0.82969,0.87645
2018,Multi-generational household,West,No,0.90579,82,82,0.84218,0.96941
2018,Other Combinations,West,No,0.87172,180,180,0.82273,0.92071
2019,Single-person household,West,Yes,0.05131,122,2430,0.04253,0.06008
2019,Single-person household,West,No,0.94869,2308,2430,0.93992,0.95747
2019,Single-person household,East,Yes,0.04204,36,831,0.02839,0.05569
2019,Single-person household,East,No,0.95796,795,831,0.94431,0.97161
2019,Couple without children,West,Yes,0.12935,392,2878,0.11709,0.14161
2019,Couple without children,West,No,0.87065,2486,2878,0.85839,0.88291
2019,Couple without children,East,Yes,0.09866,77,980,0.07998,0.11734
2019,Couple without children,East,No,0.90134,903,980,0.88266,0.92002
2019,Single parent,West,Yes,0.07706,70,954,0.06013,0.09399
2019,Single parent,West,No,0.92294,884,954,0.90601,0.93987
2019,Single parent,East,No,0.92675,267,267,0.89544,0.95806
2019,Couple with children,West,Yes,0.17952,593,3299,0.16642,0.19261
2019,Couple with children,West,No,0.82048,2706,3299,0.80739,0.83358
2019,Couple with children,East,Yes,0.15692,98,710,0.13014,0.18369
2019,Couple with children,East,No,0.84308,612,710,0.81631,0.86986
2019,Multi-generational household,West,No,0.90635,60,60,0.83201,0.98069
2019,Other Combinations,West,No,0.89647,122,122,0.84219,0.95075
2020,Single-person household,West,Yes,0.05815,204,3552,0.05045,0.06585
2020,Single-person household,West,No,0.94185,3348,3552,0.93415,0.94955
2020,Single-person household,East,Yes,0.03994,50,1036,0.02801,0.05187
2020,Single-person household,East,No,0.96006,986,1036,0.94813,0.97199
2020,Couple without children,West,Yes,0.13471,554,3847,0.12392,0.14550
2020,Couple without children,West,No,0.86529,3293,3847,0.85450,0.87608
2020,Couple without children,East,Yes,0.10544,116,1166,0.08780,0.12307
2020,Couple without children,East,No,0.89456,1050,1166,0.87693,0.91220
2020,Single parent,West,Yes,0.08651,86,1035,0.06938,0.10365
2020,Single parent,West,No,0.91349,949,1035,0.89635,0.93062
2020,Single parent,East,No,0.94969,285,285,0.92427,0.97511
2020,Couple with children,West,Yes,0.19572,740,4041,0.18348,0.20795
2020,Couple with children,West,No,0.80428,3301,4041,0.79205,0.81652
2020,Couple with children,East,Yes,0.15901,131,855,0.13448,0.18354
2020,Couple with children,East,No,0.84099,724,855,0.81646,0.86552
2020,Multi-generational household,West,No,0.84914,80,80,0.77022,0.92807
2020,Other Combinations,West,No,0.86403,231,231,0.81973,0.90832
2020,Other Combinations,East,No,0.94754,40,40,0.87757,1.01752
2021,Single-person household,West,Yes,0.05719,137,2172,0.04742,0.06696
2021,Single-person household,West,No,0.94281,2035,2172,0.93304,0.95258
2021,Single-person household,East,Yes,0.04516,34,626,0.02888,0.06144
2021,Single-person household,East,No,0.95484,592,626,0.93856,0.97112
2021,Couple without children,West,Yes,0.12881,362,2363,0.11530,0.14232
2021,Couple without children,West,No,0.87119,2001,2363,0.85768,0.88470
2021,Couple without children,East,Yes,0.11995,79,757,0.09679,0.14311
2021,Couple without children,East,No,0.88005,678,757,0.85689,0.90321
2021,Single parent,West,Yes,0.09280,56,599,0.06954,0.11605
2021,Single parent,West,No,0.90720,543,599,0.88395,0.93046
2021,Single parent,East,No,0.91378,211,211,0.87582,0.95175
2021,Couple with children,West,Yes,0.20333,468,2376,0.18715,0.21952
2021,Couple with children,West,No,0.79667,1908,2376,0.78048,0.81285
2021,Couple with children,East,Yes,0.15791,71,507,0.12614,0.18969
2021,Couple with children,East,No,0.84209,436,507,0.81031,0.87386
2021,Multi-generational household,West,No,0.82386,44,44,0.71000,0.93772
2021,Other Combinations,West,No,0.89404,160,160,0.84620,0.94188
2021,Other Combinations,East,No,0.96485,37,37,0.90470,1.02501
2022,No answer / don't know,West,Yes,0.15902,58,341,0.12015,0.19790
2022,No answer / don't know,West,No,0.84098,283,341,0.80210,0.87985
2022,No answer / don't know,East,No,0.76180,89,89,0.67279,0.85080
2022,Single-person household,West,Yes,0.09260,351,4284,0.08391,0.10128
2022,Single-person household,West,No,0.90740,3933,4284,0.89872,0.91609
2022,Single-person household,East,Yes,0.05384,84,1280,0.04147,0.06621
2022,Single-person household,East,No,0.94616,1196,1280,0.93379,0.95853
2022,Couple without children,West,Yes,0.17661,759,4463,0.16542,0.18780
2022,Couple without children,West,No,0.82339,3704,4463,0.81220,0.83458
2022,Couple without children,East,Yes,0.11376,159,1257,0.09620,0.13132
2022,Couple without children,East,No,0.88624,1098,1257,0.86868,0.90380
2022,Single parent,West,Yes,0.10864,90,841,0.08760,0.12969
2022,Single parent,West,No,0.89136,751,841,0.87031,0.91240
2022,Single parent,East,No,0.91092,284,284,0.87773,0.94411
2022,Couple with children,West,Yes,0.22908,1028,4127,0.21626,0.24191
