year,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Agree completely,0.00639,197,3421,0.00372,0.00906
1990,Agree,0.01211,359,3421,0.00844,0.01577
1990,Disagree,0.03461,1042,3421,0.02849,0.04074
1990,Disagree completely,0.06269,1823,3421,0.05456,0.07081
1991,Agree completely,0.00915,231,3746,0.00610,0.01220
1991,Agree,0.01513,406,3746,0.01122,0.01904
1991,Disagree,0.04416,1139,3746,0.03758,0.05074
1991,Disagree completely,0.08038,1970,3746,0.07167,0.08909
1992,Agree completely,0.03622,507,10451,0.03264,0.03980
1992,Agree,0.07827,1113,10451,0.07312,0.08342
1992,Disagree,0.24748,3501,10451,0.23921,0.25576
1992,Disagree completely,0.36908,5330,10451,0.35983,0.37833
1993,Agree completely,0.05051,730,12136,0.04661,0.05441
1993,Agree,0.09039,1475,12136,0.08529,0.09550
1993,Disagree,0.28067,4553,12136,0.27267,0.28866
1993,Disagree completely,0.33940,5378,12136,0.33097,0.34782
1995,Agree completely,0.03753,581,12339,0.03418,0.04088
1995,Agree,0.08251,1350,12339,0.07765,0.08736
1995,Disagree,0.28902,4730,12339,0.28102,0.29702
1995,Disagree completely,0.35091,5678,12339,0.34249,0.35933
1996,Agree completely,0.03590,523,12158,0.03259,0.03920
1996,Agree,0.08688,1381,12158,0.08187,0.09188
1996,Disagree,0.30582,4924,12158,0.29763,0.31401
1996,Disagree completely,0.33123,5330,12158,0.32286,0.33959
1997,Agree completely,0.03687,537,11687,0.03345,0.04028
1997,Agree,0.08310,1270,11687,0.07810,0.08811
1997,Disagree,0.30047,4815,11687,0.29215,0.30878
1997,Disagree completely,0.32285,5065,11687,0.31437,0.33133
2008,Agree completely,0.03681,718,17640,0.03403,0.03959
2008,Agree,0.09218,1989,17640,0.08791,0.09645
2008,Disagree,0.30720,7081,17640,0.30040,0.31401
2008,Disagree completely,0.32437,7852,17640,0.31746,0.33127
2013,Agree completely,0.03495,836,16924,0.03218,0.03772
2013,Agree,0.06384,1648,16924,0.06016,0.06752
2013,Disagree,0.23631,6184,16924,0.22991,0.24272
2013,Disagree completely,0.29888,8256,16924,0.29198,0.30578
2018,Agree completely,0.04047,1189,22637,0.03791,0.04304
2018,Agree,0.09112,2560,22637,0.08737,0.09487
2018,Disagree,0.27824,8516,22637,0.27240,0.28407
2018,Disagree completely,0.32744,10372,22637,0.32132,0.33355
