year,regtyp,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Agree completely,0.00285,61,1153,-0.00023,0.00593
1990,Urban regions,Agree,0.00735,135,1153,0.00242,0.01228
1990,Urban regions,Disagree,0.01969,385,1153,0.01167,0.02772
1990,Urban regions,Disagree completely,0.02976,572,1153,0.01995,0.03957
1990,Rural regions,Agree completely,0.01323,127,2199,0.00845,0.01801
1990,Rural regions,Agree,0.02173,215,2199,0.01563,0.02782
1990,Rural regions,Disagree,0.06534,639,2199,0.05501,0.07567
1990,Rural regions,Disagree completely,0.13089,1218,2199,0.11679,0.14499
1991,Urban regions,Agree completely,0.00507,82,1192,0.00103,0.00910
1991,Urban regions,Agree,0.00867,148,1192,0.00341,0.01394
1991,Urban regions,Disagree,0.02173,367,1192,0.01345,0.03001
1991,Urban regions,Disagree completely,0.03826,595,1192,0.02737,0.04916
1991,Rural regions,Agree completely,0.01724,145,2474,0.01211,0.02237
1991,Rural regions,Agree,0.02797,249,2474,0.02147,0.03447
1991,Rural regions,Disagree,0.08961,758,2474,0.07836,0.10087
1991,Rural regions,Disagree completely,0.16320,1322,2474,0.14864,0.17777
1992,Urban regions,Agree completely,0.03291,277,6326,0.02851,0.03730
1992,Urban regions,Agree,0.07746,672,6326,0.07087,0.08405
1992,Urban regions,Disagree,0.24124,2102,6326,0.23070,0.25178
1992,Urban regions,Disagree completely,0.37141,3275,6326,0.35950,0.38332
1992,Rural regions,Agree completely,0.04375,226,4015,0.03742,0.05008
1992,Rural regions,Agree,0.08035,429,4015,0.07194,0.08876
1992,Rural regions,Disagree,0.26171,1370,4015,0.24811,0.27531
1992,Rural regions,Disagree completely,0.36344,1990,4015,0.34856,0.37832
1993,Urban regions,Agree completely,0.04743,455,8006,0.04278,0.05209
1993,Urban regions,Agree,0.08943,970,8006,0.08318,0.09568
1993,Urban regions,Disagree,0.27584,2907,8006,0.26605,0.28563
1993,Urban regions,Disagree completely,0.35587,3674,8006,0.34539,0.36636
1993,Rural regions,Agree completely,0.05711,275,4130,0.05003,0.06419
1993,Rural regions,Agree,0.09247,505,4130,0.08363,0.10130
1993,Rural regions,Disagree,0.29102,1646,4130,0.27717,0.30488
1993,Rural regions,Disagree completely,0.30405,1704,4130,0.29002,0.31808
1995,Urban regions,Agree completely,0.03848,401,8098,0.03429,0.04267
1995,Urban regions,Agree,0.08607,932,8098,0.07996,0.09218
1995,Urban regions,Disagree,0.28541,2993,8098,0.27557,0.29524
1995,Urban regions,Disagree completely,0.35328,3772,8098,0.34287,0.36369
1995,Rural regions,Agree completely,0.03551,180,4241,0.02994,0.04108
1995,Rural regions,Agree,0.07495,418,4241,0.06702,0.08288
1995,Rural regions,Disagree,0.29669,1737,4241,0.28294,0.31044
1995,Rural regions,Disagree completely,0.34589,1906,4241,0.33158,0.36021
1996,Urban regions,Agree completely,0.03634,355,7960,0.03222,0.04045
1996,Urban regions,Agree,0.08571,889,7960,0.07956,0.09186
1996,Urban regions,Disagree,0.30075,3116,7960,0.29067,0.31082
1996,Urban regions,Disagree completely,0.33886,3600,7960,0.32846,0.34926
1996,Rural regions,Agree completely,0.03494,168,4198,0.02939,0.04050
1996,Rural regions,Agree,0.08943,492,4198,0.08079,0.09806
1996,Rural regions,Disagree,0.31690,1808,4198,0.30282,0.33097
1996,Rural regions,Disagree completely,0.31453,1730,4198,0.30049,0.32858
1997,Urban regions,Agree completely,0.03597,348,7682,0.03181,0.04014
1997,Urban regions,Agree,0.08043,830,7682,0.07435,0.08651
1997,Urban regions,Disagree,0.29790,3060,7682,0.28767,0.30813
1997,Urban regions,Disagree completely,0.33343,3444,7682,0.32289,0.34398
1997,Rural regions,Agree completely,0.03883,189,4004,0.03285,0.04482
1997,Rural regions,Agree,0.08897,440,4004,0.08015,0.09779
1997,Rural regions,Disagree,0.30618,1755,4004,0.29191,0.32046
1997,Rural regions,Disagree completely,0.29949,1620,4004,0.28530,0.31368
2008,Urban regions,Agree completely,0.03702,491,11645,0.03359,0.04045
2008,Urban regions,Agree,0.09423,1320,11645,0.08892,0.09953
2008,Urban regions,Disagree,0.30040,4482,11645,0.29207,0.30873
2008,Urban regions,Disagree completely,0.32899,5352,11645,0.32045,0.33752
2008,Rural regions,Agree completely,0.03636,227,5995,0.03162,0.04110
2008,Rural regions,Agree,0.08780,669,5995,0.08063,0.09496
2008,Rural regions,Disagree,0.32174,2599,5995,0.30991,0.33357
2008,Rural regions,Disagree completely,0.31449,2500,5995,0.30274,0.32625
2013,Urban regions,Agree completely,0.03075,501,10847,0.02750,0.03400
2013,Urban regions,Agree,0.06284,1068,10847,0.05827,0.06740
2013,Urban regions,Disagree,0.22873,3876,10847,0.22083,0.23664
2013,Urban regions,Disagree completely,0.29934,5402,10847,0.29072,0.30796
2013,Rural regions,Agree completely,0.04363,335,6077,0.03850,0.04877
2013,Rural regions,Agree,0.06591,580,6077,0.05967,0.07215
2013,Rural regions,Disagree,0.25199,2308,6077,0.24107,0.26290
2013,Rural regions,Disagree completely,0.29793,2854,6077,0.28643,0.30943
2018,Urban regions,Agree completely,0.04041,789,14782,0.03723,0.04358
2018,Urban regions,Agree,0.08946,1669,14782,0.08486,0.09406
2018,Urban regions,Disagree,0.28248,5549,14782,0.27522,0.28974
2018,Urban regions,Disagree completely,0.32688,6775,14782,0.31931,0.33444
2018,Rural regions,Agree completely,0.04062,400,7855,0.03625,0.04498
2018,Rural regions,Agree,0.09479,891,7855,0.08831,0.10127
2018,Rural regions,Disagree,0.26887,2967,7855,0.25906,0.27868
2018,Rural regions,Disagree completely,0.32868,3597,7855,0.31829,0.33907
