year,age_gr,regtyp,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Agree,0.01230,42,279,-0.00066,0.02526
1990,17-29 y.,Urban regions,Disagree,0.03231,116,279,0.01152,0.05309
1990,17-29 y.,Urban regions,Disagree completely,0.03447,121,279,0.01302,0.05591
1990,17-29 y.,Rural regions,Agree completely,0.01626,31,580,0.00596,0.02656
1990,17-29 y.,Rural regions,Agree,0.03804,75,580,0.02246,0.05363
1990,17-29 y.,Rural regions,Disagree,0.10784,196,580,0.08258,0.13311
1990,17-29 y.,Rural regions,Disagree completely,0.16202,278,580,0.13200,0.19203
1990,30-45 y.,Urban regions,Agree,0.00953,48,447,0.00051,0.01855
1990,30-45 y.,Urban regions,Disagree,0.02887,147,447,0.01333,0.04441
1990,30-45 y.,Urban regions,Disagree completely,0.05206,252,447,0.03145,0.07268
1990,30-45 y.,Rural regions,Agree completely,0.02023,48,924,0.01115,0.02931
1990,30-45 y.,Rural regions,Agree,0.04830,105,924,0.03447,0.06213
1990,30-45 y.,Rural regions,Disagree,0.11543,273,924,0.09482,0.13605
1990,30-45 y.,Rural regions,Disagree completely,0.21688,498,924,0.19029,0.24347
1990,46-65 y.,Urban regions,Agree,0.00980,43,358,-0.00042,0.02001
1990,46-65 y.,Urban regions,Disagree,0.02485,121,358,0.00870,0.04100
1990,46-65 y.,Urban regions,Disagree completely,0.04055,194,358,0.02009,0.06101
1990,46-65 y.,Rural regions,Agree completely,0.02199,47,678,0.01094,0.03304
1990,46-65 y.,Rural regions,Agree,0.01635,35,678,0.00680,0.02591
1990,46-65 y.,Rural regions,Disagree,0.07596,168,678,0.05600,0.09592
1990,46-65 y.,Rural regions,Disagree completely,0.19840,428,678,0.16836,0.22844
1991,17-29 y.,Urban regions,Agree,0.01167,38,272,-0.00112,0.02446
1991,17-29 y.,Urban regions,Disagree,0.03269,100,272,0.01152,0.05386
1991,17-29 y.,Urban regions,Disagree completely,0.05155,134,272,0.02522,0.07787
1991,17-29 y.,Rural regions,Agree completely,0.01938,31,622,0.00854,0.03022
1991,17-29 y.,Rural regions,Agree,0.04326,76,622,0.02726,0.05926
1991,17-29 y.,Rural regions,Disagree,0.13283,225,622,0.10613,0.15952
1991,17-29 y.,Rural regions,Disagree completely,0.18135,290,622,0.15104,0.21165
1991,30-45 y.,Urban regions,Agree,0.01190,56,435,0.00170,0.02210
1991,30-45 y.,Urban regions,Disagree,0.03135,142,435,0.01496,0.04775
1991,30-45 y.,Urban regions,Disagree completely,0.05023,237,435,0.02968,0.07078
1991,30-45 y.,Rural regions,Agree completely,0.02610,60,918,0.01578,0.03642
1991,30-45 y.,Rural regions,Agree,0.03851,90,918,0.02606,0.05097
1991,30-45 y.,Rural regions,Disagree,0.12066,283,918,0.09958,0.14174
1991,30-45 y.,Rural regions,Disagree completely,0.21353,485,918,0.18700,0.24005
1991,46-65 y.,Urban regions,Agree,0.01231,47,339,0.00055,0.02406
1991,46-65 y.,Urban regions,Disagree,0.02672,112,339,0.00953,0.04391
1991,46-65 y.,Urban regions,Disagree completely,0.04707,180,339,0.02449,0.06965
1991,46-65 y.,Rural regions,Agree completely,0.01964,38,731,0.00957,0.02971
1991,46-65 y.,Rural regions,Agree,0.03231,65,731,0.01948,0.04514
1991,46-65 y.,Rural regions,Disagree,0.09664,188,731,0.07520,0.11807
1991,46-65 y.,Rural regions,Disagree completely,0.23316,440,731,0.20248,0.26383
1991,66 and older,Urban regions,Disagree completely,0.03137,44,44,-0.02073,0.08348
1991,66 and older,Rural regions,Disagree,0.08668,62,169,0.04413,0.12923
1991,66 and older,Rural regions,Disagree completely,0.14315,107,169,0.09019,0.19611
1992,17-29 y.,Urban regions,Agree completely,0.03039,55,1558,0.02186,0.03891
1992,17-29 y.,Urban regions,Agree,0.09409,177,1558,0.07959,0.10859
1992,17-29 y.,Urban regions,Disagree,0.29667,548,1558,0.27398,0.31936
1992,17-29 y.,Urban regions,Disagree completely,0.44132,778,1558,0.41665,0.46598
1992,17-29 y.,Rural regions,Agree completely,0.04410,45,1037,0.03160,0.05660
1992,17-29 y.,Rural regions,Agree,0.09724,114,1037,0.07919,0.11528
1992,17-29 y.,Rural regions,Disagree,0.36062,391,1037,0.33138,0.38986
1992,17-29 y.,Rural regions,Disagree completely,0.42804,487,1037,0.39791,0.45817
1992,30-45 y.,Urban regions,Agree completely,0.04580,100,2122,0.03690,0.05470
1992,30-45 y.,Urban regions,Agree,0.10607,229,2122,0.09297,0.11918
1992,30-45 y.,Urban regions,Disagree,0.32053,739,2122,0.30067,0.34039
1992,30-45 y.,Urban regions,Disagree completely,0.43518,1054,2122,0.41408,0.45628
1992,30-45 y.,Rural regions,Agree completely,0.05236,74,1368,0.04055,0.06417
1992,30-45 y.,Rural regions,Agree,0.10406,146,1368,0.08787,0.12024
