year,bula_h,rentown,pet_bird,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Brandenburg,Owner,No,0.89626,178,178,0.85134,0.94118
2001,Brandenburg,Tenant,No,0.90914,271,271,0.87485,0.94342
2001,Mecklenburg-Western Pomerania,Owner,No,0.88703,88,88,0.82051,0.95355
2001,Mecklenburg-Western Pomerania,Tenant,No,0.92200,168,168,0.88133,0.96267
2001,Saxony,Owner,Yes,0.09180,32,309,0.05955,0.12405
2001,Saxony,Owner,No,0.90820,277,309,0.87595,0.94045
2001,Saxony,Tenant,Yes,0.10081,61,540,0.07539,0.12623
2001,Saxony,Tenant,No,0.89919,479,540,0.87377,0.92461
2001,Saxony-Anhalt,Owner,No,0.93194,214,214,0.89811,0.96576
2001,Saxony-Anhalt,Tenant,Yes,0.12415,39,272,0.08489,0.16341
2001,Saxony-Anhalt,Tenant,No,0.87585,233,272,0.83659,0.91511
2001,Thuringa,Owner,No,0.89406,217,217,0.85301,0.93510
2001,Thuringa,Tenant,No,0.91868,227,227,0.88304,0.95431
2006,Schleswig-Holstein,Owner,No,0.95010,205,205,0.92022,0.97998
2006,Schleswig-Holstein,Tenant,No,0.98788,170,170,0.97139,1.00438
2006,Hamburg,Tenant,No,0.96414,141,141,0.93333,0.99494
2006,Lower Saxony,Owner,Yes,0.08266,44,639,0.06129,0.10403
2006,Lower Saxony,Owner,No,0.91734,595,639,0.89597,0.93871
2006,Lower Saxony,Tenant,No,0.94694,413,413,0.92530,0.96859
2006,Bremen,Owner,No,0.89551,34,34,0.79115,0.99988
2006,Bremen,Tenant,No,0.89722,50,50,0.81220,0.98225
2006,North Rhine-Westphalia,Owner,Yes,0.04296,59,1204,0.03151,0.05442
2006,North Rhine-Westphalia,Owner,No,0.95704,1145,1204,0.94558,0.96849
2006,North Rhine-Westphalia,Tenant,Yes,0.03966,60,1334,0.02918,0.05013
2006,North Rhine-Westphalia,Tenant,No,0.96034,1274,1334,0.94987,0.97082
2006,Hesse,Owner,No,0.96080,404,404,0.94185,0.97974
2006,Hesse,Tenant,No,0.96252,403,403,0.94396,0.98109
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.93542,381,381,0.91070,0.96013
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.94918,304,304,0.92445,0.97391
2006,Baden-Wuerttemberg,Owner,Yes,0.05006,36,786,0.03481,0.06532
2006,Baden-Wuerttemberg,Owner,No,0.94994,750,786,0.93468,0.96519
2006,Baden-Wuerttemberg,Tenant,Yes,0.05458,38,687,0.03758,0.07158
2006,Baden-Wuerttemberg,Tenant,No,0.94542,649,687,0.92842,0.96242
2006,Bavaria,Owner,Yes,0.04672,41,971,0.03344,0.06000
2006,Bavaria,Owner,No,0.95328,930,971,0.94000,0.96656
2006,Bavaria,Tenant,No,0.97820,736,736,0.96765,0.98876
2006,Berlin,Owner,No,0.91333,79,79,0.85089,0.97577
2006,Berlin,Tenant,No,0.95016,379,379,0.92822,0.97210
2006,Brandenburg,Owner,No,0.90532,198,198,0.86443,0.94620
2006,Brandenburg,Tenant,No,0.93462,295,295,0.90636,0.96288
2006,Mecklenburg-Western Pomerania,Owner,No,0.92513,126,126,0.87899,0.97127
2006,Mecklenburg-Western Pomerania,Tenant,No,0.92034,155,155,0.87758,0.96311
2006,Saxony,Owner,Yes,0.09287,34,343,0.06211,0.12363
2006,Saxony,Owner,No,0.90713,309,343,0.87637,0.93789
2006,Saxony,Tenant,Yes,0.05501,36,534,0.03565,0.07437
2006,Saxony,Tenant,No,0.94499,498,534,0.92563,0.96435
2006,Saxony-Anhalt,Owner,No,0.88925,204,204,0.84607,0.93242
2006,Saxony-Anhalt,Tenant,No,0.89967,242,242,0.86174,0.93761
2006,Thuringa,Owner,No,0.94464,246,246,0.91600,0.97328
2006,Thuringa,Tenant,No,0.93342,228,228,0.90099,0.96585
2011,Schleswig-Holstein,Owner,No,0.97394,192,192,0.95134,0.99653
2011,Schleswig-Holstein,Tenant,No,0.98840,206,206,0.97375,1.00306
2011,Hamburg,Tenant,No,0.98248,145,145,0.96105,1.00391
2011,Lower Saxony,Owner,No,0.94395,629,629,0.92595,0.96194
2011,Lower Saxony,Tenant,No,0.93093,404,404,0.90617,0.95568
2011,Bremen,Tenant,No,0.96567,52,52,0.91570,1.01564
2011,North Rhine-Westphalia,Owner,Yes,0.03979,45,1136,0.02842,0.05117
2011,North Rhine-Westphalia,Owner,No,0.96021,1091,1136,0.94883,0.97158
2011,North Rhine-Westphalia,Tenant,Yes,0.03946,55,1217,0.02852,0.05041
2011,North Rhine-Westphalia,Tenant,No,0.96054,1162,1217,0.94959,0.97148
2011,Hesse,Owner,No,0.96756,420,420,0.95059,0.98452
2011,Hesse,Tenant,No,0.97115,385,385,0.95441,0.98790
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.96622,390,390,0.94826,0.98417
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.97781,293,293,0.96092,0.99471
2011,Baden-Wuerttemberg,Owner,No,0.97043,777,777,0.95851,0.98235
2011,Baden-Wuerttemberg,Tenant,No,0.96382,575,575,0.94854,0.97910
2011,Bavaria,Owner,Yes,0.02846,31,1016,0.01823,0.03869
2011,Bavaria,Owner,No,0.97154,985,1016,0.96131,0.98177
2011,Bavaria,Tenant,No,0.97861,798,798,0.96857,0.98866
2011,Berlin,Owner,No,0.92951,95,95,0.87776,0.98126
2011,Berlin,Tenant,No,0.96940,401,401,0.95252,0.98628
2011,Brandenburg,Owner,No,0.95716,223,223,0.93052,0.98380
2011,Brandenburg,Tenant,No,0.95714,271,271,0.93298,0.98130
2011,Mecklenburg-Western Pomerania,Owner,No,0.93929,119,119,0.89620,0.98238
2011,Mecklenburg-Western Pomerania,Tenant,No,0.96147,178,178,0.93311,0.98983
2011,Saxony,Owner,No,0.94291,281,281,0.91574,0.97009
2011,Saxony,Tenant,No,0.94867,481,481,0.92893,0.96842
2011,Saxony-Anhalt,Owner,No,0.90941,213,213,0.87078,0.94805
2011,Saxony-Anhalt,Tenant,No,0.94201,263,263,0.91371,0.97031
2011,Thuringa,Owner,No,0.96145,225,225,0.93624,0.98667
2011,Thuringa,Tenant,No,0.95168,265,265,0.92582,0.97755
2016,Schleswig-Holstein,Owner,No,0.99698,230,230,0.98988,1.00409
2016,Schleswig-Holstein,Tenant,No,0.97060,258,258,0.94994,0.99125
2016,Hamburg,Owner,No,0.98540,71,71,0.95730,1.01350
2016,Hamburg,Tenant,No,0.96403,185,185,0.93713,0.99094
2016,Lower Saxony,Owner,No,0.96599,667,667,0.95222,0.97976
2016,Lower Saxony,Tenant,No,0.97077,635,635,0.95766,0.98388
2016,Bremen,Owner,No,0.99014,33,33,0.95590,1.02438
2016,Bremen,Tenant,No,0.95924,69,69,0.91224,1.00624
2016,North Rhine-Westphalia,Owner,Yes,0.02128,33,1216,0.01317,0.02940
2016,North Rhine-Westphalia,Owner,No,0.97872,1183,1216,0.97060,0.98683
2016,North Rhine-Westphalia,Tenant,Yes,0.03494,52,1691,0.02618,0.04369
2016,North Rhine-Westphalia,Tenant,No,0.96506,1639,1691,0.95631,0.97382
2016,Hesse,Owner,No,0.96442,415,415,0.94658,0.98227
2016,Hesse,Tenant,No,0.97679,537,537,0.96404,0.98954
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.96472,420,420,0.94706,0.98239
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.95943,389,389,0.93980,0.97906
2016,Baden-Wuerttemberg,Owner,No,0.98533,834,834,0.97716,0.99349
2016,Baden-Wuerttemberg,Tenant,No,0.98434,760,760,0.97550,0.99317
2016,Bavaria,Owner,No,0.98820,1077,1077,0.98175,0.99466
2016,Bavaria,Tenant,No,0.98507,1177,1177,0.97814,0.99200
2016,Berlin,Owner,No,0.98842,108,108,0.96814,1.00869
2016,Berlin,Tenant,No,0.97818,492,492,0.96526,0.99110
2016,Brandenburg,Owner,No,0.96089,242,242,0.93641,0.98536
2016,Brandenburg,Tenant,No,0.97382,297,297,0.95562,0.99201
2016,Mecklenburg-Western Pomerania,Owner,No,0.94178,100,100,0.89565,0.98791
2016,Mecklenburg-Western Pomerania,Tenant,No,0.95890,213,213,0.93217,0.98562
2016,Saxony,Owner,No,0.94910,286,286,0.92358,0.97462
2016,Saxony,Tenant,No,0.96047,543,543,0.94407,0.97687
2016,Saxony-Anhalt,Owner,No,0.94418,200,200,0.91229,0.97608
2016,Saxony-Anhalt,Tenant,No,0.94540,286,286,0.91902,0.97178
2016,Thuringa,Owner,No,0.94173,223,223,0.91092,0.97255
2016,Thuringa,Tenant,No,0.94272,286,286,0.91575,0.96970
2021,Schleswig-Holstein,Owner,No,0.98779,235,235,0.97373,1.00186
2021,Schleswig-Holstein,Tenant,No,0.95845,177,177,0.92896,0.98793
2021,Hamburg,Owner,No,0.99505,76,76,0.97917,1.01093
2021,Hamburg,Tenant,No,0.97477,189,189,0.95235,0.99719
2021,Lower Saxony,Owner,No,0.96934,548,548,0.95490,0.98379
2021,Lower Saxony,Tenant,No,0.98154,487,487,0.96957,0.99351
2021,North Rhine-Westphalia,Owner,No,0.98458,984,984,0.97688,0.99228
2021,North Rhine-Westphalia,Tenant,No,0.97828,1243,1243,0.97018,0.98639
2021,Hesse,Owner,No,0.99056,321,321,0.97997,1.00116
2021,Hesse,Tenant,No,0.99516,363,363,0.98801,1.00231
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.96641,286,286,0.94549,0.98733
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.98238,236,236,0.96556,0.99920
2021,Baden-Wuerttemberg,Owner,No,0.97357,636,636,0.96109,0.98605
2021,Baden-Wuerttemberg,Tenant,No,0.99543,555,555,0.98982,1.00105
2021,Bavaria,Owner,No,0.98257,842,842,0.97373,0.99142
2021,Bavaria,Tenant,No,0.98511,871,871,0.97707,0.99316
2021,Berlin,Owner,No,0.97194,107,107,0.94051,1.00338
2021,Berlin,Tenant,No,0.97833,436,436,0.96464,0.99201
2021,Brandenburg,Owner,No,0.98949,220,220,0.97598,1.00300
2021,Brandenburg,Tenant,No,0.96370,211,211,0.93841,0.98900
2021,Mecklenburg-Western Pomerania,Owner,No,0.94633,94,94,0.90053,0.99213
2021,Mecklenburg-Western Pomerania,Tenant,No,0.98106,154,154,0.95946,1.00266
2021,Saxony,Owner,No,0.97808,258,258,0.96018,0.99598
2021,Saxony,Tenant,No,0.97980,459,459,0.96691,0.99268
2021,Saxony-Anhalt,Owner,No,0.93735,148,148,0.89818,0.97653
2021,Saxony-Anhalt,Tenant,No,0.97821,209,209,0.95837,0.99805
2021,Thuringa,Owner,No,0.90853,158,158,0.86343,0.95362
2021,Thuringa,Tenant,No,0.98753,209,209,0.97246,1.00261
