year,bula_h,regtyp,pet_bird,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Saxony,Rural regions,Yes,0.07456,41,548,0.05254,0.09657
2006,Lower Saxony,Rural regions,No,0.92544,507,548,0.90343,0.94746
2006,Bremen,Urban regions,No,0.89655,84,84,0.83103,0.96207
2006,North Rhine-Westphalia,Urban regions,Yes,0.04121,116,2474,0.03338,0.04905
2006,North Rhine-Westphalia,Urban regions,No,0.95879,2358,2474,0.95095,0.96662
2006,North Rhine-Westphalia,Rural regions,No,0.96874,61,61,0.92472,1.01277
2006,Hesse,Urban regions,No,0.96599,663,663,0.95219,0.97980
2006,Hesse,Rural regions,No,0.94361,145,145,0.90593,0.98129
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94776,522,522,0.92866,0.96687
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92489,163,163,0.88430,0.96548
2006,Baden-Wuerttemberg,Urban regions,Yes,0.04771,64,1348,0.03633,0.05910
2006,Baden-Wuerttemberg,Urban regions,No,0.95229,1284,1348,0.94090,0.96367
2006,Baden-Wuerttemberg,Rural regions,No,0.90058,115,115,0.84565,0.95551
2006,Bavaria,Urban regions,No,0.96596,837,837,0.95367,0.97826
2006,Bavaria,Rural regions,Yes,0.03362,34,863,0.02159,0.04566
2006,Bavaria,Rural regions,No,0.96638,829,863,0.95434,0.97841
2006,Berlin,Urban regions,No,0.94602,459,459,0.92533,0.96672
2006,Brandenburg,Urban regions,No,0.98674,45,45,0.95294,1.02054
2006,Brandenburg,Rural regions,Yes,0.08087,38,486,0.05660,0.10513
2006,Brandenburg,Rural regions,No,0.91913,448,486,0.89487,0.94340
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.94269,39,39,0.86879,1.01659
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.91958,242,242,0.88524,0.95391
2006,Saxony,Urban regions,Yes,0.04997,35,455,0.02992,0.07001
2006,Saxony,Urban regions,No,0.95003,420,455,0.92999,0.97008
2006,Saxony,Rural regions,Yes,0.08329,35,422,0.05689,0.10968
2006,Saxony,Rural regions,No,0.91671,387,422,0.89032,0.94311
2006,Saxony-Anhalt,Urban regions,No,0.93771,87,87,0.88663,0.98879
2006,Saxony-Anhalt,Rural regions,Yes,0.11455,37,396,0.08314,0.14596
2006,Saxony-Anhalt,Rural regions,No,0.88545,359,396,0.85404,0.91686
2006,Thuringa,Urban regions,No,0.93430,137,137,0.89266,0.97594
2006,Thuringa,Rural regions,Yes,0.06059,31,368,0.03618,0.08500
2006,Thuringa,Rural regions,No,0.93941,337,368,0.91500,0.96382
2011,Schleswig-Holstein,Urban regions,No,0.98816,117,117,0.96848,1.00784
2011,Schleswig-Holstein,Rural regions,No,0.97848,281,281,0.96148,0.99548
2011,Hamburg,Urban regions,No,0.98623,194,194,0.96979,1.00267
2011,Lower Saxony,Urban regions,No,0.95195,495,495,0.93309,0.97081
2011,Lower Saxony,Rural regions,Yes,0.07447,36,574,0.05297,0.09596
2011,Lower Saxony,Rural regions,No,0.92553,538,574,0.90404,0.94703
2011,Bremen,Urban regions,No,0.97731,79,79,0.94427,1.01036
2011,North Rhine-Westphalia,Urban regions,Yes,0.03941,95,2287,0.03144,0.04739
2011,North Rhine-Westphalia,Urban regions,No,0.96059,2192,2287,0.95261,0.96856
2011,North Rhine-Westphalia,Rural regions,No,0.95318,61,61,0.89972,1.00663
2011,Hesse,Urban regions,No,0.96666,657,657,0.95292,0.98039
2011,Hesse,Rural regions,No,0.98156,148,148,0.95981,1.00331
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96488,504,504,0.94879,0.98097
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98815,179,179,0.97225,1.00405
2011,Baden-Wuerttemberg,Urban regions,Yes,0.03465,45,1254,0.02452,0.04478
2011,Baden-Wuerttemberg,Urban regions,No,0.96535,1209,1254,0.95522,0.97548
2011,Baden-Wuerttemberg,Rural regions,No,0.98580,143,143,0.96634,1.00526
2011,Bavaria,Urban regions,No,0.98175,882,882,0.97292,0.99059
2011,Bavaria,Rural regions,Yes,0.03231,31,932,0.02096,0.04367
2011,Bavaria,Rural regions,No,0.96769,901,932,0.95633,0.97904
2011,Berlin,Urban regions,No,0.96289,496,496,0.94624,0.97954
2011,Brandenburg,Urban regions,No,0.91496,42,42,0.82958,1.00035
2011,Brandenburg,Rural regions,No,0.96062,452,452,0.94267,0.97857
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.94927,268,268,0.92295,0.97560
2011,Saxony,Urban regions,No,0.95451,404,404,0.93417,0.97486
2011,Saxony,Rural regions,No,0.93952,358,358,0.91480,0.96425
2011,Saxony-Anhalt,Urban regions,No,0.97438,123,123,0.94634,1.00242
2011,Saxony-Anhalt,Rural regions,No,0.91420,353,353,0.88494,0.94346
2011,Thuringa,Urban regions,No,0.95709,161,161,0.92569,0.98849
2011,Thuringa,Rural regions,No,0.95521,329,329,0.93283,0.97760
2016,Schleswig-Holstein,Urban regions,No,0.98166,135,135,0.95894,1.00438
2016,Schleswig-Holstein,Rural regions,No,0.98543,353,353,0.97291,0.99795
2016,Hamburg,Urban regions,No,0.97056,256,256,0.94981,0.99131
2016,Lower Saxony,Urban regions,No,0.97929,552,552,0.96740,0.99118
2016,Lower Saxony,Rural regions,Yes,0.03991,31,781,0.02617,0.05365
2016,Lower Saxony,Rural regions,No,0.96009,750,781,0.94635,0.97383
2016,Bremen,Urban regions,No,0.97035,102,102,0.93727,1.00343
2016,North Rhine-Westphalia,Urban regions,Yes,0.02893,82,2855,0.02278,0.03508
2016,North Rhine-Westphalia,Urban regions,No,0.97107,2773,2855,0.96492,0.97722
2016,North Rhine-Westphalia,Rural regions,No,0.96935,49,49,0.92059,1.01811
2016,Hesse,Urban regions,No,0.96700,775,775,0.95442,0.97959
2016,Hesse,Rural regions,No,0.98758,177,177,0.97121,1.00394
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.04206,32,624,0.02630,0.05782
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95794,592,624,0.94218,0.97370
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97580,217,217,0.95530,0.99629
2016,Baden-Wuerttemberg,Urban regions,No,0.98586,1425,1425,0.97973,0.99199
2016,Baden-Wuerttemberg,Rural regions,No,0.97562,169,169,0.95230,0.99894
2016,Bavaria,Urban regions,No,0.98688,1077,1077,0.98008,0.99368
2016,Bavaria,Rural regions,No,0.98651,1178,1178,0.97992,0.99310
2016,Berlin,Urban regions,No,0.98014,600,600,0.96897,0.99131
2016,Brandenburg,Urban regions,No,0.98998,43,43,0.95985,1.02010
2016,Brandenburg,Rural regions,No,0.96600,496,496,0.95003,0.98196
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.91840,42,42,0.83461,1.00220
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.95775,271,271,0.93376,0.98175
2016,Saxony,Urban regions,No,0.95145,447,447,0.93150,0.97140
2016,Saxony,Rural regions,No,0.96155,382,382,0.94225,0.98086
2016,Saxony-Anhalt,Urban regions,No,0.99697,123,123,0.98721,1.00672
2016,Saxony-Anhalt,Rural regions,No,0.92933,363,363,0.90293,0.95573
2016,Thuringa,Urban regions,No,0.96069,173,173,0.93165,0.98973
2016,Thuringa,Rural regions,No,0.93458,336,336,0.90810,0.96106
2021,Schleswig-Holstein,Urban regions,No,0.97954,150,150,0.95681,1.00227
2021,Schleswig-Holstein,Rural regions,No,0.97289,262,262,0.95319,0.99260
2021,Hamburg,Urban regions,No,0.98050,265,265,0.96382,0.99718
2021,Lower Saxony,Urban regions,No,0.97966,467,467,0.96684,0.99248
2021,Lower Saxony,Rural regions,No,0.97129,568,568,0.95754,0.98503
2021,North Rhine-Westphalia,Urban regions,Yes,0.01620,49,2234,0.01096,0.02144
2021,North Rhine-Westphalia,Urban regions,No,0.98380,2185,2234,0.97856,0.98904
2021,North Rhine-Westphalia,Rural regions,No,0.87342,44,44,0.77404,0.97281
2021,Hesse,Urban regions,No,0.99197,547,547,0.98449,0.99946
2021,Hesse,Rural regions,No,0.99695,138,138,0.98773,1.00618
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96657,404,404,0.94902,0.98412
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99526,118,118,0.98281,1.00771
2021,Baden-Wuerttemberg,Urban regions,No,0.98321,1079,1079,0.97554,0.99088
2021,Baden-Wuerttemberg,Rural regions,No,0.98201,113,113,0.95739,1.00663
2021,Bavaria,Urban regions,No,0.99085,867,867,0.98451,0.99719
2021,Bavaria,Rural regions,No,0.97650,846,846,0.96629,0.98671
2021,Berlin,Urban regions,No,0.97698,543,543,0.96435,0.98960
2021,Brandenburg,Urban regions,No,0.99187,39,39,0.96332,1.02042
2021,Brandenburg,Rural regions,No,0.97478,392,392,0.95924,0.99032
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.96552,48,48,0.91336,1.01768
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.96834,200,200,0.94401,0.99266
2021,Saxony,Urban regions,No,0.99142,387,387,0.98221,1.00062
2021,Saxony,Rural regions,No,0.96656,330,330,0.94714,0.98599
2021,Saxony-Anhalt,Urban regions,No,0.98306,79,79,0.95442,1.01170
2021,Saxony-Anhalt,Rural regions,No,0.95629,278,278,0.93221,0.98037
2021,Thuringa,Urban regions,No,0.99717,135,135,0.98818,1.00616
2021,Thuringa,Rural regions,No,0.93390,232,232,0.90186,0.96594
