year,sampreg,sex,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,Westdeutschland,maennlich,Nein,0.5638372913237715,13742,0.5555458074024843,0.5721287752450587
1986,Westdeutschland,weiblich,Nein,0.4361627086762285,13742,0.4278712247549413,0.44445419259751573
1988,Westdeutschland,maennlich,Nein,0.5672396359959555,12817,0.558661954764,0.575817317227911
1988,Westdeutschland,weiblich,Nein,0.4327603640040445,12817,0.4241826827720891,0.4413380452359999
1989,Westdeutschland,maennlich,Nein,0.563254593175853,12393,0.5545221777002942,0.5719870086514118
1989,Westdeutschland,weiblich,Nein,0.436745406824147,12393,0.42801299134858817,0.4454778222997058
1990,Westdeutschland,maennlich,Nein,0.33755916159567273,18165,0.3306823540696444,0.34443596912170105
1990,Westdeutschland,weiblich,Nein,0.28160919540229884,18165,0.2750682252330515,0.28815016557154616
1990,Ostdeutschland,maennlich,Nein,0.19066937119675456,18165,0.18495666583317924,0.19638207656032988
1990,Ostdeutschland,weiblich,Nein,0.19016227180527384,18165,0.18445538114879134,0.19586916246175634
1991,Westdeutschland,maennlich,Nein,0.3488205861329521,17756,0.341810313823567,0.35583085844233714
1991,Westdeutschland,weiblich,Nein,0.30164403145103647,17756,0.2948930129832336,0.3083950499188393
1991,Ostdeutschland,maennlich,Nein,0.18066476054324518,17756,0.17500561263113867,0.18632390845535168
1991,Ostdeutschland,weiblich,Nein,0.16887062187276627,17756,0.16336007283641776,0.17438117090911479
1992,Westdeutschland,maennlich,Nein,0.3952600923880297,17350,0.38798510691703203,0.4025350778590274
1992,Westdeutschland,weiblich,Nein,0.32054629443663385,17350,0.3136019436937519,0.3274906451795158
1992,Ostdeutschland,maennlich,Nein,0.14420566378790922,17350,0.1389783063825024,0.14943302119331606
1992,Ostdeutschland,weiblich,Nein,0.1399879493874272,17350,0.13482492797666734,0.14515097079818706
1993,Westdeutschland,maennlich,Nein,0.40842191332788225,16993,0.4010312809615085,0.415812545694256
1993,Westdeutschland,weiblich,Nein,0.3385118560915781,16993,0.33139695254420926,0.3456267596389469
1993,Ostdeutschland,maennlich,Nein,0.13000817661488143,16993,0.12495151419005386,0.135064839039709
1993,Ostdeutschland,weiblich,Nein,0.12305805396565822,16993,0.11811879853517454,0.1279973093961419
1994,Westdeutschland,maennlich,Nein,0.40390951021304633,16642,0.3964544449707573,0.41136457545533534
