year,quintil_oecd,sampreg,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,1. Quintil,West,2.0,0.6345260223048327,10583,0.6253510529569752,0.6437009916526901
1986,2. Quintil,West,2.0,0.36547397769516726,10583,0.3562990083473099,0.37464894704302465
1988,1. Quintil,West,2.0,0.6446384039900249,9970,0.6352432949378388,0.654033513042211
1988,2. Quintil,West,2.0,0.3553615960099751,9970,0.3459664869577889,0.36475670506216124
1989,1. Quintil,West,2.0,0.6483459234175567,9662,0.638824896889509,0.6578669499456044
1989,2. Quintil,West,2.0,0.35165407658244335,9662,0.3421330500543957,0.361175103110491
1990,1. Quintil,West,2.0,0.4013389121338912,13886,0.39318598350077705,0.4094918407670054
1990,1. Quintil,East,2.0,0.28451882845188287,13886,0.27701432258440023,0.2920233343193655
1990,2. Quintil,West,2.0,0.21774058577405858,13886,0.2108760276986439,0.22460514384947328
1990,2. Quintil,East,2.0,0.09640167364016737,13886,0.09149262328756265,0.10131072399277209
1991,1. Quintil,West,2.0,0.42571276784133166,13586,0.4173983243788125,0.4340272113038508
1991,1. Quintil,East,2.0,0.2477421639808748,13586,0.24048288328322337,0.25500144467852626
1991,2. Quintil,West,2.0,0.2254294315565787,13586,0.21840281799326614,0.2324560451198913
1991,2. Quintil,East,2.0,0.10111563662121481,13586,0.09604606410904848,0.10618520913338114
1992,1. Quintil,West,2.0,0.46914808917197454,13316,0.4606717008107091,0.47762447753324
1992,2. Quintil,West,2.0,0.245421974522293,13316,0.23811263765316357,0.2527313113914224
1992,1. Quintil,East,2.0,0.19745222929936307,13316,0.19069084462038813,0.204213613978338
1992,2. Quintil,East,2.0,0.08797770700636942,13316,0.08316645367862477,0.09278896033411407
1993,1. Quintil,West,2.0,0.5018203883495146,13101,0.493258472126617,0.5103823045724122
1993,2. Quintil,West,2.0,0.24393203883495146,13101,0.23657812243634818,0.25128595523355474
1993,1. Quintil,East,2.0,0.18021844660194175,13101,0.1736365275038434,0.1868003657000401
1993,2. Quintil,East,2.0,0.07402912621359223,13101,0.06954576404521598,0.07851248838196848
1994,1. Quintil,West,2.0,0.5159110723626853,12873,0.5072779840069632,0.5245441607184074
1994,2. Quintil,West,2.0,0.22755013077593722,12873,0.2203076077696077,0.23479265378226674
1994,1. Quintil,East,2.0,0.17545771578029642,12873,0.16888705739602689,0.18202837416456596
1994,2. Quintil,East,2.0,0.08108108108108109,12873,0.07636572440939772,0.08579643775276445
1995,3. Quintil,West,2.0,0.2693147097337407,13284,0.26177096720102017,0.2768584522664613
1995,2. Quintil,West,2.0,0.20798777826276735,13284,0.2010857539074946,0.21488980261804008
1995,4. Quintil,West,2.0,0.17852466171977302,13284,0.17201230753602872,0.18503701590351732
1995,3. Quintil,East,2.0,0.11501527717154081,13284,0.1095898081270219,0.12044074621605971
1995,2. Quintil,East,2.0,0.10192055870798777,13284,0.09677562346220647,0.10706549395376908
1995,5. Quintil,West,2.0,0.08555216062854648,13284,0.08079567051895614,0.09030865073813682
