"plb0196_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","(noch) kein Abschluss","2","","","",""
"Ja","1995","(noch) kein Abschluss","3","","","",""
"Ja","1995","(noch) kein Abschluss","4","","","",""
"Ja","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Hauptschule","2","","","",""
"Ja","1995","Hauptschule","3","","","",""
"Ja","1995","Hauptschule","4","","","",""
"Ja","1995","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Realschule","2","","","",""
"Ja","1995","Realschule","3","","","",""
"Ja","1995","Realschule","4","","","",""
"Ja","1995","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","(Fach-)Abitur","2","","","",""
"Ja","1995","(Fach-)Abitur","3","","","",""
"Ja","1995","(Fach-)Abitur","4","","","",""
"Ja","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","AkademikerIn","2","","","",""
"Ja","1995","AkademikerIn","3","","","",""
"Ja","1995","AkademikerIn","4","","","",""
"Ja","1995","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","92","1","1","1"
"Nein","1995","(noch) kein Abschluss","2","65","1","1","1"
"Nein","1995","(noch) kein Abschluss","3","32","1","1","1"
"Nein","1995","(noch) kein Abschluss","4","17","","",""
"Nein","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Nein","1995","Hauptschule","1 Einkommensschwächstes Quintil","704","1","1","1"
"Nein","1995","Hauptschule","2","653","1","1","1"
"Nein","1995","Hauptschule","3","373","1","1","1"
"Nein","1995","Hauptschule","4","217","1","1","1"
"Nein","1995","Hauptschule","5 Einkommensstärkstes Quintil","78","1","1","1"
"Nein","1995","Realschule","1 Einkommensschwächstes Quintil","416","1","1","1"
"Nein","1995","Realschule","2","355","1","1","1"
"Nein","1995","Realschule","3","203","1","1","1"
"Nein","1995","Realschule","4","165","1","1","1"
"Nein","1995","Realschule","5 Einkommensstärkstes Quintil","67","1","1","1"
"Nein","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","124","1","1","1"
"Nein","1995","(Fach-)Abitur","2","97","1","1","1"
"Nein","1995","(Fach-)Abitur","3","64","1","1","1"
"Nein","1995","(Fach-)Abitur","4","53","1","1","1"
"Nein","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","29","","",""
"Nein","1995","AkademikerIn","1 Einkommensschwächstes Quintil","121","1","1","1"
"Nein","1995","AkademikerIn","2","149","1","1","1"
"Nein","1995","AkademikerIn","3","138","1","1","1"
"Nein","1995","AkademikerIn","4","107","1","1","1"
"Nein","1995","AkademikerIn","5 Einkommensstärkstes Quintil","121","1","1","1"
"Ja","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(noch) kein Abschluss","2","","","",""
"Ja","1996","(noch) kein Abschluss","3","","","",""
"Ja","1996","(noch) kein Abschluss","4","","","",""
"Ja","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Hauptschule","2","","","",""
"Ja","1996","Hauptschule","3","","","",""
"Ja","1996","Hauptschule","4","","","",""
"Ja","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Realschule","2","","","",""
"Ja","1996","Realschule","3","","","",""
"Ja","1996","Realschule","4","","","",""
"Ja","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Fach-)Abitur","2","","","",""
"Ja","1996","(Fach-)Abitur","3","","","",""
"Ja","1996","(Fach-)Abitur","4","","","",""
"Ja","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","AkademikerIn","2","","","",""
"Ja","1996","AkademikerIn","3","","","",""
"Ja","1996","AkademikerIn","4","","","",""
"Ja","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","78","1","1","1"
"Nein","1996","(noch) kein Abschluss","2","78","1","1","1"
"Nein","1996","(noch) kein Abschluss","3","20","","",""
"Nein","1996","(noch) kein Abschluss","4","14","","",""
"Nein","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Nein","1996","Hauptschule","1 Einkommensschwächstes Quintil","629","1","1","1"
"Nein","1996","Hauptschule","2","627","1","1","1"
"Nein","1996","Hauptschule","3","380","1","1","1"
"Nein","1996","Hauptschule","4","228","1","1","1"
"Nein","1996","Hauptschule","5 Einkommensstärkstes Quintil","93","1","1","1"
"Nein","1996","Realschule","1 Einkommensschwächstes Quintil","372","1","1","1"
"Nein","1996","Realschule","2","330","1","1","1"
"Nein","1996","Realschule","3","250","1","1","1"
"Nein","1996","Realschule","4","154","1","1","1"
"Nein","1996","Realschule","5 Einkommensstärkstes Quintil","77","1","1","1"
"Nein","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","101","1","1","1"
"Nein","1996","(Fach-)Abitur","2","98","1","1","1"
"Nein","1996","(Fach-)Abitur","3","76","1","1","1"
"Nein","1996","(Fach-)Abitur","4","46","1","1","1"
"Nein","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","26","","",""
"Nein","1996","AkademikerIn","1 Einkommensschwächstes Quintil","106","1","1","1"
"Nein","1996","AkademikerIn","2","160","1","1","1"
"Nein","1996","AkademikerIn","3","130","1","1","1"
"Nein","1996","AkademikerIn","4","109","1","1","1"
"Nein","1996","AkademikerIn","5 Einkommensstärkstes Quintil","123","1","1","1"
"Ja","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(noch) kein Abschluss","2","","","",""
"Ja","1997","(noch) kein Abschluss","3","","","",""
"Ja","1997","(noch) kein Abschluss","4","","","",""
