year,migback,regtyp,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,No migration background,Urban regions,2.0,0.4858271375464684,10583,0.4763047219039673,0.4953495531889695
1986,Direct migration background,Urban regions,2.0,0.29182156133828996,10583,0.283160288656231,0.3004828340203489
1986,No migration background,Rural regions,2.0,0.1675185873605948,10583,0.1604036603843878,0.1746335143368018
1986,Direct migration background,Rural regions,2.0,0.03856877323420074,10583,0.03489993386392943,0.042237612604472057
1986,Indirect migration background,Urban regions,2.0,0.013011152416356878,10583,0.01085208761055556,0.015170217222158194
1986,Indirect migration background,Rural regions,2.0,0.0032527881040892194,10583,0.00216793215582138,0.004337644052357059
1988,No migration background,Urban regions,2.0,0.49326683291770573,9970,0.48345298971258377,0.5030806761228277
1988,Direct migration background,Urban regions,2.0,0.2793017456359102,9970,0.27049486617367174,0.28810862509814866
1988,No migration background,Rural regions,2.0,0.1655860349127182,9970,0.15828959303033546,0.17288247679510094
1988,Direct migration background,Rural regions,2.0,0.03965087281795511,9970,0.03582042596390143,0.04348131967200879
1988,Indirect migration background,Urban regions,2.0,0.017955112219451373,9970,0.015348549234370632,0.02056167520453211
1988,Indirect migration background,Rural regions,2.0,0.004239401496259352,9970,0.002964025510403798,0.0055147774821149055
1989,No migration background,Urban regions,2.0,0.5011721802552748,9662,0.4912022673217776,0.5111420931887719
1989,Direct migration background,Urban regions,2.0,0.27507163323782235,9662,0.2661674722200865,0.2839757942555582
1989,No migration background,Rural regions,2.0,0.1581140922115134,9662,0.1508390676440932,0.16538911677893361
1989,Direct migration background,Rural regions,2.0,0.04011461318051576,9662,0.03620185012522545,0.044027376235806076
1989,Indirect migration background,Urban regions,2.0,0.021099244594946602,9662,0.018233580119180654,0.02396490907071255
1989,Indirect migration background,Rural regions,2.0,0.004428236519927064,9662,0.0031042784085325093,0.0057521946313216195
1990,No migration background,Urban regions,2.0,0.42305747513905273,13886,0.4148400935845778,0.43127485669352766
1990,No migration background,Rural regions,2.0,0.3461992246755436,13886,0.3382860044564866,0.3541124448946006
1990,Direct migration background,Urban regions,2.0,0.1752907466711613,13886,0.16896666572550262,0.18161482761681996
