year,pgisced97,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,middle vocational,Nein,0.5028598665395615,13742,0.49450010288318785,0.5112196301959351
1986,general elemantary,Nein,0.25238322211630126,13742,0.24512047606131393,0.2596459681712886
1986,inadequately,Nein,0.08341277407054337,13742,0.07878966348603045,0.0880358846550563
1986,higher education,Nein,0.07721639656816015,13742,0.07275330498039013,0.08167948815593017
1986,higher vocational,Nein,0.055529075309818876,13742,0.05170007310509622,0.05935807751454153
1986,vocational + Abi,Nein,0.0278836987607245,13742,0.02513095743198632,0.030636440089462678
1986,in school,Nein,0.0007149666348903718,13742,0.0002680580695787394,0.001161875200202004
1988,middle vocational,Nein,0.5039856004114168,12817,0.49532956378204773,0.5126416370407859
1988,general elemantary,Nein,0.25944973000771404,12817,0.25186104086557815,0.26703841914984994
1988,higher education,Nein,0.07971200822833634,12817,0.0750229391343851,0.08440107732228758
1988,inadequately,Nein,0.0737978914888146,12817,0.069271649817768,0.07832413315986121
1988,higher vocational,Nein,0.054512728207765496,12817,0.0505823016880164,0.058443154727514594
1988,vocational + Abi,Nein,0.027770635124710723,12817,0.024925911021898218,0.030615359227523228
1988,in school,Nein,0.0007714065312419646,12817,0.00029074766077543534,0.0012520654017084938
1989,middle vocational,Nein,0.5017365749398878,12393,0.4929334831264783,0.5105396667532973
1989,general elemantary,Nein,0.2647608869890462,12393,0.2569928897700652,0.27252888420802723
1989,higher education,Nein,0.07881378573336896,12393,0.07406980784674297,0.08355776361999495
1989,inadequately,Nein,0.06812717071867486,12393,0.06369101944009709,0.07256332199725263
1989,higher vocational,Nein,0.05663905957787871,12393,0.05256933697094243,0.060708782184814986
1989,vocational + Abi,Nein,0.028319529788939354,12393,0.025398926280674586,0.031240133297204122
1989,in school,Nein,0.0016029922522041143,12393,0.0008986476454475615,0.002307336858960667
1990,middle vocational,Nein,0.5477292202227935,18165,0.540491186698258,0.5549672537473289
1990,general elemantary,Nein,0.19143101970865467,18165,0.18570960978770482,0.19715242962960453
1990,higher education,Nein,0.1299057412167952,18165,0.1250165649560029,0.1347949174775875
1990,higher vocational,Nein,0.05809768637532134,18165,0.05469579281596321,0.06149957993467947
1990,inadequately,Nein,0.0467866323907455,18165,0.04371552979089243,0.04985773499059857
1990,vocational + Abi,Nein,0.02519280205655527,18165,0.022913845894878236,0.027471758218232306
1990,in school,Nein,0.000856898029134533,18165,0.00043138115260426917,0.001282414905664797
1991,middle vocational,Nein,0.5332364693062114,17756,0.5258982297795344,0.5405747088328884
1991,general elemantary,Nein,0.1910642934980022,17756,0.18528159868819924,0.19684698830780514
1991,higher education,Nein,0.13221939702143118,17756,0.127237026074076,0.13720176796878636
1991,higher vocational,Nein,0.06284053759535052,17756,0.059271014499356706,0.06641006069134434
1991,inadequately,Nein,0.04921903378132946,17756,0.04603710624825807,0.052400961314400855
1991,vocational + Abi,Nein,0.02869596803487105,17756,0.02624028935962889,0.03115164671011321
1991,in school,Nein,0.0027243007628042137,17756,0.0019576127951823853,0.003490988730426042
1992,middle vocational,Nein,0.5264447620992444,17350,0.5190151171743055,0.5338744070241833
1992,general elemantary,Nein,0.20277721053706352,17350,0.19679439302047166,0.20876002805365537
1992,higher education,Nein,0.12497447416785787,17350,0.12005376891353065,0.1298951794221851
1992,higher vocational,Nein,0.0665713702266694,17350,0.06286208150992711,0.07028065894341168
1992,inadequately,Nein,0.04819277108433735,17350,0.045005846541728435,0.05137969562694627
1992,vocational + Abi,Nein,0.027772105370635083,17350,0.025327015802842096,0.03021719493842807
1992,in school,Nein,0.0032673065141923625,17350,0.00241814437403767,0.004116468654347056
1993,middle vocational,Nein,0.5313868613138686,16993,0.5238838832074776,0.5388898394202596
1993,general elemantary,Nein,0.19624608967674662,16993,0.19027459433276234,0.2022175850207309
1993,higher education,Nein,0.12116788321167883,16993,0.11626142885622592,0.12607433756713174
1993,higher vocational,Nein,0.0667361835245047,16993,0.06298382834244606,0.07048853870656333
1993,inadequately,Nein,0.05088633993743483,16993,0.04758203010968304,0.054190649765186616
1993,vocational + Abi,Nein,0.032116788321167884,16993,0.02946585639357194,0.03476772024876383
1993,in school,Nein,0.00145985401459854,16993,0.0008857923816737957,0.0020339156475232844
1994,middle vocational,Nein,0.5322254659779924,16642,0.5246445894123943,0.5398063425435904
1994,general elemantary,Nein,0.18279811363125983,16642,0.17692587294674195,0.18867035431577772
1994,higher education,Nein,0.13294408264091623,16642,0.12778572592560836,0.1381024393562241
1994,higher vocational,Nein,0.07208623399955086,16642,0.06815677021941913,0.07601569777968259
1994,inadequately,Nein,0.04873119245452504,16642,0.04545998219198497,0.05200240271706511
1994,vocational + Abi,Nein,0.029193801931282282,16642,0.026636011776958887,0.03175159208560568
1994,in school,Nein,0.0020211093644733886,16642,0.0013387566913493653,0.002703462037597412
1995,middle vocational,Nein,0.5365743866756696,17246,0.5291319205595739,0.5440168527917653
1995,general elemantary,Nein,0.174881836596894,17246,0.16921236861538186,0.18055130457840612
1995,higher education,Nein,0.14314652261985145,17246,0.13791948575022467,0.14837355948947822
1995,higher vocational,Nein,0.06639657888813864,17246,0.06268066236555966,0.07011249541071762
1995,inadequately,Nein,0.04051316677920324,17246,0.03757057859937264,0.04345575495903384
1995,vocational + Abi,Nein,0.03646185010128292,17246,0.03366437848732317,0.039259321715242664
1995,in school,Nein,0.002025658338960162,17246,0.0013546086701721883,0.002696708007748136
1996,middle vocational,Nein,0.5356065877986546,16862,0.5280787975591772,0.5431343780381319
1996,general elemantary,Nein,0.17582927395035955,16862,0.17008340505241132,0.18157514284830778
1996,higher education,Nein,0.1456738575736488,16862,0.14034904669779733,0.1509986684495003
1996,higher vocational,Nein,0.06518209232196706,16862,0.0614562095281829,0.06890797511575122
1996,inadequately,Nein,0.03920204128972396,16862,0.03627268696523662,0.0421313956142113
1996,vocational + Abi,Nein,0.037578288100208766,16862,0.03470781996145329,0.04044875623896424
1996,in school,Nein,0.0009278589654372535,16862,0.0004683003232879463,0.0013874176075865607
1997,middle vocational,Nein,0.5714285714285714,16487,0.5638745565585652,0.5789825862985776
1997,general elemantary,Nein,0.1414141414141414,16487,0.13609522043207598,0.14673306239620684
1997,higher education,Nein,0.13997113997113997,16487,0.1346749809727511,0.14526729896952884
1997,higher vocational,Nein,0.0772005772005772,16487,0.07312631304440582,0.08127484135674858
1997,vocational + Abi,Nein,0.04401154401154401,16487,0.04088045885925087,0.047142629163837144
1997,inadequately,Nein,0.024531024531024532,16487,0.02216973182041891,0.026892317241630152
1997,in school,Nein,0.001443001443001443,16487,0.000863565988888596,0.00202243689711429
