"plb0196_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1986","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1986","Hauptschule","Westdeutschland","","","",""
"Ja","1986","Hauptschule","Ostdeutschland","","","",""
"Ja","1986","Realschule","Westdeutschland","","","",""
"Ja","1986","Realschule","Ostdeutschland","","","",""
"Ja","1986","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1986","AkademikerIn","Westdeutschland","","","",""
"Ja","1986","AkademikerIn","Ostdeutschland","","","",""
"Nein","1986","(noch) kein Abschluss","Westdeutschland","388","1","1","1"
"Nein","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","1986","Hauptschule","Westdeutschland","2522","","",""
"Nein","1986","Hauptschule","Ostdeutschland","","","",""
"Nein","1986","Realschule","Westdeutschland","713","1","1","1"
"Nein","1986","Realschule","Ostdeutschland","","","",""
"Nein","1986","(Fach-)Abitur","Westdeutschland","289","","",""
"Nein","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","1986","AkademikerIn","Westdeutschland","324","1","1","1"
"Nein","1986","AkademikerIn","Ostdeutschland","","","",""
"Ja","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1987","Hauptschule","Westdeutschland","","","",""
"Ja","1987","Hauptschule","Ostdeutschland","","","",""
"Ja","1987","Realschule","Westdeutschland","","","",""
"Ja","1987","Realschule","Ostdeutschland","","","",""
"Ja","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1987","AkademikerIn","Westdeutschland","","","",""
"Ja","1987","AkademikerIn","Ostdeutschland","","","",""
"Nein","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","1987","Hauptschule","Westdeutschland","","","",""
"Nein","1987","Hauptschule","Ostdeutschland","","","",""
"Nein","1987","Realschule","Westdeutschland","","","",""
"Nein","1987","Realschule","Ostdeutschland","","","",""
"Nein","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","1987","AkademikerIn","Westdeutschland","","","",""
"Nein","1987","AkademikerIn","Ostdeutschland","","","",""
"Ja","1988","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1988","Hauptschule","Westdeutschland","","","",""
"Ja","1988","Hauptschule","Ostdeutschland","","","",""
"Ja","1988","Realschule","Westdeutschland","","","",""
"Ja","1988","Realschule","Ostdeutschland","","","",""
"Ja","1988","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1988","AkademikerIn","Westdeutschland","","","",""
"Ja","1988","AkademikerIn","Ostdeutschland","","","",""
"Nein","1988","(noch) kein Abschluss","Westdeutschland","324","1","1","1"
"Nein","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","1988","Hauptschule","Westdeutschland","2322","","",""
"Nein","1988","Hauptschule","Ostdeutschland","","","",""
"Nein","1988","Realschule","Westdeutschland","719","1","1","1"
"Nein","1988","Realschule","Ostdeutschland","","","",""
"Nein","1988","(Fach-)Abitur","Westdeutschland","251","","",""
"Nein","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","1988","AkademikerIn","Westdeutschland","310","1","1","1"
"Nein","1988","AkademikerIn","Ostdeutschland","","","",""
"Ja","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1989","Hauptschule","Westdeutschland","","","",""
"Ja","1989","Hauptschule","Ostdeutschland","","","",""
"Ja","1989","Realschule","Westdeutschland","","","",""
"Ja","1989","Realschule","Ostdeutschland","","","",""
"Ja","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1989","AkademikerIn","Westdeutschland","","","",""
"Ja","1989","AkademikerIn","Ostdeutschland","","","",""
"Nein","1989","(noch) kein Abschluss","Westdeutschland","304","1","1","1"
"Nein","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","1989","Hauptschule","Westdeutschland","2225","","",""
"Nein","1989","Hauptschule","Ostdeutschland","","","",""
"Nein","1989","Realschule","Westdeutschland","671","1","1","1"
"Nein","1989","Realschule","Ostdeutschland","","","",""
"Nein","1989","(Fach-)Abitur","Westdeutschland","263","","",""
"Nein","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","1989","AkademikerIn","Westdeutschland","295","","",""
"Nein","1989","AkademikerIn","Ostdeutschland","","","",""
"Ja","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1990","Hauptschule","Westdeutschland","","","",""
"Ja","1990","Hauptschule","Ostdeutschland","","","",""
"Ja","1990","Realschule","Westdeutschland","","","",""
"Ja","1990","Realschule","Ostdeutschland","","","",""
"Ja","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1990","AkademikerIn","Westdeutschland","","","",""
"Ja","1990","AkademikerIn","Ostdeutschland","","","",""
"Nein","1990","(noch) kein Abschluss","Westdeutschland","300","1","1","1"
"Nein","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","1990","Hauptschule","Westdeutschland","2117","","",""
"Nein","1990","Hauptschule","Ostdeutschland","","","",""
"Nein","1990","Realschule","Westdeutschland","662","1","1","1"
"Nein","1990","Realschule","Ostdeutschland","","","",""
"Nein","1990","(Fach-)Abitur","Westdeutschland","259","","",""
"Nein","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","1990","AkademikerIn","Westdeutschland","266","","",""
"Nein","1990","AkademikerIn","Ostdeutschland","","","",""
"Ja","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","1991","Hauptschule","Westdeutschland","","","",""
"Ja","1991","Hauptschule","Ostdeutschland","","","",""
"Ja","1991","Realschule","Westdeutschland","","","",""
"Ja","1991","Realschule","Ostdeutschland","","","",""
"Ja","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","1991","AkademikerIn","Westdeutschland","","","",""
"Ja","1991","AkademikerIn","Ostdeutschland","","","",""
