year,bula_h,sex,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,Nordrhein-Westfalen,maennlich,Nein,0.1598871384904773,13742,0.15375930887816627,0.16601496810278835
1986,Baden-Wuerttemberg,maennlich,Nein,0.11215612508817305,13742,0.10688005083640685,0.11743219933993924
1986,Nordrhein-Westfalen,weiblich,Nein,0.10557253703268281,13742,0.10043471400192315,0.11071036006344247
1986,Bayern,maennlich,Nein,0.09240536092170233,13742,0.08756335134507089,0.09724737049833378
1986,Baden-Wuerttemberg,weiblich,Nein,0.09193510463202445,13742,0.08710418035692087,0.09676602890712803
1986,Bayern,weiblich,Nein,0.08229485069362803,13742,0.07770002528101311,0.08688967610624296
1986,Hessen,maennlich,Nein,0.05290383258876087,13742,0.04916124729664358,0.05664641788087816
1986,Niedersachsen,maennlich,Nein,0.050082294850693626,13742,0.04643545912362453,0.05372913057776272
1986,Hessen,weiblich,Nein,0.04608511638843169,13742,0.04257948494118372,0.04959074783567966
1986,Niedersachsen,weiblich,Nein,0.0423230660710087,13742,0.03895694932709641,0.04568918281492099
1986,"Rheinland-Pfalz,Saarland",maennlich,Nein,0.039736656477780394,13742,0.03647061319734031,0.04300269975822048
1986,"Rheinland-Pfalz,Saarland",weiblich,Nein,0.02868563367035034,13742,0.025894740394234495,0.03147652694646618
1986,Berlin,maennlich,Nein,0.02116153303550435,13742,0.018755175380156357,0.02356789069085234
1986,Schleswig-Holstein,maennlich,Nein,0.018104867152598167,13742,0.01587560406942447,0.020334130235771863
1986,Berlin,weiblich,Nein,0.01598871384904773,13742,0.013891523241317982,0.018085904456777477
1986,Hamburg,maennlich,Nein,0.01269691982130261,13742,0.01082492116026089,0.01456891848234433
1986,Schleswig-Holstein,weiblich,Nein,0.010815894662591112,13742,0.009086473024771863,0.01254531630041036
1986,Hamburg,weiblich,Nein,0.009169997648718552,13742,0.0075762656747296354,0.010763729622707469
1986,Bremen,maennlich,Nein,0.0047025628967787446,13742,0.003558697694072523,0.005846428099484966
1986,Bremen,weiblich,Nein,0.003291794027745121,13742,0.0023340897160609043,0.004249498339429338
1988,Nordrhein-Westfalen,maennlich,Nein,0.1506572295247725,12817,0.14446425398290988,0.15685020506663513
1988,Baden-Wuerttemberg,maennlich,Nein,0.11147623862487362,12817,0.10602759308789357,0.11692488416185366
1988,Nordrhein-Westfalen,weiblich,Nein,0.10566228513650151,12817,0.1003403000716954,0.11098427020130762
1988,Bayern,maennlich,Nein,0.09529828109201213,12817,0.09021483619181583,0.10038172599220843
1988,Baden-Wuerttemberg,weiblich,Nein,0.0872093023255814,12817,0.0823246923954452,0.0920939122557176
1988,Bayern,weiblich,Nein,0.08468149646107179,12817,0.07986153836910312,0.08950145455304045
1988,Hessen,maennlich,Nein,0.06193124368048534,12817,0.05775837117699825,0.06610411618397243
1988,Niedersachsen,maennlich,Nein,0.0551061678463094,12817,0.05115564578334252,0.05905668990927628
1988,Hessen,weiblich,Nein,0.04575328614762386,12817,0.042135820949369136,0.04937075134587859
1988,Niedersachsen,weiblich,Nein,0.0455005055611729,12817,0.04189256942403165,0.04910844169831416
1988,"Rheinland-Pfalz,Saarland",maennlich,Nein,0.03816986855409504,12817,0.034852662873128125,0.04148707423506196
1988,"Rheinland-Pfalz,Saarland",weiblich,Nein,0.027300303336703743,12817,0.024479089496652336,0.03012151717675515
1988,Berlin,maennlich,Nein,0.023255813953488372,12817,0.020646543666256578,0.025865084240720166
1988,Schleswig-Holstein,maennlich,Nein,0.01870576339737108,12817,0.016360183549803828,0.021051343244938334
1988,Berlin,weiblich,Nein,0.015925176946410515,12817,0.013757876737470165,0.018092477155350867
1988,Schleswig-Holstein,weiblich,Nein,0.011122345803842264,12817,0.009306694869096337,0.01293799673858819
1988,Hamburg,maennlich,Nein,0.00910010111223458,12817,0.0074561046441948475,0.010744097580274312
1988,Hamburg,weiblich,Nein,0.006825075834175936,12817,0.005399699667644201,0.00825045200070767
1988,Bremen,maennlich,Nein,0.003538928210313448,12817,0.002510843443851837,0.004567012976775059
1988,Bremen,weiblich,Nein,0.002780586450960566,12817,0.0018689400062490197,0.003692232895672112
1989,Nordrhein-Westfalen,maennlich,Nein,0.15380577427821523,12393,0.14745408571721783,0.16015746283921264
1989,Baden-Wuerttemberg,maennlich,Nein,0.11128608923884514,12393,0.10574915614094293,0.11682302233674735
1989,Nordrhein-Westfalen,weiblich,Nein,0.1031496062992126,12393,0.09779457966249844,0.10850463293592677
1989,Baden-Wuerttemberg,weiblich,Nein,0.09370078740157481,12393,0.08857010339116833,0.09883147141198129
1989,Bayern,maennlich,Nein,0.09212598425196851,12393,0.08703417987481689,0.09721778862912013
1989,Bayern,weiblich,Nein,0.08451443569553806,12393,0.07961710935525525,0.08941176203582087
1989,Hessen,maennlich,Nein,0.06115485564304462,12393,0.056936139532781004,0.06537357175330823
1989,Niedersachsen,maennlich,Nein,0.05223097112860892,12393,0.04831370431546174,0.05614823794175611
1989,Hessen,weiblich,Nein,0.046456692913385826,12393,0.042751061639796674,0.05016232418697498
1989,Niedersachsen,weiblich,Nein,0.03753280839895013,12393,0.034186497063684894,0.04087911973421537
