"hlf0036","year","hhtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","1-Pers.- Haushalt","Westdeutschland","14","","",""
"Ja","2009","1-Pers.- Haushalt","Ostdeutschland","1","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","67","0.0256404054517291","0.0194959642152661","0.0317848466881922"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","13","","",""
"Ja","2009","Alleinerziehende","Westdeutschland","2","","",""
"Ja","2009","Alleinerziehende","Ostdeutschland","3","","",""
"Ja","2009","Paar mit Kind(ern)","Westdeutschland","76","0.030985503762781","0.0238494451990214","0.0381215623265407"
"Ja","2009","Paar mit Kind(ern)","Ostdeutschland","33","0.0317062460491277","0.0183890361064863","0.045023455991769"
"Ja","2009","Sonstige","Westdeutschland","3","","",""
"Ja","2009","Sonstige","Ostdeutschland","1","","",""
"Nein","2009","1-Pers.- Haushalt","Westdeutschland","2062","0.993846995481944","0.990483136370149","0.997210854593738"
"Nein","2009","1-Pers.- Haushalt","Ostdeutschland","699","0.998905097413163","0.996455194203901","1.00135500062242"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2475","0.974359594548271","0.968215153311808","0.980504035784734"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","913","0.98469205221096","0.976784331903209","0.99259977251871"
"Nein","2009","Alleinerziehende","Westdeutschland","447","0.996683672271733","0.991365868430142","1.00200147611332"
"Nein","2009","Alleinerziehende","Ostdeutschland","165","0.978492431815364","0.956555906389818","1.00042895724091"
"Nein","2009","Paar mit Kind(ern)","Westdeutschland","2189","0.969014496237219","0.961878437673459","0.976150554800979"
"Nein","2009","Paar mit Kind(ern)","Ostdeutschland","632","0.968293753950872","0.954976544008231","0.981610963893514"
"Nein","2009","Sonstige","Westdeutschland","101","0.966202884491591","0.931472834838112","1.00093293414507"
"Nein","2009","Sonstige","Ostdeutschland","28","","",""
"Ja","2010","1-Pers.- Haushalt","Westdeutschland","18","","",""
"Ja","2010","1-Pers.- Haushalt","Ostdeutschland","5","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","54","0.0189565192746014","0.0135040323589301","0.0244090061902727"
"Ja","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18","","",""
"Ja","2010","Alleinerziehende","Westdeutschland","21","","",""
"Ja","2010","Alleinerziehende","Ostdeutschland","2","","",""
"Ja","2010","Paar mit Kind(ern)","Westdeutschland","212","0.0384158139228324","0.0328102436654946","0.0440213841801701"
"Ja","2010","Paar mit Kind(ern)","Ostdeutschland","51","0.0450265096748838","0.0328660132630952","0.0571870060866723"
"Ja","2010","Sonstige","Westdeutschland","1","","",""
"Ja","2010","Sonstige","Ostdeutschland","1","","",""
"Nein","2010","1-Pers.- Haushalt","Westdeutschland","1946","0.991644661192339","0.98761899814697","0.995670324237709"
"Nein","2010","1-Pers.- Haushalt","Ostdeutschland","657","0.995007496324317","0.989638520241728","1.00037647240691"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2349","0.981043480725399","0.975590993809727","0.98649596764107"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","847","0.984922523675256","0.976801600547625","0.993043446802887"
"Nein","2010","Alleinerziehende","Westdeutschland","1403","0.991053308136653","0.986162587635881","0.995944028637424"
"Nein","2010","Alleinerziehende","Ostdeutschland","406","0.996634849792941","0.991015471477961","1.00225422810792"
"Nein","2010","Paar mit Kind(ern)","Westdeutschland","4304","0.961584186077168","0.95597861581983","0.967189756334505"
"Nein","2010","Paar mit Kind(ern)","Ostdeutschland","1066","0.954973490325116","0.942812993913328","0.967133986736905"
"Nein","2010","Sonstige","Westdeutschland","128","0.997959300795724","0.990171781271934","1.00574682031951"
"Nein","2010","Sonstige","Ostdeutschland","33","0.96773704944434","0.908343489367488","1.02713060952119"
"Ja","2011","1-Pers.- Haushalt","Westdeutschland","25","","",""
"Ja","2011","1-Pers.- Haushalt","Ostdeutschland","3","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","99","0.0307506329458545","0.0247867048958793","0.0367145609958297"
"Ja","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","21","","",""
"Ja","2011","Alleinerziehende","Westdeutschland","27","","",""
"Ja","2011","Alleinerziehende","Ostdeutschland","6","","",""
"Ja","2011","Paar mit Kind(ern)","Westdeutschland","297","0.0512873950477696","0.045126245861702","0.0574485442338373"
"Ja","2011","Paar mit Kind(ern)","Ostdeutschland","50","0.0450604113350066","0.0331487961875166","0.0569720264824965"
"Ja","2011","Sonstige","Westdeutschland","4","","",""
"Ja","2011","Sonstige","Ostdeutschland","2","","",""
"Nein","2011","1-Pers.- Haushalt","Westdeutschland","2572","0.990243946021281","0.986463697854507","0.994024194188056"
"Nein","2011","1-Pers.- Haushalt","Ostdeutschland","874","0.990885571896532","0.984595946813244","0.99717519697982"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3120","0.969249367054146","0.96328543900417","0.975213295104121"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1041","0.98232656017638","0.974402015489895","0.990251104862864"
"Nein","2011","Alleinerziehende","Westdeutschland","1744","0.989538313484109","0.9847996489065","0.994276978061718"
"Nein","2011","Alleinerziehende","Ostdeutschland","513","0.988495302748923","0.979320656787355","0.997669948710492"
"Nein","2011","Paar mit Kind(ern)","Westdeutschland","4627","0.94871260495223","0.942551455766163","0.954873754138298"
"Nein","2011","Paar mit Kind(ern)","Ostdeutschland","1115","0.954939588664993","0.943027973517503","0.966851203812483"
"Nein","2011","Sonstige","Westdeutschland","166","0.983809254020197","0.964837280424229","1.00278122761616"
"Nein","2011","Sonstige","Ostdeutschland","45","0.964838826502381","0.912181569957924","1.01749608304684"
"Ja","2012","1-Pers.- Haushalt","Westdeutschland","36","0.0132519417645113","0.00895057897627129","0.0175533045527513"
"Ja","2012","1-Pers.- Haushalt","Ostdeutschland","2","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","101","0.0323852989870764","0.0263151589788112","0.0384554389953417"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","25","","",""
"Ja","2012","Alleinerziehende","Westdeutschland","27","","",""
"Ja","2012","Alleinerziehende","Ostdeutschland","6","","",""
"Ja","2012","Paar mit Kind(ern)","Westdeutschland","271","0.0488472178356487","0.0426411697819322","0.0550532658893652"
"Ja","2012","Paar mit Kind(ern)","Ostdeutschland","56","0.0529923495142436","0.0396811566878036","0.0663035423406836"
"Ja","2012","Sonstige","Westdeutschland","4","","",""
"Ja","2012","Sonstige","Ostdeutschland","1","","",""
"Nein","2012","1-Pers.- Haushalt","Westdeutschland","2679","0.986748058235489","0.982446695447249","0.991049421023729"
"Nein","2012","1-Pers.- Haushalt","Ostdeutschland","924","0.994230645181866","0.989352555337439","0.999108735026293"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3166","0.967614701012924","0.961544561004658","0.973684841021189"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1070","0.971421962798237","0.961553234572249","0.981290691024225"
"Nein","2012","Alleinerziehende","Westdeutschland","1645","0.990588528850618","0.985960400875928","0.995216656825309"
"Nein","2012","Alleinerziehende","Ostdeutschland","495","0.99500611134065","0.988833605211249","1.00117861747005"
"Nein","2012","Paar mit Kind(ern)","Westdeutschland","4363","0.951152782164351","0.944946734110635","0.957358830218068"
"Nein","2012","Paar mit Kind(ern)","Ostdeutschland","1032","0.947007650485756","0.933696457659316","0.960318843312196"
"Nein","2012","Sonstige","Westdeutschland","162","0.967803005716603","0.940949858330285","0.99465615310292"
"Nein","2012","Sonstige","Ostdeutschland","48","0.985205471542902","0.951401788390673","1.01900915469513"
"Ja","2013","1-Pers.- Haushalt","Westdeutschland","36","0.0127141522518861","0.00864347419364731","0.016784830310125"
"Ja","2013","1-Pers.- Haushalt","Ostdeutschland","4","","",""
"Ja","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","116","0.0350436737983649","0.028954103256278","0.0411332443404519"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","23","","",""
"Ja","2013","Alleinerziehende","Westdeutschland","32","0.0153607975678196","0.00961517357371348","0.0211064215619256"
"Ja","2013","Alleinerziehende","Ostdeutschland","3","","",""
"Ja","2013","Paar mit Kind(ern)","Westdeutschland","287","0.0480405742519776","0.0424026832811238","0.0536784652228314"
"Ja","2013","Paar mit Kind(ern)","Ostdeutschland","53","0.0480647522778422","0.0353546015309832","0.0607749030247012"
"Ja","2013","Sonstige","Westdeutschland","11","","",""
"Ja","2013","Sonstige","Ostdeutschland","2","","",""
"Nein","2013","1-Pers.- Haushalt","Westdeutschland","2874","0.987285847748114","0.983215169689875","0.991356525806353"
"Nein","2013","1-Pers.- Haushalt","Ostdeutschland","892","0.989491208968825","0.982814284947395","0.996168132990256"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3387","0.964956326201635","0.958866755659548","0.971045896743722"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1072","0.972000247307146","0.962228970490148","0.981771524124145"
"Nein","2013","Alleinerziehende","Westdeutschland","1728","0.984639202432181","0.978893578438074","0.990384826426287"
"Nein","2013","Alleinerziehende","Ostdeutschland","471","0.997282618494501","0.992596175348202","1.0019690616408"
"Nein","2013","Paar mit Kind(ern)","Westdeutschland","5240","0.951959425748022","0.946321534777169","0.957597316718876"
"Nein","2013","Paar mit Kind(ern)","Ostdeutschland","1035","0.951935247722158","0.939225096975299","0.964645398469017"
"Nein","2013","Sonstige","Westdeutschland","423","0.973522108907502","0.958417209706063","0.988627008108941"
"Nein","2013","Sonstige","Ostdeutschland","65","0.979496943422602","0.945563999665661","1.01342988717954"
"Ja","2014","1-Pers.- Haushalt","Westdeutschland","43","0.0208874103498324","0.0154415596759231","0.0263332610237418"
"Ja","2014","1-Pers.- Haushalt","Ostdeutschland","7","","",""
"Ja","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","134","0.0425819539586114","0.0356294829992853","0.0495344249179376"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","28","","",""
"Ja","2014","Alleinerziehende","Westdeutschland","28","","",""
"Ja","2014","Alleinerziehende","Ostdeutschland","2","","",""
"Ja","2014","Paar mit Kind(ern)","Westdeutschland","297","0.0578958583877606","0.0512260886235453","0.064565628151976"
"Ja","2014","Paar mit Kind(ern)","Ostdeutschland","53","0.0543664298649019","0.0400309166571438","0.0687019430726599"
"Ja","2014","Sonstige","Westdeutschland","6","","",""
"Ja","2014","Sonstige","Ostdeutschland","1","","",""
"Nein","2014","1-Pers.- Haushalt","Westdeutschland","2606","0.979112589650168","0.973666738976258","0.984558440324077"
"Nein","2014","1-Pers.- Haushalt","Ostdeutschland","861","0.989550956399918","0.982786302517865","0.99631561028197"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3106","0.957418046041389","0.950465575082062","0.964370517000715"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1038","0.966008777042453","0.95513091817233","0.976886635912576"
"Nein","2014","Alleinerziehende","Westdeutschland","1392","0.9865422834953","0.980549239601914","0.992535327388687"
"Nein","2014","Alleinerziehende","Ostdeutschland","386","0.995971677801688","0.989669105705589","1.00227424989779"
"Nein","2014","Paar mit Kind(ern)","Westdeutschland","4413","0.942104141612239","0.935434371848024","0.948773911376455"
"Nein","2014","Paar mit Kind(ern)","Ostdeutschland","908","0.945633570135098","0.93129805692734","0.959969083342856"
"Nein","2014","Sonstige","Westdeutschland","325","0.974163168369907","0.957072085717324","0.991254251022489"
"Nein","2014","Sonstige","Ostdeutschland","51","0.984695209753722","0.951328681379174","1.01806173812827"
"Ja","2015","1-Pers.- Haushalt","Westdeutschland","49","0.0193746641749064","0.0141831695630275","0.0245661587867853"
"Ja","2015","1-Pers.- Haushalt","Ostdeutschland","7","","",""
