"hlf0036","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","1-Pers.- Haushalt","2","2","","",""
"Ja","2009","1-Pers.- Haushalt","3","2","","",""
"Ja","2009","1-Pers.- Haushalt","4","3","","",""
"Ja","2009","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","2","8","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","3","14","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","4","38","0.0206760335876358","0.0138594436345376","0.0274926235407339"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Alleinerziehende","2","2","","",""
"Ja","2009","Alleinerziehende","3","2","","",""
"Ja","2009","Alleinerziehende","4","2","","",""
"Ja","2009","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Paar mit Kind(ern)","2","59","0.0266858884842341","0.0199360500585526","0.0334357269099156"
"Ja","2009","Paar mit Kind(ern)","3","85","0.0277387583231302","0.0213957618580036","0.0340817547882568"
"Ja","2009","Paar mit Kind(ern)","4","121","0.0483968762379882","0.0400772414668152","0.0567165110091612"
"Ja","2009","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sonstige","2","","","",""
"Ja","2009","Sonstige","3","","","",""
"Ja","2009","Sonstige","4","3","","",""
"Ja","2009","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","1-Pers.- Haushalt","2","493","0.997055346037965","0.992282007266802","1.00182868480913"
"Nein","2009","1-Pers.- Haushalt","3","515","0.990536103503266","0.982190207568169","0.998881999438363"
"Nein","2009","1-Pers.- Haushalt","4","691","0.995602462495325","0.99067961805052","1.00052530694013"
"Nein","2009","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","(Ehe-)Paar ohne Kind(er)","2","1060","0.993985550659847","0.989348408225725","0.998622693093969"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","3","1312","0.990121589864105","0.984798496041214","0.995444683686997"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","4","1636","0.979323966412364","0.972507376459266","0.986140556365462"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Alleinerziehende","2","359","0.998600231693974","0.994743509125319","1.00245695426263"
"Nein","2009","Alleinerziehende","3","254","0.989171797108344","0.976494047691808","1.00184954652488"
"Nein","2009","Alleinerziehende","4","187","0.990261796387271","0.976261680627889","1.00426191214665"
"Nein","2009","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Paar mit Kind(ern)","2","2131","0.973314111515766","0.966564273090085","0.980063949941447"
"Nein","2009","Paar mit Kind(ern)","3","2490","0.97226124167687","0.965918245211743","0.978604238141996"
