year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2008,2nd Quintile,,,,,,,,,,,,
2008,3rd Quintile,,,,,,,,,,,,
2008,4th Quintile,,,,,,,,,,,,
2008,5th Quintile,,,,,,,,,,,,
2009,1st Quintile,,,,,,,,,,,,
2009,2nd Quintile,,,,,,,,,,,,
2009,3rd Quintile,,,,,,,,,,,,
2009,4th Quintile,,,,,,,,,,,,
2009,5th Quintile,,,,,,,,,,,,
2010,1st Quintile,,,,,,,,,,,,
2010,2nd Quintile,,,,,,,,,,,,
2010,3rd Quintile,,,,,,,,,,,,
2010,4th Quintile,,,,,,,,,,,,
2010,5th Quintile,,,,,,,,,,,,
2011,1st Quintile,,,,,,,,,,,,
2011,2nd Quintile,,,,,,,,,,,,
2011,3rd Quintile,,,,,,,,,,,,
2011,4th Quintile,,,,,,,,,,,,
2011,5th Quintile,,,,,,,,,,,,
2012,1st Quintile,,,,,,,,,,,,
2012,2nd Quintile,,,,,,,,,,,,
2012,3rd Quintile,,,,,,,,,,,,
2012,4th Quintile,,,,,,,,,,,,
2012,5th Quintile,,,,,,,,,,,,
2013,1st Quintile,,,,,,,,,,,,
2013,2nd Quintile,,,,,,,,,,,,
2013,3rd Quintile,,,,,,,,,,,,
2013,4th Quintile,,,,,,,,,,,,
2013,5th Quintile,,,,,,,,,,,,
2014,1st Quintile,,,,,,,,,,,,
2014,2nd Quintile,,,,,,,,,,,,
2014,3rd Quintile,,,,,,,,,,,,
2014,4th Quintile,,,,,,,,,,,,
2014,5th Quintile,,,,,,,,,,,,
2015,1st Quintile,,,,,,,,,,,,
2015,2nd Quintile,,,,,,,,,,,,
2015,3rd Quintile,,,,,,,,,,,,
2015,4th Quintile,,,,,,,,,,,,
2015,5th Quintile,,,,,,,,,,,,
2016,1st Quintile,,,,,,,,,,,,
2016,2nd Quintile,,,,,,,,,,,,
2016,3rd Quintile,,,,,,,,,,,,
2016,4th Quintile,,,,,,,,,,,,
2016,5th Quintile,,,,,,,,,,,,
2017,1st Quintile,371,4.13639,3.71222,4.56952,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2017,2nd Quintile,1097,3.54754,3.28655,3.80446,0.00000,3.00000,6.00000,0.00000,10.00000,3.00000,2.00000,3.00000
2017,3rd Quintile,1505,3.12828,2.92571,3.32248,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
2017,4th Quintile,1784,2.84678,2.67961,3.02107,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2017,5th Quintile,2245,1.95594,1.81053,2.09739,0.00000,1.00000,4.00000,0.00000,10.00000,1.00000,1.00000,1.00000
2018,1st Quintile,369,4.17295,3.58457,4.69408,1.98762,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2018,2nd Quintile,1106,3.51357,3.27701,3.73576,0.00000,3.00000,6.00000,0.00000,10.00000,3.00000,2.00000,3.00000
2018,3rd Quintile,1390,3.21934,3.02995,3.43097,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2018,4th Quintile,1696,2.74350,2.56619,2.93569,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2018,5th Quintile,2167,1.90868,1.75766,2.03868,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,1.00000,1.00000
2019,1st Quintile,,,,,,,,,,,,
2019,2nd Quintile,,,,,,,,,,,,
2019,3rd Quintile,,,,,,,,,,,,
2019,4th Quintile,,,,,,,,,,,,
2019,5th Quintile,,,,,,,,,,,,
2020,1st Quintile,304,3.94479,3.48758,4.44239,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2020,2nd Quintile,952,3.72072,3.44519,3.94784,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.97500,5.00000
2020,3rd Quintile,1306,3.21056,2.98640,3.41450,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2020,4th Quintile,1594,2.98006,2.79909,3.13899,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
2020,5th Quintile,2726,1.97964,1.84482,2.10146,0.00000,1.00000,3.00000,0.00000,7.50000,1.00000,0.00000,1.00000
2021,1st Quintile,,,,,,,,,,,,
2021,2nd Quintile,,,,,,,,,,,,
2021,3rd Quintile,,,,,,,,,,,,
2021,4th Quintile,,,,,,,,,,,,
2021,5th Quintile,,,,,,,,,,,,
