year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,,,,,,,,,,,,
1985,,,,,,,,,,,,
1986,,,,,,,,,,,,
1987,,,,,,,,,,,,
1988,,,,,,,,,,,,
1989,,,,,,,,,,,,
1990,,,,,,,,,,,,
1991,,,,,,,,,,,,
1992,,,,,,,,,,,,
1993,,,,,,,,,,,,
1994,,,,,,,,,,,,
1995,,,,,,,,,,,,
1996,,,,,,,,,,,,
1997,,,,,,,,,,,,
1998,,,,,,,,,,,,
1999,,,,,,,,,,,,
2000,,,,,,,,,,,,
2001,,,,,,,,,,,,
2002,74.63839908566392,74.54483070558788,74.73196746573996,64.0,74.0,84.0,34.0,114.0,74.0,74.0,75.0,22831.0
2003,,,,,,,,,,,,
2004,75.28410286437874,75.18473414741763,75.38347158133985,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,21377.0
2005,,,,,,,,,,,,
2006,76.06857188993652,75.96685639260313,76.17028738726991,65.0,75.0,85.0,35.0,115.0,75.0,75.0,75.0,21761.0
2007,,,,,,,,,,,,
2008,76.7719376848711,76.65899448636192,76.88488088338029,65.0,75.0,85.0,35.0,115.0,75.0,75.0,75.0,19114.0
2009,,,,,,,,,,,,
2010,77.45510644027108,77.32821533650193,77.58199754404023,65.0,75.0,86.0,35.0,117.5,75.0,74.0,75.0,16477.0
2011,,,,,,,,,,,,
2012,77.54615588420252,77.43326275810709,77.65904901029795,65.0,75.0,88.0,30.5,122.5,75.0,74.0,75.0,20224.0
2013,,,,,,,,,,,,
2014,77.83333220798082,77.73314204822992,77.93352236773171,65.0,76.0,88.0,30.5,122.5,76.0,76.0,77.0,26713.0
2015,,,,,,,,,,,,
2016,78.44003580439397,78.33097404705109,78.54909756173686,65.0,76.0,88.0,30.5,122.5,76.0,75.0,76.0,23772.0
2017,,,,,,,,,,,,
2018,78.85672057457336,78.75490873199546,78.95853241715126,66.0,77.0,89.0,31.5,123.5,77.0,76.0,78.0,28215.0
2019,,,,,,,,,,,,
2020,79.5464217615531,79.43631241429895,79.65653110880726,66.0,78.0,90.0,36.0,126.0,78.0,78.0,78.0,25271.0
2021,,,,,,,,,,,,
