year,age_gr,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1992,46-65 J.,East,,,,,,,,,,,,
1992,66 und älter,West,,,,,,,,,,,,
1992,66 und älter,East,,,,,,,,,,,,
1993,17-29 J.,West,,,,,,,,,,,,
1993,17-29 J.,East,,,,,,,,,,,,
1993,30-45 J.,West,,,,,,,,,,,,
1993,30-45 J.,East,,,,,,,,,,,,
1993,46-65 J.,West,,,,,,,,,,,,
1993,46-65 J.,East,,,,,,,,,,,,
1993,66 und älter,West,,,,,,,,,,,,
1993,66 und älter,East,,,,,,,,,,,,
1994,17-29 J.,West,,,,,,,,,,,,
1994,17-29 J.,East,,,,,,,,,,,,
1994,30-45 J.,West,,,,,,,,,,,,
1994,30-45 J.,East,,,,,,,,,,,,
1994,46-65 J.,West,,,,,,,,,,,,
1994,46-65 J.,East,,,,,,,,,,,,
1994,66 und älter,West,,,,,,,,,,,,
1994,66 und älter,East,,,,,,,,,,,,
1995,17-29 J.,West,,,,,,,,,,,,
1995,17-29 J.,East,,,,,,,,,,,,
1995,30-45 J.,West,,,,,,,,,,,,
1995,30-45 J.,East,,,,,,,,,,,,
1995,46-65 J.,West,,,,,,,,,,,,
1995,46-65 J.,East,,,,,,,,,,,,
1995,66 und älter,West,,,,,,,,,,,,
1995,66 und älter,East,,,,,,,,,,,,
1996,17-29 J.,West,,,,,,,,,,,,
1996,17-29 J.,East,,,,,,,,,,,,
1996,30-45 J.,West,,,,,,,,,,,,
1996,30-45 J.,East,,,,,,,,,,,,
1996,46-65 J.,West,,,,,,,,,,,,
1996,46-65 J.,East,,,,,,,,,,,,
1996,66 und älter,West,,,,,,,,,,,,
1996,66 und älter,East,,,,,,,,,,,,
1997,17-29 J.,West,,,,,,,,,,,,
1997,17-29 J.,East,,,,,,,,,,,,
1997,30-45 J.,West,,,,,,,,,,,,
1997,30-45 J.,East,,,,,,,,,,,,
1997,46-65 J.,West,,,,,,,,,,,,
1997,46-65 J.,East,,,,,,,,,,,,
1997,66 und älter,West,,,,,,,,,,,,
1997,66 und älter,East,,,,,,,,,,,,
1998,17-29 J.,West,,,,,,,,,,,,
1998,17-29 J.,East,,,,,,,,,,,,
1998,30-45 J.,West,,,,,,,,,,,,
1998,30-45 J.,East,,,,,,,,,,,,
1998,46-65 J.,West,,,,,,,,,,,,
1998,46-65 J.,East,,,,,,,,,,,,
1998,66 und älter,West,,,,,,,,,,,,
1998,66 und älter,East,,,,,,,,,,,,
1999,17-29 J.,West,,,,,,,,,,,,
1999,17-29 J.,East,,,,,,,,,,,,
1999,30-45 J.,West,,,,,,,,,,,,
1999,30-45 J.,East,,,,,,,,,,,,
1999,46-65 J.,West,,,,,,,,,,,,
1999,46-65 J.,East,,,,,,,,,,,,
1999,66 und älter,West,,,,,,,,,,,,
1999,66 und älter,East,,,,,,,,,,,,
2000,17-29 J.,West,,,,,,,,,,,,
2000,17-29 J.,East,,,,,,,,,,,,
2000,30-45 J.,West,,,,,,,,,,,,
2000,30-45 J.,East,,,,,,,,,,,,
2000,46-65 J.,West,,,,,,,,,,,,
2000,46-65 J.,East,,,,,,,,,,,,
2000,66 und älter,West,,,,,,,,,,,,
2000,66 und älter,East,,,,,,,,,,,,
2001,17-29 J.,West,,,,,,,,,,,,
2001,17-29 J.,East,,,,,,,,,,,,
2001,30-45 J.,West,,,,,,,,,,,,
2001,30-45 J.,East,,,,,,,,,,,,
2001,46-65 J.,West,,,,,,,,,,,,
2001,46-65 J.,East,,,,,,,,,,,,
2001,66 und älter,West,,,,,,,,,,,,
2001,66 und älter,East,,,,,,,,,,,,
2002,17-29 J.,West,70.38780657112179,70.1307412120537,70.64487193018986,60.0,70.0,80.0,34.0,110.0,70.0,70.0,72.0,3034.0
2002,17-29 J.,East,68.46323711560342,68.07475147153316,68.85172275967368,59.0,66.0,77.0,40.0,104.0,66.0,64.0,67.0,1067.0
2002,30-45 J.,West,75.36909828953205,75.174051004273,75.5641455747911,63.0,75.0,85.0,40.0,118.0,75.0,75.0,76.0,5788.0
2002,30-45 J.,East,75.27657023401602,74.91872142499757,75.63441904303447,65.0,75.0,84.0,42.0,112.5,75.0,74.0,76.0,1575.0
2002,46-65 J.,West,76.70258938708514,76.52021831354587,76.88496046062441,66.0,75.0,85.0,39.0,113.5,75.0,74.0,75.0,5931.0
2002,46-65 J.,East,78.04283476438754,77.71467712034834,78.37099240842673,68.0,77.0,87.0,39.5,115.5,77.0,76.0,78.0,1870.0
2002,66 und älter,West,73.40370960893243,73.15864510869945,73.64877410916542,65.0,72.0,82.0,39.5,107.5,72.0,71.0,73.0,2682.0
2002,66 und älter,East,74.54598216144093,74.13708104274018,74.95488328014169,65.0,74.0,83.0,40.0,110.0,74.0,73.0,75.0,884.0
2003,17-29 J.,West,,,,,,,,,,,,
2003,17-29 J.,East,,,,,,,,,,,,
2003,30-45 J.,West,,,,,,,,,,,,
2003,30-45 J.,East,,,,,,,,,,,,
2003,46-65 J.,West,,,,,,,,,,,,
2003,46-65 J.,East,,,,,,,,,,,,
2003,66 und älter,West,,,,,,,,,,,,
2003,66 und älter,East,,,,,,,,,,,,
2004,17-29 J.,West,71.09772088689363,70.83067028233806,71.36477149144919,60.0,70.0,80.0,35.0,110.0,70.0,70.0,71.0,2849.0
2004,17-29 J.,East,68.6200891055693,68.19820629931772,69.0419719118209,58.0,67.0,75.84893191080928,37.0,102.62232977702321,67.0,66.0,69.0,1061.0
2004,30-45 J.,West,76.22084006181167,76.00591769183809,76.43576243178525,64.0,75.0,85.0,32.5,116.5,75.0,74.0,75.0,5087.0
2004,30-45 J.,East,76.08617741986505,75.70709251654878,76.46526232318132,65.0,75.0,85.0,45.0,115.0,75.0,73.975,76.0,1362.0
2004,46-65 J.,West,77.3253459508357,77.12827396964076,77.52241793203063,66.0,76.0,86.0,40.0,116.0,76.0,75.0,77.0,5490.0
2004,46-65 J.,East,78.64339267507944,78.30453314340201,78.98225220675687,68.0,78.0,88.0,40.0,118.0,78.0,76.0,80.0,1817.0
2004,66 und älter,West,74.16417933925688,73.91636809859665,74.4119905799171,65.0,73.46134178741495,82.0,39.5,107.5,73.0,72.0,73.0,2764.0
2004,66 und älter,East,75.02448652358446,74.60219156742333,75.44678147974558,65.0,75.0,85.0,38.0,115.0,75.0,75.0,77.0,947.0
2005,17-29 J.,West,,,,,,,,,,,,
2005,17-29 J.,East,,,,,,,,,,,,
2005,30-45 J.,West,,,,,,,,,,,,
2005,30-45 J.,East,,,,,,,,,,,,
2005,46-65 J.,West,,,,,,,,,,,,
2005,46-65 J.,East,,,,,,,,,,,,
2005,66 und älter,West,,,,,,,,,,,,
2005,66 und älter,East,,,,,,,,,,,,
2006,17-29 J.,West,72.3533542321279,72.06572864151033,72.64097982274546,61.0,70.0,80.0,33.0,108.5,70.0,68.0,70.0,2684.0
2006,17-29 J.,East,70.77182471597465,70.32205387184082,71.22159556010847,60.0,69.0,80.0,37.0,110.0,69.0,68.0,70.0,958.0
2006,30-45 J.,West,76.76502106884108,76.53638556027047,76.99365657741168,64.0,75.0,86.0,36.0,119.0,75.0,74.0,75.0,4914.0
2006,30-45 J.,East,76.084141744032,75.68507694033191,76.48320654773208,65.0,75.0,85.0,45.0,115.0,75.0,73.0,77.0,1303.0
2006,46-65 J.,West,78.05211244350645,77.85336196150757,78.25086292550532,67.0,77.0,87.0,40.0,117.0,77.0,76.0,78.0,5658.0
2006,46-65 J.,East,79.75454638069984,79.38788858802451,80.12120417337516,68.0,79.0,90.0,37.0,123.0,79.0,78.0,80.0,1860.0
2006,66 und älter,West,75.03010791253699,74.79708103995621,75.26313478511777,65.0,75.0,83.0,38.0,110.0,75.0,75.0,76.0,3263.0
2006,66 und älter,East,75.73054650920697,75.33528600566085,76.1258070127531,66.0,75.0,85.0,38.0,113.5,75.0,75.0,76.0,1121.0
2007,17-29 J.,West,,,,,,,,,,,,
2007,17-29 J.,East,,,,,,,,,,,,
2007,30-45 J.,West,,,,,,,,,,,,
2007,30-45 J.,East,,,,,,,,,,,,
2007,46-65 J.,West,,,,,,,,,,,,
2007,46-65 J.,East,,,,,,,,,,,,
2007,66 und älter,West,,,,,,,,,,,,
2007,66 und älter,East,,,,,,,,,,,,
2008,17-29 J.,West,71.97230039475457,71.65518651129828,72.28941427821086,60.0,70.0,80.0,35.0,110.0,70.0,68.975,70.0,2297.0
2008,17-29 J.,East,70.75834478996178,70.29256705550338,71.22412252442018,60.0,70.0,80.0,38.0,110.0,70.0,69.975,72.0,814.0
2008,30-45 J.,West,78.16534523995733,77.89072760579593,78.43996287411873,65.0,76.0,88.0,38.0,122.5,76.0,75.0,77.0,3986.0
2008,30-45 J.,East,76.64787340874847,76.2119665890971,77.08378022839983,65.0,75.0,87.0,43.0,120.0,75.0,72.975,75.0,1143.0
2008,46-65 J.,West,78.96353382198043,78.7448713972068,79.18219624675407,68.0,78.0,88.0,40.0,118.0,78.0,77.0,79.0,4950.0
2008,46-65 J.,East,79.45665095244614,79.07993932872179,79.83336257617049,68.0,79.0,90.0,36.0,123.0,79.0,78.0,80.0,1670.0
2008,66 und älter,West,75.64755832906505,75.40068708891579,75.89442956921431,65.0,75.0,84.0,36.5,112.5,75.0,75.0,76.0,3139.0
2008,66 und älter,East,77.10200139444481,76.67256326503417,77.53143952385545,67.0,75.0,85.0,42.0,112.0,75.0,73.0,75.0,1115.0
2009,17-29 J.,West,,,,,,,,,,,,
2009,17-29 J.,East,,,,,,,,,,,,
2009,30-45 J.,West,,,,,,,,,,,,
2009,30-45 J.,East,,,,,,,,,,,,
2009,46-65 J.,West,,,,,,,,,,,,
2009,46-65 J.,East,,,,,,,,,,,,
2009,66 und älter,West,,,,,,,,,,,,
2009,66 und älter,East,,,,,,,,,,,,
2010,17-29 J.,West,72.9855609257785,72.61766594336436,73.35345590819264,60.0,70.0,81.0,36.0,112.5,70.0,68.0,70.0,1882.0
2010,17-29 J.,East,73.26097195866632,72.66365137565755,73.85829254167508,62.0,71.0,83.0,37.0,114.5,71.0,68.0,72.0,601.0
2010,30-45 J.,West,79.11874576594205,78.77947633705539,79.45801519482872,65.0,76.0,90.0,39.0,127.5,76.0,74.0,77.0,3126.0
2010,30-45 J.,East,78.65428822586442,78.09346616458669,79.21511028714215,65.0,75.0,90.0,45.0,127.5,75.0,70.0,76.0,933.0
2010,46-65 J.,West,79.82719168521811,79.58088937412872,80.0734939963075,68.0,78.0,90.0,40.0,123.0,78.0,76.0,78.0,4449.0
2010,46-65 J.,East,79.55033349792123,79.16506426962401,79.93560272621845,68.0,79.0,90.0,37.0,123.0,79.0,78.0,80.025,1511.0
2010,66 und älter,West,75.4588380455106,75.2024374237114,75.7152386673098,65.0,75.0,84.0,36.5,112.5,75.0,75.0,76.0,2923.0
2010,66 und älter,East,76.82643194679855,76.41359097214806,77.23927292144904,67.0,76.0,86.0,46.0,114.5,76.0,74.0,77.0,1052.0
2011,17-29 J.,West,,,,,,,,,,,,
2011,17-29 J.,East,,,,,,,,,,,,
2011,30-45 J.,West,,,,,,,,,,,,
2011,30-45 J.,East,,,,,,,,,,,,
2011,46-65 J.,West,,,,,,,,,,,,
2011,46-65 J.,East,,,,,,,,,,,,
2011,66 und älter,West,,,,,,,,,,,,
2011,66 und älter,East,,,,,,,,,,,,
2012,17-29 J.,West,72.42318371686059,72.08743774762318,72.758929686098,60.0,70.0,81.80212732731069,30.0,114.50531831827672,70.0,69.0,71.0,2236.0
2012,17-29 J.,East,75.01807944862533,74.3533767235002,75.68278217375045,62.0,72.0,84.0,38.0,117.0,72.0,69.0,74.0,604.0
2012,30-45 J.,West,79.09217136826332,78.8047354337381,79.37960730278854,65.0,78.0,90.0,39.0,127.5,78.0,77.0,80.0,3519.0
2012,30-45 J.,East,78.34341756185064,77.79973940615935,78.88709571754194,64.0,76.0,90.0,42.0,129.0,76.0,73.0,77.0,1000.0
2012,46-65 J.,West,79.96880612224088,79.75384115635414,80.18377108812761,68.0,80.0,90.0,35.0,123.0,80.0,80.0,82.0,5808.0
2012,46-65 J.,East,80.67202540903953,80.30180244353006,81.042248374549,68.0,80.0,90.0,37.0,123.0,80.0,80.0,82.0,1922.0
2012,66 und älter,West,75.36987739897147,75.1477475516602,75.59200724628273,65.0,75.0,84.0,36.5,112.5,75.0,75.0,76.0,3865.0
2012,66 und älter,East,77.07605926463766,76.6755326501792,77.47658587909612,67.0,76.0,86.0,40.0,114.5,76.0,74.0,77.0,1270.0
2013,17-29 J.,West,,,,,,,,,,,,
2013,17-29 J.,East,,,,,,,,,,,,
2013,30-45 J.,West,,,,,,,,,,,,
2013,30-45 J.,East,,,,,,,,,,,,
2013,46-65 J.,West,,,,,,,,,,,,
2013,46-65 J.,East,,,,,,,,,,,,
2013,66 und älter,West,,,,,,,,,,,,
2013,66 und älter,East,,,,,,,,,,,,
2014,17-29 J.,West,73.07626580149554,72.8067891281977,73.34574247479337,61.0,70.0,82.0,30.0,113.5,70.0,68.0,70.0,3531.0
2014,17-29 J.,East,74.25776634952543,73.58097625496669,74.93455644408417,61.0,71.0,83.0,40.0,116.0,71.0,68.0,73.0,696.0
2014,30-45 J.,West,78.81203463911237,78.59915873587568,79.02491054234906,65.0,76.0,90.0,38.0,127.5,76.0,74.0,77.0,6766.0
2014,30-45 J.,East,77.6621055405814,77.26302994605544,78.06118113510735,65.0,75.0,90.0,46.0,127.5,75.0,72.0,76.025,1606.0
2014,46-65 J.,West,80.46116248104492,80.26428435702115,80.65804060506869,68.0,80.0,90.0,39.0,123.0,80.0,80.0,81.0,7203.0
2014,46-65 J.,East,81.35587584423044,80.99136394814913,81.72038774031175,70.0,80.0,91.0,38.5,122.5,80.0,80.0,81.0,2004.0
2014,66 und älter,West,75.83091270742607,75.59590082587515,76.06592458897698,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,3694.0
2014,66 und älter,East,76.82288809518032,76.42884691585847,77.21692927450216,67.0,76.0,85.0,40.0,112.0,76.0,74.0,77.0,1213.0
2015,17-29 J.,West,,,,,,,,,,,,
2015,17-29 J.,East,,,,,,,,,,,,
2015,30-45 J.,West,,,,,,,,,,,,
2015,30-45 J.,East,,,,,,,,,,,,
2015,46-65 J.,West,,,,,,,,,,,,
2015,46-65 J.,East,,,,,,,,,,,,
2015,66 und älter,West,,,,,,,,,,,,
2015,66 und älter,East,,,,,,,,,,,,
2016,17-29 J.,West,74.04301671843841,73.74486551993017,74.34116791694665,61.0,72.0,83.0,36.0,116.0,72.0,71.0,74.0,3104.0
2016,17-29 J.,East,74.83907976540995,74.06885303495662,75.60930649586328,62.0,71.0,82.43758640643648,39.0,113.0939660160912,71.0,67.0,74.0,617.0
2016,30-45 J.,West,79.65814157361265,79.42398683330585,79.89229631391946,66.0,78.0,90.0,39.0,126.0,78.0,77.0,80.0,5580.0
2016,30-45 J.,East,77.64222686062084,77.20045195266262,78.08400176857906,64.0,76.0,88.0,40.0,124.0,76.0,73.0,78.0,1343.0
2016,46-65 J.,West,81.27392041069763,81.05867272569157,81.48916809570369,68.0,80.0,90.0,38.0,123.0,80.0,80.0,80.0,6612.0
2016,46-65 J.,East,81.40834938980612,81.01653864518818,81.80016013442406,69.0,80.0,91.0,37.0,124.0,80.0,80.0,81.0,1852.0
2016,66 und älter,West,76.08717689473485,75.8417797496668,76.3325740398029,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,3498.0
2016,66 und älter,East,76.40009330057022,76.0008851185977,76.79930148254275,66.19734248891592,75.0,85.0,40.0,113.20398626662612,75.0,74.0,76.0,1166.0
2017,17-29 J.,West,,,,,,,,,,,,
2017,17-29 J.,East,,,,,,,,,,,,
2017,30-45 J.,West,,,,,,,,,,,,
2017,30-45 J.,East,,,,,,,,,,,,
2017,46-65 J.,West,,,,,,,,,,,,
2017,46-65 J.,East,,,,,,,,,,,,
2017,66 und älter,West,,,,,,,,,,,,
2017,66 und älter,East,,,,,,,,,,,,
2018,17-29 J.,West,74.73300134399528,74.4736139926079,74.99238869538267,62.0,72.0,85.0,37.0,119.5,72.0,71.0,74.0,4327.0
2018,17-29 J.,East,73.5433299888899,72.99261966351315,74.09404031426664,60.0,70.0,83.0,35.0,117.5,70.0,65.0,70.025,861.0
2018,30-45 J.,West,79.93078106239359,79.70806025475363,80.15350187003355,66.0,78.0,90.0,38.0,126.0,78.0,77.0,80.0,6486.0
2018,30-45 J.,East,79.53441749936948,79.07266370623476,79.9961712925042,65.0,76.50311819613198,90.0,38.0,127.5,77.0,74.0,79.0,1619.0
2018,46-65 J.,West,81.79164382519654,81.59318629050824,81.99010135988485,69.0,80.0,92.0,38.0,126.5,80.0,80.0,80.0,7825.0
2018,46-65 J.,East,82.7006823127254,82.31264411058146,83.08872051486935,69.0,80.0,94.0,36.0,131.5,80.0,78.0,80.0,2151.0
2018,66 und älter,West,75.87141569685157,75.63919802303252,76.10363337067062,65.0,75.0,85.0,35.0,115.0,75.0,75.0,76.0,3716.0
2018,66 und älter,East,77.82180953589028,77.38291481983457,78.260704251946,67.0,77.0,85.0,41.0,112.0,77.0,76.0,79.0,1230.0
2019,17-29 J.,West,,,,,,,,,,,,
2019,17-29 J.,East,,,,,,,,,,,,
2019,30-45 J.,West,,,,,,,,,,,,
2019,30-45 J.,East,,,,,,,,,,,,
2019,46-65 J.,West,,,,,,,,,,,,
2019,46-65 J.,East,,,,,,,,,,,,
2019,66 und älter,West,,,,,,,,,,,,
2019,66 und älter,East,,,,,,,,,,,,
2020,17-29 J.,West,76.13134745382364,75.8311160705419,76.43157883710538,62.0,74.0,85.0,37.0,119.5,74.0,73.0,76.0,3618.0
2020,17-29 J.,East,75.37332868226954,74.70410766414497,76.04254970039412,63.0,72.0,85.65164126073779,39.0,119.62910315184448,72.0,69.0,74.0,641.0
2020,30-45 J.,West,79.91530622623686,79.66457894461587,80.16603350785786,66.0,78.0,90.0,39.0,126.0,78.0,77.0,80.0,5206.0
2020,30-45 J.,East,80.16054996172241,79.62717016910204,80.69392975434278,65.0,78.0,90.0,40.0,127.5,78.0,76.0,81.0,1316.0
2020,46-65 J.,West,82.71110255501024,82.51119518281945,82.91100992720104,70.0,81.0,93.0,37.0,127.5,81.0,80.0,82.0,7589.0
2020,46-65 J.,East,83.31850325246077,82.909707152839,83.72729935208254,70.0,81.0,95.0,36.0,132.5,81.0,79.0,82.0,2071.0
2020,66 und älter,West,76.32629557821815,76.07142125575041,76.5811699006859,65.0,75.0,85.0,40.0,115.0,75.0,74.975,76.0,3601.0
2020,66 und älter,East,77.99190035621228,77.55563773627192,78.42816297615265,67.0,78.0,87.0,40.0,117.0,78.0,76.0,80.0,1229.0
2021,17-29 J.,West,,,,,,,,,,,,
2021,17-29 J.,East,,,,,,,,,,,,
2021,30-45 J.,West,,,,,,,,,,,,
2021,30-45 J.,East,,,,,,,,,,,,
2021,46-65 J.,West,,,,,,,,,,,,
2021,46-65 J.,East,,,,,,,,,,,,
2021,66 und älter,West,,,,,,,,,,,,
2021,66 und älter,East,,,,,,,,,,,,
