"year","bildungsniveau","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2002","(Fach-)Abitur","Laendlicher Raum","72.74","70.5","584","71.49","73.99"
"2002","(Fach-)Abitur","Staedtischer Raum","72.76","70.5","1853","72.06","73.46"
"2002","(noch) kein Abschluss","Laendlicher Raum","67.78","65.5","250","66.25","69.31"
"2002","(noch) kein Abschluss","Staedtischer Raum","69.42","68.5","647","68.43","70.41"
"2002","AkademikerIn","Laendlicher Raum","76.82","75.5","1329","76.04","77.6"
"2002","AkademikerIn","Staedtischer Raum","75.43","74.5","3206","74.93","75.93"
"2002","Hauptschule","Laendlicher Raum","75.58","74.5","3090","75.06","76.1"
"2002","Hauptschule","Staedtischer Raum","75.64","74.5","5748","75.26","76.02"
"2002","Realschule","Laendlicher Raum","74.66","73.5","2391","74.06","75.26"
"2002","Realschule","Staedtischer Raum","73.46","71.5","3543","72.94","73.98"
"2003","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2003","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2003","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2003","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2003","AkademikerIn","Laendlicher Raum","","","","",""
"2003","AkademikerIn","Staedtischer Raum","","","","",""
"2003","Hauptschule","Laendlicher Raum","","","","",""
"2003","Hauptschule","Staedtischer Raum","","","","",""
"2003","Realschule","Laendlicher Raum","","","","",""
"2003","Realschule","Staedtischer Raum","","","","",""
"2004","(Fach-)Abitur","Laendlicher Raum","72.52","69.5","562","71.25","73.79"
"2004","(Fach-)Abitur","Staedtischer Raum","73.67","71.5","1811","72.97","74.37"
"2004","(noch) kein Abschluss","Laendlicher Raum","66.68","64.5","256","65.12","68.24"
"2004","(noch) kein Abschluss","Staedtischer Raum","69.81","69.5","642","68.76","70.86"
"2004","AkademikerIn","Laendlicher Raum","77.26","75.5","1258","76.44","78.08"
"2004","AkademikerIn","Staedtischer Raum","75.71","74.5","3009","75.18","76.24"
"2004","Hauptschule","Laendlicher Raum","76.67","74.5","2777","76.1","77.24"
"2004","Hauptschule","Staedtischer Raum","76.09","74.5","5194","75.68","76.5"
"2004","Realschule","Laendlicher Raum","75.62","74.5","2269","75","76.24"
"2004","Realschule","Staedtischer Raum","74.71","72.5","3290","74.16","75.26"
"2005","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2005","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2005","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2005","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2005","AkademikerIn","Laendlicher Raum","","","","",""
"2005","AkademikerIn","Staedtischer Raum","","","","",""
"2005","Hauptschule","Laendlicher Raum","","","","",""
"2005","Hauptschule","Staedtischer Raum","","","","",""
"2005","Realschule","Laendlicher Raum","","","","",""
"2005","Realschule","Staedtischer Raum","","","","",""
"2006","(Fach-)Abitur","Laendlicher Raum","73.66","72.5","595","72.46","74.86"
"2006","(Fach-)Abitur","Staedtischer Raum","73.2","71.5","1841","72.49","73.91"
"2006","(noch) kein Abschluss","Laendlicher Raum","69.25","67.5","184","67.45","71.05"
"2006","(noch) kein Abschluss","Staedtischer Raum","72.97","70.5","461","71.58","74.36"
"2006","AkademikerIn","Laendlicher Raum","77.93","76.5","1334","77.11","78.75"
"2006","AkademikerIn","Staedtischer Raum","75.9","74.5","3220","75.38","76.42"
"2006","Hauptschule","Laendlicher Raum","77.66","75.5","2866","77.07","78.25"
"2006","Hauptschule","Staedtischer Raum","76.98","74.5","5149","76.55","77.41"
"2006","Realschule","Laendlicher Raum","76.99","75.5","2377","76.36","77.62"
"2006","Realschule","Staedtischer Raum","75.46","73.5","3312","74.9","76.02"
"2007","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","",""
"2007","Realschule","Laendlicher Raum","","","","",""
"2007","Realschule","Staedtischer Raum","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","75.47","74.5","533","74.18","76.76"
"2008","(Fach-)Abitur","Staedtischer Raum","74.39","71.5","1610","73.6","75.18"
"2008","(noch) kein Abschluss","Laendlicher Raum","71.37","70.5","165","69.48","73.26"
"2008","(noch) kein Abschluss","Staedtischer Raum","72.09","69.5","375","70.57","73.61"
