"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","72.27","70.5","440","54","60","82","88","110","70.85","73.69","43","180","68","73"
"2002","(Fach-)Abitur","2","72.63","71.5","495","54","62","80","91","120","71.31","73.95","43","170","70","72"
"2002","(Fach-)Abitur","3","72.54","69.5","437","53","61","82","92","116","71.15","73.93","44","140","68","72"
"2002","(Fach-)Abitur","4","72.41","69.5","496","55","60","82","94","117","71.05","73.77","42","135","69","71"
"2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","74.38","71.5","569","55","62","85","98","118","73.04","75.72","40","140","69","73"
"2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","69.41","68.5","292","53","60","78","87","110","67.9","70.92","45","125","65","70"
"2002","(noch) kein Abschluss","2","69.23","67.5","231","54","60","80","86","100","67.61","70.85","44","115","65","70"
"2002","(noch) kein Abschluss","3","68.16","67.5","149","51","60","75","84","100","66.14","70.18","39","110","62","67"
"2002","(noch) kein Abschluss","4","67.43","64.5","124","51","57","77","85","93","65.28","69.58","45","102","63","69"
"2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","68.55","66.5","101","50","60","74","87","108","66.18","70.92","36","108","62","67"
"2002","AkademikerIn","1 Einkommensschwächstes Quintil","76.21","74.5","319","57","65","87","95","114","74.54","77.88","43","122","72","76"
"2002","AkademikerIn","2","76.12","74.5","486","58","65","85","95","115","74.77","77.47","40","150","74","78"
"2002","AkademikerIn","3","74.89","74.5","692","57","65","84","91","110","73.85","75.93","43","123","73","76"
"2002","AkademikerIn","4","76.19","75.5","1029","57","65","85","95","110","75.33","77.05","42","138","75","77"
"2002","AkademikerIn","5 Einkommensstärkstes Quintil","75.81","74.5","2009","58","66","85","94","110","75.17","76.45","40","140","75","76"
"2002","Hauptschule","1 Einkommensschwächstes Quintil","74.83","73.5","2374","57","65","84","93","112","74.22","75.44","39","175","74","75"
"2002","Hauptschule","2","75.54","74.5","2612","59","65","84","94","115","74.99","76.09","39","180","75","75"
"2002","Hauptschule","3","76.15","74.5","1776","60","67","85","94","120","75.48","76.82","34","160","75","75"
"2002","Hauptschule","4","76.97","75.5","1372","60","66","85","96","118","76.18","77.76","35","145","75","77"
"2002","Hauptschule","5 Einkommensstärkstes Quintil","74.54","71.5","704","57","65","83","93","125","73.41","75.67","44","150","72","75"
"2002","Realschule","1 Einkommensschwächstes Quintil","72.81","69.5","1091","53","60","80","94","125","71.88","73.74","36","177","70","72"
"2002","Realschule","2","73.27","71.5","1415","56","62","82","92","120","72.48","74.06","42","170","71","74"
"2002","Realschule","3","75.17","73.5","1288","58","64","84","95","120","74.36","75.98","45","180","72","75"
"2002","Realschule","4","74.8","72.5","1148","58","63","85","95","115","73.9","75.7","41","170","71","74"
"2002","Realschule","5 Einkommensstärkstes Quintil","73.18","70.5","992","55","62","82","92","118","72.19","74.17","36","172","70","72"
"2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","2","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","3","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","4","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","2","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","AkademikerIn","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","AkademikerIn","2","","","","","","","","","","","","","",""
"2003","AkademikerIn","3","","","","","","","","","","","","","",""
"2003","AkademikerIn","4","","","","","","","","","","","","","",""
"2003","AkademikerIn","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","Hauptschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","Hauptschule","2","","","","","","","","","","","","","",""
"2003","Hauptschule","3","","","","","","","","","","","","","",""
"2003","Hauptschule","4","","","","","","","","","","","","","",""
"2003","Hauptschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","Realschule","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","Realschule","2","","","","","","","","","","","","","",""
"2003","Realschule","3","","","","","","","","","","","","","",""
"2003","Realschule","4","","","","","","","","","","","","","",""
"2003","Realschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","74.34","71.5","431","55","63","83","93","163","72.8","75.88","40","200","69","72"
"2004","(Fach-)Abitur","2","71.86","71.5","465","54","60","80","90","106","70.57","73.15","43","140","70","73"
"2004","(Fach-)Abitur","3","71.91","69.5","426","53","63","80","90","117","70.59","73.23","43","135","69","72"
"2004","(Fach-)Abitur","4","74.11","71.5","530","56","62","85","94","122","72.81","75.41","41","140","70","73"
"2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","75.33","71.5","521","57","63","85","98","125","73.92","76.74","42","172","70","73"
"2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","70.43","70.5","289","53","60","80","85","100","68.88","71.98","38","111","67","71"
"2004","(noch) kein Abschluss","2","67.62","65.5","224","52","58","75","86","96","65.98","69.26","35","100","64","68"
"2004","(noch) kein Abschluss","3","70.47","69.5","143","54","60","76","90","110","68.11","72.83","45","120","64","70"
"2004","(noch) kein Abschluss","4","64.97","62.5","133","50","54","74","85","94","62.58","67.36","40","120","60","68"
"2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","68.63","65.5","109","52","59","75","95","114","66.3","70.96","45","114","60","64"
"2004","AkademikerIn","1 Einkommensschwächstes Quintil","74.41","71.5","290","56","64","84","95","115","72.54","76.28","48","184","70","75"
"2004","AkademikerIn","2","75.09","73.5","457","58","64","85","93","116","73.76","76.42","48","135","72","76"
"2004","AkademikerIn","3","76.75","75.5","631","57","65","85","95","120","75.61","77.89","38","130","74","77"
"2004","AkademikerIn","4","76.34","74.5","1034","58","66","85","96","110","75.44","77.24","44","135","74","77"
"2004","AkademikerIn","5 Einkommensstärkstes Quintil","76.54","74.5","1855","58","66","85","95","115","75.86","77.22","44","210","75","77"
"2004","Hauptschule","1 Einkommensschwächstes Quintil","75.28","74.5","1982","57","65","85","95","119","74.59","75.97","32","200","75","75"
"2004","Hauptschule","2","76.37","74.5","2394","59","65","85","95","120","75.78","76.96","37","160","75","76"
"2004","Hauptschule","3","77.27","74.5","1646","60","66","86","96","125","76.53","78.01","40","160","75","77"
"2004","Hauptschule","4","76.76","74.5","1327","60","66","85","95","120","75.96","77.56","39","150","75","77"
"2004","Hauptschule","5 Einkommensstärkstes Quintil","75.78","74.5","622","58","65","85","96","115","74.56","77","45","136","73","76"
