year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Pre-primary Level,Urban regions,,,,,,,,,,,,
1985,Pre-primary Level,Rural regions,,,,,,,,,,,,
1985,Primary Level,Urban regions,,,,,,,,,,,,
1985,Primary Level,Rural regions,,,,,,,,,,,,
1985,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1985,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1985,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1985,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1986,Pre-primary Level,Urban regions,,,,,,,,,,,,
1986,Pre-primary Level,Rural regions,,,,,,,,,,,,
1986,Primary Level,Urban regions,,,,,,,,,,,,
1986,Primary Level,Rural regions,,,,,,,,,,,,
1986,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1986,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1986,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1986,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1986,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1986,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1987,Pre-primary Level,Urban regions,,,,,,,,,,,,
1987,Pre-primary Level,Rural regions,,,,,,,,,,,,
1987,Primary Level,Urban regions,,,,,,,,,,,,
1987,Primary Level,Rural regions,,,,,,,,,,,,
1987,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1987,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1987,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1987,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1988,Pre-primary Level,Urban regions,,,,,,,,,,,,
1988,Pre-primary Level,Rural regions,,,,,,,,,,,,
1988,Primary Level,Urban regions,,,,,,,,,,,,
1988,Primary Level,Rural regions,,,,,,,,,,,,
1988,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1988,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1988,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1988,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1988,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1988,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1989,Pre-primary Level,Urban regions,,,,,,,,,,,,
1989,Pre-primary Level,Rural regions,,,,,,,,,,,,
1989,Primary Level,Urban regions,,,,,,,,,,,,
1989,Primary Level,Rural regions,,,,,,,,,,,,
1989,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1989,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1989,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1989,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1989,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1989,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1990,Pre-primary Level,Urban regions,,,,,,,,,,,,
1990,Pre-primary Level,Rural regions,,,,,,,,,,,,
1990,Primary Level,Urban regions,,,,,,,,,,,,
1990,Primary Level,Rural regions,,,,,,,,,,,,
1990,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1990,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1990,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1990,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1990,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1990,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1991,Pre-primary Level,Urban regions,,,,,,,,,,,,
1991,Pre-primary Level,Rural regions,,,,,,,,,,,,
1991,Primary Level,Urban regions,,,,,,,,,,,,
1991,Primary Level,Rural regions,,,,,,,,,,,,
1991,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1991,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1991,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1991,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1991,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1991,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1992,Pre-primary Level,Urban regions,,,,,,,,,,,,
1992,Pre-primary Level,Rural regions,,,,,,,,,,,,
1992,Primary Level,Urban regions,,,,,,,,,,,,
1992,Primary Level,Rural regions,,,,,,,,,,,,
1992,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1992,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1992,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1992,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1992,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1992,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1993,Pre-primary Level,Urban regions,,,,,,,,,,,,
1993,Pre-primary Level,Rural regions,,,,,,,,,,,,
1993,Primary Level,Urban regions,,,,,,,,,,,,
1993,Primary Level,Rural regions,,,,,,,,,,,,
1993,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1993,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1993,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1993,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1993,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1993,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1994,Pre-primary Level,Urban regions,,,,,,,,,,,,
1994,Pre-primary Level,Rural regions,,,,,,,,,,,,
1994,Primary Level,Urban regions,,,,,,,,,,,,
1994,Primary Level,Rural regions,,,,,,,,,,,,
1994,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1994,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1994,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1994,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1994,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1994,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1995,Pre-primary Level,Urban regions,,,,,,,,,,,,
1995,Pre-primary Level,Rural regions,,,,,,,,,,,,
1995,Primary Level,Urban regions,,,,,,,,,,,,
1995,Primary Level,Rural regions,,,,,,,,,,,,
1995,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1995,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1995,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1995,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1995,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1995,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1996,Pre-primary Level,Urban regions,,,,,,,,,,,,
1996,Pre-primary Level,Rural regions,,,,,,,,,,,,
1996,Primary Level,Urban regions,,,,,,,,,,,,
1996,Primary Level,Rural regions,,,,,,,,,,,,
1996,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1996,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1996,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1996,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1996,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1996,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1997,Pre-primary Level,Urban regions,,,,,,,,,,,,
1997,Pre-primary Level,Rural regions,,,,,,,,,,,,
1997,Primary Level,Urban regions,,,,,,,,,,,,
1997,Primary Level,Rural regions,,,,,,,,,,,,
1997,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1997,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1997,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1997,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1997,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1997,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1998,Pre-primary Level,Urban regions,,,,,,,,,,,,
1998,Pre-primary Level,Rural regions,,,,,,,,,,,,
1998,Primary Level,Urban regions,,,,,,,,,,,,
1998,Primary Level,Rural regions,,,,,,,,,,,,
1998,Lower Secondary Level,Urban regions,,,,,,,,,,,,
1998,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1998,Upper Secondary Level,Urban regions,,,,,,,,,,,,
1998,Upper Secondary Level,Rural regions,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,Urban regions,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1998,First Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1998,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,Urban regions,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1999,Pre-primary Level,Urban regions,,,,,,,,,,,,
1999,Pre-primary Level,Rural regions,,,,,,,,,,,,
1999,Primary Level,Urban regions,,,,,,,,,,,,
1999,Primary Level,Rural regions,,,,,,,,,,,,
1999,Lower Secondary Level,Urban regions,54,36.80525,29.44006,44.17045,15.00000,27.46420,57.94898,3.0,92.0,27.0,18.00000,56.00000
1999,Lower Secondary Level,Rural regions,,,,,,,,,,,,
1999,Upper Secondary Level,Urban regions,284,58.39179,50.34424,66.43933,18.20835,41.00000,77.00000,1.0,165.18747,41.0,36.00000,51.00000
1999,Upper Secondary Level,Rural regions,126,48.08960,38.91758,57.26162,13.00000,32.39894,61.00000,1.0,133.00000,31.0,22.00000,43.00000
1999,Post-secondary Non-tertiary Level,Urban regions,37,47.64083,31.45885,63.82281,20.00000,31.00000,56.59436,1.0,111.48591,31.0,26.00000,56.00000
1999,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
1999,First Stage of Tertiary Education,Urban regions,42,55.81398,40.05410,71.57385,20.76630,45.02832,70.78324,2.0,145.80864,45.0,26.00000,57.00000
1999,First Stage of Tertiary Education,Rural regions,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,Urban regions,111,50.87222,42.44600,59.29843,20.00000,36.00000,74.25954,1.0,155.64885,36.0,31.00000,46.00000
1999,Second Stage of Tertiary Education,Rural regions,37,40.51119,24.40336,56.61902,12.00000,17.60066,51.00000,1.0,109.50000,16.0,13.00000,51.00000
2000,Pre-primary Level,Urban regions,,,,,,,,,,,,
2000,Pre-primary Level,Rural regions,,,,,,,,,,,,
2000,Primary Level,Urban regions,,,,,,,,,,,,
2000,Primary Level,Rural regions,,,,,,,,,,,,
2000,Lower Secondary Level,Urban regions,71,42.74612,30.92347,54.56877,9.45063,26.00000,61.78518,1.0,140.28702,26.0,15.00000,34.00000
2000,Lower Secondary Level,Rural regions,,,,,,,,,,,,
2000,Upper Secondary Level,Urban regions,593,54.37253,50.32688,58.41818,16.00000,41.00000,77.00000,1.0,168.50000,41.0,36.00000,50.02500
2000,Upper Secondary Level,Rural regions,216,42.80869,36.72764,48.88975,12.00000,29.00000,61.00000,1.0,134.50000,29.0,21.97500,36.00000
2000,Post-secondary Non-tertiary Level,Urban regions,81,54.79167,43.29229,66.29104,23.85538,41.00000,73.06009,1.0,146.86716,41.0,34.00000,54.00000
2000,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
2000,First Stage of Tertiary Education,Urban regions,105,68.49341,51.70915,85.27766,15.00000,41.56197,68.47450,1.0,148.68625,41.0,26.00000,60.00000
2000,First Stage of Tertiary Education,Rural regions,36,51.42198,39.47191,63.37205,29.50863,41.00000,67.89746,1.0,125.48072,41.0,33.00000,56.12500
2000,Second Stage of Tertiary Education,Urban regions,289,59.45983,52.43453,66.48513,21.00000,41.00000,77.00000,1.0,161.00000,41.0,36.00000,50.02500
2000,Second Stage of Tertiary Education,Rural regions,61,49.05316,31.91383,66.19248,11.00000,26.07083,61.60472,1.0,137.51179,26.0,18.00000,51.00000
2001,Pre-primary Level,Urban regions,,,,,,,,,,,,
2001,Pre-primary Level,Rural regions,,,,,,,,,,,,
2001,Primary Level,Urban regions,,,,,,,,,,,,
2001,Primary Level,Rural regions,,,,,,,,,,,,
2001,Lower Secondary Level,Urban regions,51,40.07413,27.08852,53.05974,6.00000,26.37687,55.50208,1.0,129.75519,27.0,14.00000,46.12500
2001,Lower Secondary Level,Rural regions,,,,,,,,,,,,
2001,Upper Secondary Level,Urban regions,536,52.81583,48.66626,56.96540,15.00000,41.00000,72.00000,1.0,157.50000,41.0,36.00000,49.00000
2001,Upper Secondary Level,Rural regions,229,35.40767,30.50526,40.31009,11.00000,21.54175,51.00000,1.0,111.00000,21.0,18.00000,28.00000
2001,Post-secondary Non-tertiary Level,Urban regions,84,49.82914,41.79514,57.86315,20.14440,42.30110,72.14601,1.0,150.14843,43.0,30.00000,54.00000
2001,Post-secondary Non-tertiary Level,Rural regions,,,,,,,,,,,,
2001,First Stage of Tertiary Education,Urban regions,103,54.48986,43.06329,65.91642,19.13771,43.00000,64.82925,1.0,133.36656,43.0,31.00000,51.00000
2001,First Stage of Tertiary Education,Rural regions,34,39.21105,30.00894,48.41317,16.34868,36.00000,51.19959,1.0,103.47596,36.0,27.00000,46.00000
