year,migback,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,No migration background,No answer / don't know,,,,,,,,,,,,
1984,No migration background,Pre-primary Level,51,5.44375,4.73745,6.15005,4.00000,5.00000,7.00000,0,10,,,
1984,No migration background,Primary Level,44,6.81191,6.13726,7.48657,5.00000,7.04084,8.35149,2,10,,,
1984,No migration background,Lower Secondary Level,1725,7.19587,7.08507,7.30667,5.00000,8.00000,9.00000,0,10,,,
1984,No migration background,Upper Secondary Level,2864,6.99701,6.90864,7.08538,5.00000,7.00000,9.00000,0,10,,,
1984,No migration background,Post-secondary Non-tertiary Level,113,6.54109,6.10418,6.97799,5.00000,7.00000,8.00000,0.50000,10,,,
1984,No migration background,First Stage of Tertiary Education,354,6.77844,6.52021,7.03668,5.00000,7.00000,9.00000,0,10,,,
1984,No migration background,Second Stage of Tertiary Education,346,6.29840,6.01910,6.57770,5.00000,6.83846,8.00000,0.50000,10,,,
1984,Direct migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Direct migration background,No answer / don't know,32,6.96888,6.03852,7.89924,4.55002,7.98804,9.48411,3,10,,,
1984,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1984,Direct migration background,Primary Level,685,7.13103,6.95645,7.30560,6.00000,7.00000,9.00000,1.50000,10,,,
1984,Direct migration background,Lower Secondary Level,723,7.18043,7.00623,7.35463,5.00000,8.00000,9.00000,0,10,,,
1984,Direct migration background,Upper Secondary Level,607,6.88779,6.68847,7.08712,5.00000,7.00000,9.00000,0,10,,,
1984,Direct migration background,Post-secondary Non-tertiary Level,63,6.91150,6.27388,7.54912,5.00000,7.10115,9.00000,0,10,,,
1984,Direct migration background,First Stage of Tertiary Education,39,6.56466,5.83555,7.29376,5.00000,7.00000,8.00000,1,10,,,
1984,Direct migration background,Second Stage of Tertiary Education,60,6.43700,5.81021,7.06380,5.00000,7.00000,8.00000,0.50000,10,,,
1984,Indirect migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1984,Indirect migration background,No answer / don't know,,,,,,,,,,,,
1984,Indirect migration background,Pre-primary Level,,,,,,,,,,,,
1984,Indirect migration background,Primary Level,,,,,,,,,,,,
1984,Indirect migration background,Lower Secondary Level,30,6.74855,5.91966,7.57743,5.00000,7.00000,9.00000,0,10,,,
1984,Indirect migration background,Upper Secondary Level,,,,,,,,,,,,
1984,Indirect migration background,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Indirect migration background,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Indirect migration background,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,No migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,No migration background,No answer / don't know,,,,,,,,,,,,
1985,No migration background,Pre-primary Level,39,6.12215,5.39664,6.84767,5.00000,6.00000,7.27475,2,10,,,
1985,No migration background,Primary Level,40,6.33309,5.59559,7.07058,5.00000,6.00000,8.00000,0.50000,10,,,
1985,No migration background,Lower Secondary Level,1451,7.29468,7.18554,7.40383,6.00000,8.00000,9.00000,1.50000,10,,,
1985,No migration background,Upper Secondary Level,2378,6.89999,6.80925,6.99072,5.00000,7.00000,9.00000,0,10,,,
1985,No migration background,Post-secondary Non-tertiary Level,87,6.21888,5.64543,6.79232,5.00000,7.00000,8.00000,0.50000,10,,,
1985,No migration background,First Stage of Tertiary Education,291,6.80576,6.53744,7.07407,5.00000,7.00000,9.00000,0,10,,,
1985,No migration background,Second Stage of Tertiary Education,293,6.38378,6.10681,6.66075,5.00000,7.00000,8.00000,0.50000,10,,,
1985,Direct migration background,Not included in this version of the questionnaire,,,,,,,,,,,,
1985,Direct migration background,No answer / don't know,37,7.19285,6.19377,8.19193,6.27099,8.00000,9.00000,2.17747,10,,,
1985,Direct migration background,Pre-primary Level,,,,,,,,,,,,
1985,Direct migration background,Primary Level,497,7.27270,7.08501,7.46039,6.00000,8.00000,9.00000,1.50000,10,,,
1985,Direct migration background,Lower Secondary Level,554,7.01347,6.82035,7.20660,5.00000,7.00000,9.00000,0,10,,,
1985,Direct migration background,Upper Secondary Level,486,6.86870,6.65823,7.07917,5.00000,7.00000,8.00000,0.50000,10,,,
1985,Direct migration background,Post-secondary Non-tertiary Level,49,6.65649,6.00314,7.30983,5.00000,7.00000,8.00000,0.50000,10,,,
1985,Direct migration background,First Stage of Tertiary Education,32,6.83597,6.12634,7.54560,5.74470,7.00000,8.00000,2.36176,10,,,
