"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Fach-)Abitur","Laendlicher Raum","6.04","5.5","53","5.3","6.78"
"1985","(Fach-)Abitur","Staedtischer Raum","6.34","5.5","335","6.08","6.6"
"1985","(noch) kein Abschluss","Laendlicher Raum","7.4","6.5","79","6.96","7.84"
"1985","(noch) kein Abschluss","Staedtischer Raum","6.75","6.5","544","6.56","6.94"
"1985","AkademikerIn","Laendlicher Raum","6.85","6.5","64","6.26","7.44"
"1985","AkademikerIn","Staedtischer Raum","6.28","6.5","295","6.02","6.54"
"1985","Hauptschule","Laendlicher Raum","7.16","7.5","939","7.01","7.31"
"1985","Hauptschule","Staedtischer Raum","7.08","6.5","2942","7","7.16"
"1985","Realschule","Laendlicher Raum","7.22","7.5","225","6.93","7.51"
"1985","Realschule","Staedtischer Raum","6.83","6.5","839","6.68","6.98"
"1986","(Fach-)Abitur","Laendlicher Raum","6.36","6.5","55","5.62","7.1"
"1986","(Fach-)Abitur","Staedtischer Raum","6.35","5.5","362","6.12","6.58"
"1986","(noch) kein Abschluss","Laendlicher Raum","6.93","6.5","76","6.41","7.45"
"1986","(noch) kein Abschluss","Staedtischer Raum","6.44","6.5","556","6.25","6.63"
"1986","AkademikerIn","Laendlicher Raum","6.95","6.5","62","6.42","7.48"
"1986","AkademikerIn","Staedtischer Raum","6.31","6.5","310","6.05","6.57"
"1986","Hauptschule","Laendlicher Raum","7.14","6.5","899","7","7.28"
"1986","Hauptschule","Staedtischer Raum","7.03","6.5","2873","6.95","7.11"
"1986","Realschule","Laendlicher Raum","7.01","6.5","222","6.72","7.3"
"1986","Realschule","Staedtischer Raum","6.69","6.5","856","6.54","6.84"
"1987","(Fach-)Abitur","Laendlicher Raum","7.02","6.5","48","6.41","7.63"
"1987","(Fach-)Abitur","Staedtischer Raum","6.53","6.5","361","6.32","6.74"
"1987","(noch) kein Abschluss","Laendlicher Raum","7.02","7.5","81","6.54","7.5"
"1987","(noch) kein Abschluss","Staedtischer Raum","6.74","6.5","538","6.56","6.92"
"1987","AkademikerIn","Laendlicher Raum","6.74","6.5","59","6.08","7.4"
"1987","AkademikerIn","Staedtischer Raum","6.42","6.5","313","6.16","6.68"
"1987","Hauptschule","Laendlicher Raum","7.05","6.5","909","6.91","7.19"
"1987","Hauptschule","Staedtischer Raum","7.08","6.5","2861","7","7.16"
"1987","Realschule","Laendlicher Raum","7.17","6.5","232","6.91","7.43"
"1987","Realschule","Staedtischer Raum","6.89","6.5","838","6.75","7.03"
"1988","(Fach-)Abitur","Laendlicher Raum","6.39","6.5","49","5.72","7.06"
"1988","(Fach-)Abitur","Staedtischer Raum","6.48","6.5","343","6.25","6.71"
"1988","(noch) kein Abschluss","Laendlicher Raum","6.61","6.5","78","6.08","7.14"
"1988","(noch) kein Abschluss","Staedtischer Raum","6.51","6.5","483","6.32","6.7"
"1988","AkademikerIn","Laendlicher Raum","6.66","6.5","59","6.02","7.3"
"1988","AkademikerIn","Staedtischer Raum","6.35","6.5","285","6.08","6.62"
"1988","Hauptschule","Laendlicher Raum","6.97","6.5","839","6.83","7.11"
"1988","Hauptschule","Staedtischer Raum","6.9","6.5","2773","6.82","6.98"
"1988","Realschule","Laendlicher Raum","6.99","6.5","221","6.71","7.27"
"1988","Realschule","Staedtischer Raum","6.65","6.5","846","6.51","6.79"
"1989","(Fach-)Abitur","Laendlicher Raum","6.42","6.5","48","5.75","7.09"
"1989","(Fach-)Abitur","Staedtischer Raum","6.39","5.5","347","6.15","6.63"
"1989","(noch) kein Abschluss","Laendlicher Raum","6.43","5.5","69","5.92","6.94"
"1989","(noch) kein Abschluss","Staedtischer Raum","6.74","6.5","475","6.55","6.93"
"1989","AkademikerIn","Laendlicher Raum","6.76","7.5","60","6.12","7.4"
"1989","AkademikerIn","Staedtischer Raum","6.21","6.5","304","5.97","6.45"
"1989","Hauptschule","Laendlicher Raum","6.74","6.5","832","6.6","6.88"
"1989","Hauptschule","Staedtischer Raum","6.83","6.5","2728","6.75","6.91"
"1989","Realschule","Laendlicher Raum","6.88","6.5","216","6.61","7.15"
"1989","Realschule","Staedtischer Raum","6.73","6.5","847","6.59","6.87"
"1990","(Fach-)Abitur","Laendlicher Raum","6.28","6.5","61","5.7","6.86"
"1990","(Fach-)Abitur","Staedtischer Raum","6.35","6.5","367","6.12","6.58"
"1990","(noch) kein Abschluss","Laendlicher Raum","6.46","6.5","69","5.86","7.06"
"1990","(noch) kein Abschluss","Staedtischer Raum","6.82","6.5","473","6.63","7.01"
"1990","AkademikerIn","Laendlicher Raum","6.83","6.5","61","6.23","7.43"
"1990","AkademikerIn","Staedtischer Raum","6.36","6.5","319","6.13","6.59"
"1990","Hauptschule","Laendlicher Raum","6.74","6.5","903","6.6","6.88"
"1990","Hauptschule","Staedtischer Raum","6.77","6.5","2850","6.69","6.85"
"1990","Realschule","Laendlicher Raum","6.85","6.5","234","6.59","7.11"
"1990","Realschule","Staedtischer Raum","6.69","6.5","896","6.56","6.82"
"1991","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1991","(Fach-)Abitur","Staedtischer Raum","","","","",""
"1991","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1991","(noch) kein Abschluss","Staedtischer Raum","","","","",""
