"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","6.9","7","914","6.73","7.07"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","7.04","7","49","6.23","7.85"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1984","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1984","66 und Ã¤lter","direkter Migrationshintergrund","7.32","7","30","6.65","7.99"
"1984","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1984","66 und Ã¤lter","kein Migrationshintergrund ","7.2","8","931","7.04","7.36"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","6.92","7","663","6.74","7.1"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","6.89","7","50","6.19","7.59"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1985","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1985","66 und Ã¤lter","kein Migrationshintergrund ","7.14","7","753","6.98","7.3"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","6.75","7","635","6.57","6.93"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","5.55","5","64","4.93","6.17"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","66 und Ã¤lter","direkter Migrationshintergrund","7.55","8","44","7.01","8.09"
"1986","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1986","66 und Ã¤lter","kein Migrationshintergrund ","7.38","8","700","7.22","7.54"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","6.67","7","594","6.49","6.85"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","5.9","5","80","5.41","6.39"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1987","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1987","66 und Ã¤lter","direkter Migrationshintergrund","7.58","8","43","7.02","8.14"
"1987","66 und Ã¤lter","indirekter Migrationshintergrund","8.61","8.26","4","6.56","10.66"
"1987","66 und Ã¤lter","kein Migrationshintergrund ","7.36","8","739","7.21","7.51"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","6.79","7","580","6.61","6.97"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1988","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1988","66 und Ã¤lter","direkter Migrationshintergrund","7.13","7","47","6.54","7.72"
"1988","66 und Ã¤lter","indirekter Migrationshintergrund","5.59","5","4","4.07","7.11"
"1988","66 und Ã¤lter","kein Migrationshintergrund ","7.04","7","721","6.87","7.21"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","6.51","7","543","6.32","6.7"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1989","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
