year,age_gr,migback,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,0,kein Migrationshintergrund,,,,,,,,,,,,
1984,0,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,kein Migrationshintergrund,6.5228477067369415,6.451691387200407,6.594004026273476,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1132.0
1984,18-29 J.,direkter Migrationshintergrund,7.059225739490589,6.960420880864448,7.1580305981167305,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,574.0
1984,18-29 J.,indirekter Migrationshintergrund,6.527484884424377,6.146776277447651,6.908193491401103,5.0,6.805420857465308,8.259233142591604,0.11115028611259348,10.0,7.0,5.0,9.0,30.0
1984,30-45 J.,kein Migrationshintergrund,6.8143025986101655,6.759383635355231,6.8692215618651,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1663.0
1984,30-45 J.,direkter Migrationshintergrund,6.802253013623545,6.725890405686714,6.878615621560376,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,962.0
1984,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,kein Migrationshintergrund,7.280874469976708,7.22771027048013,7.334038669473286,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1721.0
1984,46-65 J.,direkter Migrationshintergrund,7.164153258440725,7.076611686362123,7.251694830519326,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,609.0
1984,46-65 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,kein Migrationshintergrund,7.215797586426908,7.139219361402577,7.292375811451239,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,921.0
1984,66 und älter,direkter Migrationshintergrund,7.318197856288591,6.981743269396625,7.654652443180557,6.035531141300565,7.0,9.0,3.0,10.0,7.0,5.974999999999994,7.0,30.0
1984,66 und älter,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,5,kein Migrationshintergrund,,,,,,,,,,,,
1984,5,direkter Migrationshintergrund,,,,,,,,,,,,
1984,5,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,6,kein Migrationshintergrund,,,,,,,,,,,,
1984,6,direkter Migrationshintergrund,,,,,,,,,,,,
1984,6,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,7,kein Migrationshintergrund,,,,,,,,,,,,
