year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,2192,6.38889,6.27871,6.49908,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1984,West,female,5594,7.20021,7.13983,7.26058,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,8.00000,8.00000
1985,West,male,1494,6.39622,6.27550,6.51694,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1985,West,female,4898,7.14047,7.07916,7.20177,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1986,West,male,1655,6.42700,6.31643,6.53756,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1986,West,female,4696,7.06136,7.00015,7.12257,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1987,West,male,1674,6.50219,6.39718,6.60719,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1987,West,female,4651,7.13569,7.07664,7.19474,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1988,West,male,1623,6.38912,6.27939,6.49885,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1988,West,female,4459,6.95906,6.89772,7.02040,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,West,male,1687,6.38016,6.27397,6.48636,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1989,West,female,4346,6.86437,6.80233,6.92640,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,West,male,2042,6.39066,6.29557,6.48574,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,West,female,4314,6.84395,6.78229,6.90561,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,,,,,,,,,,,,
1991,West,female,,,,,,,,,,,,
1991,East,male,,,,,,,,,,,,
1991,East,female,,,,,,,,,,,,
1992,West,male,,,,,,,,,,,,
1992,West,female,,,,,,,,,,,,
1992,East,male,,,,,,,,,,,,
1992,East,female,,,,,,,,,,,,
1993,West,male,2084,6.36060,6.26774,6.45346,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,West,female,4227,6.61642,6.55343,6.67940,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,East,male,793,6.21879,6.06789,6.36968,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,East,female,1474,6.36337,6.25226,6.47448,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1994,West,male,2022,6.33980,6.24335,6.43625,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,West,female,4227,6.63569,6.57337,6.69800,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,East,male,827,6.08316,5.93625,6.23007,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1994,East,female,1516,6.34073,6.23545,6.44601,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1995,West,male,2288,6.35093,6.25983,6.44204,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1995,West,female,4432,6.63935,6.57757,6.70113,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,East,male,867,6.19855,6.05808,6.33901,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1995,East,female,1490,6.39325,6.28735,6.49915,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1996,West,male,2264,6.36160,6.27415,6.44906,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
