"plh0176","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","225","0.0346171898811432","0.0305587083300152","0.0386756714322712"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","490","0.0652543781852975","0.0598329214836503","0.0706758348869448"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","149","0.0679945327490143","0.0580789327745029","0.0779101327235257"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","196","0.0736379700227253","0.0637551922120221","0.0835207478334284"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","199","0.0287810574256256","0.0250692978685561","0.0324928169826951"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","279","0.0343739485056622","0.0303746516284377","0.0383732453828867"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","94","0.0543114576721413","0.0453847242845521","0.0632381910597304"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","107","0.0487643659967283","0.0406148258934574","0.0569139060999992"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","463","0.0519415935228024","0.0470150415168742","0.0568681455287306"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","424","0.0532757179330143","0.0483457867206105","0.0582056491454181"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","53","0.0251451922812642","0.0189782452213508","0.0313121393411775"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","62","0.0231712939178154","0.0174785440144154","0.0288640438212154"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","310","0.0453061349867134","0.0406889373630789","0.0499233326103478"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","421","0.0533449604442697","0.0484120069592074","0.058277913929332"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","184","0.0775073973138597","0.0669750349186997","0.0880397597090198"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","212","0.0779624942495287","0.0678174274535795","0.0881075610454779"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","450","0.0650965186265678","0.0596196772816641","0.0705733599714714"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","692","0.0974820000316738","0.0909708965505267","0.103993103512821"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","226","0.0953780631692593","0.0838081372591367","0.106947989079382"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","288","0.11991028600448","0.107618090847383","0.132202481161577"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","550","0.0807432761833363","0.0746948904350532","0.0867916619316193"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","670","0.0861814382674074","0.0800211462086604","0.0923417303261545"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","215","0.0835854923842708","0.0726840440382408","0.0944869407303007"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","274","0.101159437629873","0.0897495257783901","0.112569349481357"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","1056","0.143356400599348","0.135576455693329","0.151136345505366"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","1193","0.160575648976028","0.15251639075796","0.168634907194096"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","419","0.163280215037007","0.148721281217551","0.177839148856463"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","446","0.168108761520372","0.153958443380168","0.182259079660575"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","871","0.111212947912228","0.104233124644673","0.118192771179782"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","910","0.11046779093911","0.103586607749287","0.117348974128933"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","296","0.114802890152912","0.10224637354933","0.127359406756494"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","325","0.121897930659008","0.109518279087152","0.134277582230865"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","1364","0.182326616695163","0.173754602978036","0.19089863041229"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","1108","0.135952926308805","0.128429296337688","0.143476556279922"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","397","0.157976087997916","0.143610260049505","0.172341915946328"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","347","0.118336463790588","0.106114289061565","0.13055863851961"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","1660","0.190362430565903","0.18164669917827","0.199078161953536"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","1264","0.145715901787514","0.137970943530509","0.153460860044519"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","337","0.122927365741578","0.109993902332606","0.13586082915055"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","305","0.110513813282024","0.0986502366204144","0.122377389943633"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","maennlich","646","0.0662558336011699","0.0607338653883611","0.0717778018139787"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Westdeutschland, alte Bundeslaender","weiblich","521","0.0573752886212189","0.0522702821372289","0.062480295105209"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","maennlich","106","0.037091305500777","0.0296473908566088","0.0445352201449452"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Ostdeutschland, neue Bundeslaender","weiblich","121","0.0365371829268579","0.0294377646588122","0.0436366011949036"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","maennlich","285","0.0465505409056744","0.0417518133905818","0.051349268420767"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","weiblich","566","0.0708338819887465","0.0651007009287883","0.0765670630487048"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Ostdeutschland, neue Bundeslaender","maennlich","135","0.0622148334016497","0.0525350385294844","0.0718946282738149"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Ostdeutschland, neue Bundeslaender","weiblich","178","0.0742795379438428","0.0641453923959799","0.0844136834917058"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","maennlich","182","0.0329852335142325","0.0289171372572688","0.0370533297711961"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","weiblich","283","0.0364575601280161","0.0322690682492849","0.0406460520067473"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Ostdeutschland, neue Bundeslaender","maennlich","95","0.0501630478766723","0.0414155470536249","0.0589105486997196"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Ostdeutschland, neue Bundeslaender","weiblich","107","0.0428104034040342","0.0349871706055001","0.0506336362025682"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","maennlich","431","0.0509129658499352","0.0459059138167446","0.0559200178831257"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Westdeutschland, alte Bundeslaender","weiblich","443","0.0577974057366231","0.0525824002010072","0.063012411272239"
