"plh0176","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","47","0.0333906927715097","0.0226512422869232","0.0441301432560963"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","75","0.0503920375221834","0.0382311391303117","0.0625529359140551"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","49","0.147085572492584","0.110548625251695","0.183622519733473"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","53","0.124237465070329","0.0913740962890644","0.157100833851594"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","45","0.0258392792194339","0.019506344803431","0.0321722136354369"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","75","0.0544408944913646","0.044037243273735","0.0648445457089943"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","135","0.0395522005589058","0.0334265625619007","0.0456778385559109"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","264","0.0675502662890467","0.0597413906479014","0.0753591419301921"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","79","0.0359982550850056","0.0285157326381875","0.0434807775318236"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","207","0.0713987991298104","0.0623096882224184","0.0804879100372024"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","42","0.0410048077569905","0.0291506838100382","0.0528589317039428"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","47","0.0411722988605802","0.0301267990823382","0.0522177986388222"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","38","0.0253423242587465","0.0190689851926295","0.0316156633248636"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","35","0.0212647433686262","0.0146495657922855","0.0278799209449669"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","104","0.0294097477983486","0.0240997696701162","0.0347197259265809"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","162","0.036805525405554","0.0309471693768794","0.0426638814342286"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","81","0.041554671693455","0.0335385926031833","0.0495707507837267"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","114","0.0409043252525831","0.0339127198158677","0.0478959306892984"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","54","0.0561576148105697","0.0423950960531228","0.0699201335680165"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","63","0.0640272430748325","0.0504182331195291","0.077636253030136"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","","","",""
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","","","",""
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","206","0.0752261682798407","0.064698026558495","0.0857543100011863"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","124","0.0600925248655597","0.0491949064947512","0.0709901432363683"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","159","0.0435755917920995","0.0371594184009283","0.0499917651832708"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","165","0.0481444069053476","0.0414836940300168","0.0548051197806783"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","82","0.028875352945311","0.0221491567303421","0.03560154916028"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","114","0.0377831534261792","0.0310526599486467","0.0445136469037116"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","64","0.0829520484684231","0.0664646004598943","0.0994394964769519"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","82","0.0518198580607029","0.0394971527146037","0.0641425634068021"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","56","0.0241669417107535","0.0180371164230381","0.0302967669984689"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","80","0.0507415321974831","0.0406779442609187","0.0608051201340475"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","214","0.0558326315885588","0.0486166126918771","0.0630486504852405"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","246","0.057450082756473","0.0502097292918432","0.0646904362211027"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","123","0.046498542290096","0.0380409110997818","0.0549561734804103"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","183","0.0618813493669347","0.0533764319417048","0.0703862667921646"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","82","0.0740978955260489","0.0584401463657309","0.0897556446863669"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","125","0.123154861261004","0.104886493086656","0.141423229435351"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","42","0.131266736362846","0.0964317969637798","0.166101675761913"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","36","0.100379343495848","0.0704398469270298","0.130318840064667"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","85","0.0438717532706251","0.0356965218461763","0.0520469846950739"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","113","0.085923277316388","0.0730726135963529","0.0987739410364231"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","267","0.0698858484823228","0.061872908927768","0.0778987880368775"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","377","0.098576588316451","0.0893015958051261","0.107851580827776"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","188","0.0850163994560229","0.0738136041054742","0.0962191948065715"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","308","0.106000420682492","0.0951340684067592","0.116866772958225"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","94","0.0929323994327999","0.075576494546438","0.110288304319162"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","88","0.0742399456026039","0.0596658851060041","0.0888140060992037"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","39","0.103598674880729","0.0732373335948207","0.133960016166638"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","108","0.0532192795599432","0.0442592656426696","0.0621792934772169"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","117","0.070236709539091","0.0585188822220099","0.0819545368561722"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","341","0.0914510520016042","0.0823916895134434","0.100510414489765"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","432","0.103576507658205","0.0940956089693918","0.113057406347018"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","176","0.0783260801485787","0.067533873838002","0.0891182864591555"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","253","0.0780811499753084","0.0686104783955144","0.0875518215551025"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","143","0.138248010208254","0.117614911731777","0.158881108684731"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","188","0.148752726302568","0.128970604992762","0.168534847612373"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","58","0.183043420075259","0.143152776922014","0.222934063228503"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","58","0.160499389520917","0.123928139153115","0.197070639888719"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","237","0.0996375364894788","0.0876819835511648","0.111593089427793"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","209","0.124682592459132","0.109534271023788","0.139830913894477"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","662","0.175326105847623","0.163375400567917","0.187276811127329"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","689","0.181603745710385","0.169608573793456","0.193598917627314"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","354","0.130072584369761","0.116561108598269","0.143584060141253"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","478","0.155742362437231","0.142942591229588","0.168542133644874"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","112","0.094024275905522","0.0765772205875484","0.111471331223496"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","148","0.114222304214911","0.0965395318823739","0.131905076547448"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","45","0.0993047809626179","0.0684538341012686","0.130155727823967"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","228","0.101551487495519","0.0894944884250836","0.113608486565954"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","211","0.11472158980171","0.100108524258572","0.129334655344848"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","457","0.112733435313421","0.102793523114835","0.122673347512007"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","457","0.108983936597162","0.0992880780358582","0.118679795158467"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","311","0.128805375265467","0.115350087805039","0.142260662725895"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","375","0.117451528452614","0.106086776829626","0.128816280075602"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","180","0.168983578070124","0.146582397192515","0.191384758947733"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","151","0.125186472282503","0.106789389082687","0.14358355548232"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","41","0.108811122167751","0.0766881283913082","0.140934115944194"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","33","0.0906086416546152","0.0620095111278074","0.119207772181423"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","432","0.199100521049064","0.183161021209636","0.215040020888493"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","305","0.153069988534644","0.136559968377713","0.169580008691574"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","661","0.16878700068523","0.157014877969176","0.180559123401285"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","513","0.128297399351444","0.11789208136784","0.138702717335047"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","429","0.194220203480369","0.17833020766891","0.210110199291828"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","442","0.140809824155224","0.128531970345324","0.153087677965124"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","189","0.164141382181684","0.141999256364982","0.186283507998386"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","194","0.147279035431352","0.127578117469622","0.166979953393082"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","33","0.0716530545315482","0.0450478255617279","0.0982582835013685"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","52","0.108629985725782","0.0776275025921128","0.13963246885945"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","635","0.239764015292766","0.222722206094236","0.256805824491296"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","366","0.172548424045399","0.155222132831009","0.189874715259789"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","697","0.164496642941429","0.152845145646076","0.176148140236782"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","505","0.128152183683084","0.117751889911152","0.138552477455016"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","429","0.180500906129118","0.165052548123143","0.195949264135092"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","437","0.141162171078264","0.128871486425044","0.153452855731485"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","maennlich","68","0.0540672948680738","0.0405483965940455","0.0675861931421021"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(Fach-)Abitur","weiblich","82","0.0597532173867595","0.0465762915375966","0.0729301432359224"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","(noch) kein Abschluss","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","maennlich","341","0.112280693373829","0.0996786821693079","0.124882704578351"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","AkademikerInnen","weiblich","192","0.0922777233806021","0.079006720303889","0.105548726457315"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","maennlich","192","0.0489497429904563","0.042168550677662","0.0557309353032506"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Hauptschulabschluss","weiblich","158","0.0408593573268482","0.0346998046730064","0.0470189099806901"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","maennlich","129","0.0501316291368163","0.0413665464849246","0.058896711788708"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2004","Realschulabschluss","weiblich","172","0.0487849160433591","0.0411808921317267","0.0563889399549915"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","42","0.0487033500048908","0.0354679022492621","0.0619387977605196"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","weiblich","92","0.0673894998694225","0.0532112425397629","0.0815677571990822"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","maennlich","54","0.146104319135068","0.109153125789962","0.183055512480174"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","weiblich","73","0.153307779127209","0.117319373461663","0.189296184792756"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","maennlich","41","0.0246640860532581","0.0183378448542725","0.0309903272522437"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","weiblich","79","0.0535185424596534","0.0431241423914796","0.0639129425278272"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","maennlich","165","0.0514871951657936","0.0443218843243371","0.0586525060072502"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","weiblich","280","0.0714098833590633","0.0631548347893101","0.0796649319288165"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","maennlich","93","0.0473015141139165","0.038593675046378","0.0560093531814551"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","weiblich","201","0.0695994410632804","0.0604445327332148","0.078754349393346"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","31","0.0321987097086298","0.0213441160631305","0.0430533033541291"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","weiblich","42","0.0250702618825698","0.0162284212763485","0.0339121024887911"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","weiblich","43","0.0376952016191542","0.0288990927583903","0.046491310479918"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","maennlich","128","0.0449405721643671","0.0382232169222951","0.051657927406439"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","weiblich","148","0.0331203963119864","0.0273836928081588","0.0388570998158139"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","maennlich","59","0.0307770541075782","0.0236923697995207","0.0378617384156358"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","weiblich","117","0.0436142821992746","0.0362666560965656","0.0509619083019836"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","45","0.0311112261086209","0.0204355162382898","0.0417869359789519"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","weiblich","62","0.0587770370144973","0.0454747385165567","0.0720793355124379"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","maennlich","","","",""
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","weiblich","","","",""
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","maennlich","181","0.0730624270290992","0.0624477101447653","0.083677143913433"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","weiblich","132","0.0680996785003794","0.056465157812191","0.0797341991885677"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","maennlich","170","0.0489942743154062","0.0419954023289961","0.0559931463018163"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","weiblich","166","0.0505826433261222","0.0435574579863287","0.0576078286659157"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","maennlich","78","0.0342480549126873","0.0267879336547902","0.0417081761705844"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","weiblich","115","0.0427503895329663","0.0354726119319211","0.0500281671340115"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","48","0.0683366236154554","0.0528214189958779","0.0838518282350329"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","weiblich","67","0.0517377480163776","0.0392108200727671","0.064264675959988"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","maennlich","31","0.0752324921943023","0.0476385634648581","0.102826420923747"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","weiblich","30","0.0726838877048979","0.0467510105048684","0.0986167649049274"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","maennlich","59","0.0250163268605828","0.0186462222049354","0.0313864315162302"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","weiblich","81","0.0515323654004937","0.0413219706902201","0.0617427601107674"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","maennlich","170","0.0474077026209472","0.040517344300001","0.0542980609418934"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","weiblich","224","0.0592145065105662","0.0516481324866619","0.0667808805344706"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","maennlich","119","0.0545338034448111","0.0452194860571607","0.0638481208324616"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","weiblich","179","0.0669674224396655","0.05797459337851","0.075960251500821"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","80","0.0756815602593431","0.0594183197705965","0.0919448007480898"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","weiblich","107","0.0901822901226511","0.0739823126613942","0.106382267583908"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","maennlich","40","0.124369149960635","0.0898459222463953","0.158892377674876"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(noch) kein Abschluss","weiblich","43","0.139856255280514","0.105210966016412","0.174501544544616"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","maennlich","92","0.0560128096656696","0.046633673217254","0.0653919461140853"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","AkademikerInnen","weiblich","103","0.0617892144660887","0.0506693938263424","0.072909035105835"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","maennlich","284","0.075601157099373","0.0670296391802306","0.0841726750185153"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Hauptschulabschluss","weiblich","370","0.0988727426837527","0.0893038915876458","0.10844159377986"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","maennlich","169","0.0687087138032365","0.0583323828675693","0.0790850447389038"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","Realschulabschluss","weiblich","255","0.0994870959423922","0.0887188618073842","0.1102553300774"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2005","(Fach-)Abitur","maennlich","100","0.11651771546341","0.0967891212440956","0.136246309682724"
