year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,,,,,,,,,,,,
1985,Lower Secondary Level,,,,,,,,,,,,
1985,Upper Secondary Level,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1985,First Stage of Tertiary Education,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,,,,,,,,,,,,
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,,,,,,,,,,,,
1989,Lower Secondary Level,,,,,,,,,,,,
1989,Upper Secondary Level,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,First Stage of Tertiary Education,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,,,,,,,,,,,,
1990,Lower Secondary Level,,,,,,,,,,,,
1990,Upper Secondary Level,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,First Stage of Tertiary Education,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,,,,,,,,,,,,
1991,Upper Secondary Level,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,,,,,,,,,,,,
1992,Upper Secondary Level,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,,,,,,,,,,,,
1993,Lower Secondary Level,,,,,,,,,,,,
1993,Upper Secondary Level,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1993,First Stage of Tertiary Education,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,,,,,,,,,,,,
1995,Lower Secondary Level,,,,,,,,,,,,
1995,Upper Secondary Level,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1995,First Stage of Tertiary Education,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,,,,,,,,,,,,
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,,,,,,,,,,,,
1997,Lower Secondary Level,,,,,,,,,,,,
1997,Upper Secondary Level,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1997,First Stage of Tertiary Education,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,,,,,,,,,,,,
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,,,,,,,,,,,,
1998,Lower Secondary Level,,,,,,,,,,,,
1998,Upper Secondary Level,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1998,First Stage of Tertiary Education,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,,,,,,,,,,,,
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,,,,,,,,,,,,
1999,Lower Secondary Level,,,,,,,,,,,,
1999,Upper Secondary Level,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1999,First Stage of Tertiary Education,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,,,,,,,,,,,,
2000,Pre-primary Level,,,,,,,,,,,,
2000,Primary Level,,,,,,,,,,,,
2000,Lower Secondary Level,,,,,,,,,,,,
2000,Upper Secondary Level,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2000,First Stage of Tertiary Education,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,,,,,,,,,,,,
2001,Pre-primary Level,,,,,,,,,,,,
2001,Primary Level,,,,,,,,,,,,
2001,Lower Secondary Level,,,,,,,,,,,,
2001,Upper Secondary Level,,,,,,,,,,,,
2001,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2001,First Stage of Tertiary Education,,,,,,,,,,,,
2001,Second Stage of Tertiary Education,,,,,,,,,,,,
2002,Pre-primary Level,601,66.04247,65.07403,67.01091,58.00000,65.00000,72.00000,37.00000,93.00000,65.0,63.00000,65.00000
2002,Primary Level,286,73.46482,71.90741,75.02222,65.00000,74.00000,80.00000,43.0,102.50000,74.0,70.00000,75.00000
2002,Lower Secondary Level,2850,72.00627,71.49087,72.52167,62.00000,70.00000,80.00000,35.00000,107.00000,70.0,70.00000,71.00000
2002,Upper Secondary Level,11492,75.14959,74.87738,75.42179,65.00000,75.00000,84.00000,36.50000,112.50000,75.0,74.00000,75.00000
2002,Post-secondary Non-tertiary Level,1156,72.79540,71.91593,73.67487,61.00000,72.00000,82.00000,44.0,113.50000,72.0,70.00000,73.00000
2002,First Stage of Tertiary Education,1728,77.55431,76.83841,78.27022,66.00000,77.00000,87.00000,36.0,118.50000,77.0,75.00000,78.00000
2002,Second Stage of Tertiary Education,4535,75.80441,75.38618,76.22264,65.00000,75.00000,85.00000,40.0,115.00000,75.0,75.00000,76.00000
2003,Pre-primary Level,,,,,,,,,,,,
2003,Primary Level,,,,,,,,,,,,
2003,Lower Secondary Level,,,,,,,,,,,,
2003,Upper Secondary Level,,,,,,,,,,,,
2003,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2003,First Stage of Tertiary Education,,,,,,,,,,,,
2003,Second Stage of Tertiary Education,,,,,,,,,,,,
2004,Pre-primary Level,632,65.49781,64.52039,66.47523,56.00000,64.01081,73.00000,35.0,98.50000,64.0,63.00000,65.00000
2004,Primary Level,252,74.04652,72.46784,75.62521,65.00000,75.00000,80.00000,42.50000,102.50000,75.0,72.00000,76.00000
2004,Lower Secondary Level,2527,73.11198,72.51844,73.70551,63.00000,72.00000,80.00000,37.50000,105.50000,72.0,70.00000,73.00000
2004,Upper Secondary Level,10673,75.89538,75.60590,76.18487,65.00000,75.00000,85.00000,38.0,115.00000,75.0,75.00000,75.00000
2004,Post-secondary Non-tertiary Level,1139,73.11624,72.26871,73.96376,62.00000,72.00000,83.00000,43.0,114.50000,72.0,70.00000,74.00000
2004,First Stage of Tertiary Education,1624,78.27461,77.51674,79.03248,66.00000,78.00000,88.00000,36.0,121.00000,78.0,76.00000,80.00000
2004,Second Stage of Tertiary Education,4267,76.11172,75.67276,76.55067,65.00000,75.00000,85.00000,38.0,115.00000,75.0,75.00000,76.00000
2005,Pre-primary Level,,,,,,,,,,,,
2005,Primary Level,,,,,,,,,,,,
2005,Lower Secondary Level,,,,,,,,,,,,
2005,Upper Secondary Level,,,,,,,,,,,,
2005,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2005,First Stage of Tertiary Education,,,,,,,,,,,,
2005,Second Stage of Tertiary Education,,,,,,,,,,,,
2006,Pre-primary Level,630,66.96017,65.98835,67.93198,59.00000,65.00000,75.00000,45.0,99.00000,65.0,64.00000,66.00000
2006,Primary Level,240,75.11567,73.30916,76.92218,65.00000,75.00000,84.00000,46.0,112.50000,75.0,71.00000,77.00000
2006,Lower Secondary Level,2506,73.67985,73.05714,74.30257,63.00000,72.00000,82.00000,34.50000,110.50000,72.0,70.00000,72.00000
2006,Upper Secondary Level,10967,76.72567,76.43220,77.01914,65.00000,75.00000,85.00000,35.00000,115.00000,75.0,75.00000,76.00000
2006,Post-secondary Non-tertiary Level,1203,73.94076,73.08114,74.80038,62.00000,73.00000,83.00000,42.0,114.50000,73.0,72.00000,75.00000
2006,First Stage of Tertiary Education,1634,78.87078,78.07398,79.66757,67.00000,78.00000,89.00000,37.0,122.00000,78.0,77.00000,80.00000
2006,Second Stage of Tertiary Education,4554,76.41360,75.97551,76.85169,65.00000,75.00000,85.00000,38.0,115.00000,75.0,75.00000,76.00000
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,,,,,,,,,,,,
2007,Lower Secondary Level,,,,,,,,,,,,
2007,Upper Secondary Level,,,,,,,,,,,,
2007,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2007,First Stage of Tertiary Education,,,,,,,,,,,,
2007,Second Stage of Tertiary Education,,,,,,,,,,,,
2008,Pre-primary Level,544,67.90691,66.76944,69.04438,58.00000,66.00000,75.00000,36.0,100.50000,66.0,65.00000,68.00000
2008,Primary Level,182,75.45719,73.38544,77.52895,65.00000,74.00000,85.00000,45.0,115.00000,74.0,70.00000,78.00000
2008,Lower Secondary Level,2027,74.28818,73.59323,74.98312,63.00000,72.00000,82.00000,38.0,110.50000,72.0,70.00000,74.00000
2008,Upper Secondary Level,9627,77.36665,77.04034,77.69296,65.00000,76.00000,86.00000,35.0,117.50000,76.0,75.00000,76.00000
2008,Post-secondary Non-tertiary Level,1074,74.94422,73.99102,75.89742,63.00000,74.00000,84.00000,44.0,115.50000,74.0,72.00000,75.00000
2008,First Stage of Tertiary Education,1404,80.36500,79.45120,81.27880,68.00000,80.00000,90.00000,36.0,123.00000,80.0,78.00000,80.00000
2008,Second Stage of Tertiary Education,4168,76.97021,76.50435,77.43607,65.00000,76.00000,86.00000,38.0,117.50000,76.0,75.00000,77.00000
2009,Pre-primary Level,,,,,,,,,,,,
2009,Primary Level,,,,,,,,,,,,
2009,Lower Secondary Level,,,,,,,,,,,,
2009,Upper Secondary Level,,,,,,,,,,,,
2009,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2009,First Stage of Tertiary Education,,,,,,,,,,,,
2009,Second Stage of Tertiary Education,,,,,,,,,,,,
2010,Pre-primary Level,558,68.41812,67.13985,69.69639,58.00000,65.00000,78.00000,28.00000,108.00000,65.0,63.00000,70.00000
2010,Primary Level,136,77.37146,74.38137,80.36155,65.00000,75.00000,87.00000,47.0,120.00000,75.0,70.00000,80.00000
2010,Lower Secondary Level,1644,74.61787,73.82114,75.41459,63.00000,72.00000,83.00000,36.0,113.00000,72.0,70.00000,74.00000
2010,Upper Secondary Level,8213,78.13939,77.76396,78.51482,66.00000,76.00000,87.00000,35.0,118.50000,76.0,75.00000,77.00000
2010,Post-secondary Non-tertiary Level,930,75.93709,74.86465,77.00954,63.00000,74.00000,86.00000,44.0,120.50000,74.0,71.00000,75.00000
2010,First Stage of Tertiary Education,1242,80.87786,79.89650,81.85922,68.00000,80.00000,90.00000,37.0,123.00000,80.0,79.97500,82.00000
2010,Second Stage of Tertiary Education,3814,77.18047,76.68579,77.67515,65.00000,75.00000,86.00000,40.0,117.50000,75.0,75.00000,77.00000
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,705,66.16480,65.20373,67.12587,58.00000,64.00000,74.00000,34.00000,98.00000,64.0,62.00000,65.00000
2012,Primary Level,226,77.53084,75.05293,80.00876,65.00000,72.66209,87.72233,45.0,121.80583,73.0,70.00000,78.00000
2012,Lower Secondary Level,2159,75.62896,74.94725,76.31067,65.00000,73.00000,85.00000,39.0,115.00000,73.0,72.00000,75.00000
2012,Upper Secondary Level,10156,78.25946,77.92834,78.59059,66.00000,77.00000,88.00000,33.00000,121.00000,77.0,76.00000,78.00000
2012,Post-secondary Non-tertiary Level,1185,76.51208,75.52725,77.49690,64.00000,75.00000,85.00000,39.0,116.50000,75.0,73.00000,76.00000
2012,First Stage of Tertiary Education,1425,81.60949,80.71257,82.50641,70.00000,80.00000,92.00000,37.00000,125.00000,80.0,80.00000,82.00000
2012,Second Stage of Tertiary Education,4605,76.50727,76.05699,76.95756,65.00000,75.00000,86.00000,34.0,117.50000,75.0,75.00000,76.00000
2013,Pre-primary Level,,,,,,,,,,,,
