year,sampreg,sex,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,male,No,0.99835,6401,6401,0.99736,0.99935
2009,West,female,No,0.99485,7041,7041,0.99318,0.99652
2009,East,male,No,0.99827,2184,2184,0.99653,1.00001
2009,East,female,No,0.99459,2344,2344,0.99162,0.99756
2011,West,male,No,0.99751,7442,7442,0.99638,0.99864
2011,West,female,No,0.99536,8353,8353,0.99390,0.99682
2011,East,male,No,0.99802,2325,2325,0.99621,0.99983
2011,East,female,No,0.99659,2567,2567,0.99433,0.99885
2013,West,male,No,0.99802,6721,6721,0.99695,0.99908
2013,West,female,No,0.99528,7654,7654,0.99374,0.99681
2013,East,male,No,0.99769,2096,2096,0.99564,0.99975
2013,East,female,No,0.99351,2337,2337,0.99025,0.99676
2015,West,male,No,0.99669,9038,9038,0.99550,0.99787
2015,West,female,No,0.99603,10703,10703,0.99483,0.99722
2015,East,male,No,0.99770,2392,2392,0.99579,0.99962
2015,East,female,No,0.99327,2842,2842,0.99027,0.99628
2017,West,male,No,0.99764,9668,9668,0.99668,0.99861
2017,West,female,No,0.99582,11245,11245,0.99462,0.99701
2017,East,male,No,0.99477,2565,2565,0.99198,0.99756
2017,East,female,No,0.99271,3008,3008,0.98966,0.99575
2019,West,male,No,0.99723,9572,9572,0.99618,0.99828
2019,West,female,No,0.99613,10472,10472,0.99494,0.99732
2019,East,male,No,0.99242,2625,2625,0.98910,0.99574
2019,East,female,No,0.99757,2896,2896,0.99577,0.99936
2021,West,male,No,0.99825,7433,7433,0.99729,0.99920
2021,West,female,No,0.99663,7844,7844,0.99534,0.99791
2021,East,male,No,0.99665,1836,1836,0.99400,0.99929
2021,East,female,No,0.99823,2000,2000,0.99638,1.00007
