"ple0020","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ja","2009","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2009","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2009","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2009","(noch) kein Abschluss","Bremen","","","",""
"Ja","2009","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2009","(noch) kein Abschluss","Hessen","","","",""
"Ja","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2009","(noch) kein Abschluss","Baden-Wuerttemberg","1","","",""
"Ja","2009","(noch) kein Abschluss","Bayern","1","","",""
"Ja","2009","(noch) kein Abschluss","Saarland","","","",""
"Ja","2009","(noch) kein Abschluss","Berlin","","","",""
"Ja","2009","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2009","(noch) kein Abschluss","Thueringen","","","",""
"Ja","2009","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2009","Hauptschule","Hamburg","","","",""
"Ja","2009","Hauptschule","Niedersachsen","1","","",""
"Ja","2009","Hauptschule","Bremen","","","",""
"Ja","2009","Hauptschule","Nordrhein-Westfalen","6","","",""
"Ja","2009","Hauptschule","Hessen","5","","",""
"Ja","2009","Hauptschule","Rheinland-Pfalz,Saarland","2","","",""
"Ja","2009","Hauptschule","Baden-Wuerttemberg","7","","",""
"Ja","2009","Hauptschule","Bayern","1","","",""
"Ja","2009","Hauptschule","Saarland","","","",""
"Ja","2009","Hauptschule","Berlin","1","","",""
"Ja","2009","Hauptschule","Brandenburg","3","","",""
"Ja","2009","Hauptschule","Mecklenburg-Vorpommern","1","","",""
"Ja","2009","Hauptschule","Sachsen","2","","",""
"Ja","2009","Hauptschule","Sachsen-Anhalt","1","","",""
"Ja","2009","Hauptschule","Thueringen","4","","",""
"Ja","2009","Realschule","Schleswig-Holstein","1","","",""
"Ja","2009","Realschule","Hamburg","","","",""
"Ja","2009","Realschule","Niedersachsen","2","","",""
"Ja","2009","Realschule","Bremen","","","",""
"Ja","2009","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2009","Realschule","Hessen","","","",""
"Ja","2009","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2009","Realschule","Baden-Wuerttemberg","","","",""
"Ja","2009","Realschule","Bayern","1","","",""
"Ja","2009","Realschule","Saarland","","","",""
"Ja","2009","Realschule","Berlin","2","","",""
"Ja","2009","Realschule","Brandenburg","","","",""
"Ja","2009","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2009","Realschule","Sachsen","","","",""
"Ja","2009","Realschule","Sachsen-Anhalt","1","","",""
"Ja","2009","Realschule","Thueringen","","","",""
"Ja","2009","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2009","(Fach-)Abitur","Hamburg","","","",""
"Ja","2009","(Fach-)Abitur","Niedersachsen","1","","",""
"Ja","2009","(Fach-)Abitur","Bremen","","","",""
"Ja","2009","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2009","(Fach-)Abitur","Hessen","","","",""
"Ja","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2009","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ja","2009","(Fach-)Abitur","Bayern","","","",""
"Ja","2009","(Fach-)Abitur","Saarland","","","",""
"Ja","2009","(Fach-)Abitur","Berlin","","","",""
"Ja","2009","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2009","(Fach-)Abitur","Sachsen","","","",""
"Ja","2009","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2009","(Fach-)Abitur","Thueringen","","","",""
"Ja","2009","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2009","AkademikerIn","Hamburg","","","",""
"Ja","2009","AkademikerIn","Niedersachsen","1","","",""
"Ja","2009","AkademikerIn","Bremen","","","",""
"Ja","2009","AkademikerIn","Nordrhein-Westfalen","1","","",""
"Ja","2009","AkademikerIn","Hessen","","","",""
"Ja","2009","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2009","AkademikerIn","Baden-Wuerttemberg","1","","",""
"Ja","2009","AkademikerIn","Bayern","","","",""
"Ja","2009","AkademikerIn","Saarland","","","",""
"Ja","2009","AkademikerIn","Berlin","","","",""
"Ja","2009","AkademikerIn","Brandenburg","","","",""
"Ja","2009","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2009","AkademikerIn","Sachsen","","","",""
"Ja","2009","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2009","AkademikerIn","Thueringen","","","",""
"Nein","2009","(noch) kein Abschluss","Schleswig-Holstein","19","","",""
"Nein","2009","(noch) kein Abschluss","Hamburg","9","","",""
"Nein","2009","(noch) kein Abschluss","Niedersachsen","42","1","1","1"
"Nein","2009","(noch) kein Abschluss","Bremen","3","","",""
"Nein","2009","(noch) kein Abschluss","Nordrhein-Westfalen","122","1","1","1"
"Nein","2009","(noch) kein Abschluss","Hessen","35","1","1","1"
"Nein","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","27","","",""
"Nein","2009","(noch) kein Abschluss","Baden-Wuerttemberg","74","0.958669827751372","0.913620781951329","1.00371887355142"
"Nein","2009","(noch) kein Abschluss","Bayern","69","0.941052730702394","0.88587829547634","0.996227165928448"
"Nein","2009","(noch) kein Abschluss","Saarland","","","",""
"Nein","2009","(noch) kein Abschluss","Berlin","19","","",""
"Nein","2009","(noch) kein Abschluss","Brandenburg","16","","",""
"Nein","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","9","","",""
"Nein","2009","(noch) kein Abschluss","Sachsen","19","","",""
"Nein","2009","(noch) kein Abschluss","Sachsen-Anhalt","11","","",""
"Nein","2009","(noch) kein Abschluss","Thueringen","8","","",""
"Nein","2009","Hauptschule","Schleswig-Holstein","190","1","1","1"
"Nein","2009","Hauptschule","Hamburg","57","1","1","1"
"Nein","2009","Hauptschule","Niedersachsen","591","0.999600414059689","0.99799048940693","1.00121033871245"
"Nein","2009","Hauptschule","Bremen","32","1","1","1"
"Nein","2009","Hauptschule","Nordrhein-Westfalen","1378","0.995737885646017","0.992305744731116","0.999170026560917"
"Nein","2009","Hauptschule","Hessen","375","0.980769187259653","0.966960941157932","0.994577433361373"
"Nein","2009","Hauptschule","Rheinland-Pfalz,Saarland","494","0.996810364181065","0.991848052084321","1.00177267627781"
"Nein","2009","Hauptschule","Baden-Wuerttemberg","778","0.987210265983263","0.979349789902845","0.995070742063681"
"Nein","2009","Hauptschule","Bayern","1109","0.999707768137058","0.998702256923315","1.0007132793508"
"Nein","2009","Hauptschule","Saarland","","","",""
"Nein","2009","Hauptschule","Berlin","112","0.979189348420723","0.952869399103773","1.00550929773767"
"Nein","2009","Hauptschule","Brandenburg","185","0.976769467267168","0.955236950758585","0.998301983775752"
"Nein","2009","Hauptschule","Mecklenburg-Vorpommern","106","0.992846617338812","0.976878525885183","1.00881470879244"
