year,migback,quintil_oecd,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,1st Quintile,No,0.99432,2163,2163,0.99115,0.99749
2009,No migration background,2nd Quintile,No,0.99745,2626,2626,0.99553,0.99938
2009,No migration background,3rd Quintile,No,0.99632,2991,2991,0.99415,0.99849
2009,No migration background,4th Quintile,No,0.99832,3371,3371,0.99693,0.99970
2009,No migration background,5th Quintile,No,0.99718,4454,4454,0.99563,0.99874
2009,Direct migration background,1st Quintile,No,0.98457,510,510,0.97386,0.99528
2009,Direct migration background,2nd Quintile,No,0.99331,378,378,0.98508,1.00154
2011,No migration background,1st Quintile,No,0.99594,1937,1937,0.99310,0.99877
2011,No migration background,2nd Quintile,No,0.99191,2281,2281,0.98823,0.99559
2011,No migration background,3rd Quintile,No,0.99776,2709,2709,0.99598,0.99954
2011,No migration background,4th Quintile,No,0.99941,2994,2994,0.99854,1.00028
2011,No migration background,5th Quintile,No,0.99673,3757,3757,0.99491,0.99856
2011,Direct migration background,1st Quintile,No,0.97691,391,391,0.96201,0.99182
2011,Direct migration background,2nd Quintile,No,0.99875,315,315,0.99483,1.00266
2011,Direct migration background,3rd Quintile,No,0.99847,229,229,0.99340,1.00354
2011,Direct migration background,4th Quintile,No,0.99530,185,185,0.98543,1.00518
2013,No migration background,1st Quintile,No,0.99406,2426,2426,0.99100,0.99712
2013,No migration background,2nd Quintile,No,0.99462,2871,2871,0.99194,0.99730
2013,No migration background,3rd Quintile,No,0.99696,3147,3147,0.99503,0.99888
2013,No migration background,4th Quintile,No,0.99856,3549,3549,0.99732,0.99981
2013,No migration background,5th Quintile,No,0.99899,4378,4378,0.99805,0.99993
2013,Direct migration background,1st Quintile,No,0.97562,509,509,0.96221,0.98903
2013,Direct migration background,3rd Quintile,No,0.98467,314,314,0.97107,0.99828
2013,Indirect migration background,1st Quintile,No,0.99333,144,144,0.97998,1.00667
2015,No migration background,1st Quintile,No,0.99648,3019,3019,0.99437,0.99860
2015,No migration background,2nd Quintile,No,0.99296,3764,3764,0.99028,0.99563
2015,No migration background,3rd Quintile,No,0.99669,3750,3750,0.99486,0.99853
2015,No migration background,4th Quintile,No,0.99644,3978,3978,0.99459,0.99829
2015,No migration background,5th Quintile,No,0.99715,4453,4453,0.99559,0.99872
2015,Direct migration background,1st Quintile,No,0.99314,1570,1570,0.98906,0.99722
2015,Direct migration background,2nd Quintile,No,0.99489,1128,1128,0.99073,0.99906
2015,Direct migration background,3rd Quintile,No,0.99630,807,807,0.99211,1.00049
2015,Indirect migration background,1st Quintile,No,0.99942,476,476,0.99726,1.00158
2017,No migration background,1st Quintile,No,0.99145,2631,2631,0.98793,0.99497
2017,No migration background,2nd Quintile,No,0.99363,3300,3300,0.99091,0.99634
2017,No migration background,3rd Quintile,No,0.99513,3435,3435,0.99280,0.99746
2017,No migration background,4th Quintile,No,0.99668,3623,3623,0.99481,0.99855
2017,No migration background,5th Quintile,No,0.99840,3914,3914,0.99715,0.99965
2017,Direct migration background,1st Quintile,No,0.99663,1627,1627,0.99381,0.99945
2017,Direct migration background,2nd Quintile,No,0.99029,1182,1182,0.98470,0.99589
2017,Direct migration background,4th Quintile,No,0.99820,506,506,0.99451,1.00190
2017,Indirect migration background,1st Quintile,No,0.99520,445,445,0.98876,1.00163
2019,No migration background,1st Quintile,No,0.99137,2706,2706,0.98789,0.99486
2019,No migration background,2nd Quintile,No,0.99358,3456,3456,0.99092,0.99624
2019,No migration background,3rd Quintile,No,0.99548,3477,3477,0.99326,0.99771
2019,No migration background,4th Quintile,No,0.99854,3639,3639,0.99730,0.99978
2019,No migration background,5th Quintile,No,0.99890,4147,4147,0.99789,0.99991
2019,Direct migration background,1st Quintile,No,0.99379,1306,1306,0.98953,0.99805
2019,Direct migration background,2nd Quintile,No,0.99981,975,975,0.99893,1.00068
2019,Direct migration background,3rd Quintile,No,0.99600,646,646,0.99113,1.00087
2019,Indirect migration background,4th Quintile,No,0.99552,187,187,0.98592,1.00512
2021,No migration background,1st Quintile,No,0.99714,1942,1942,0.99476,0.99951
2021,No migration background,2nd Quintile,No,0.99846,2381,2381,0.99688,1.00003
2021,No migration background,3rd Quintile,No,0.99812,2443,2443,0.99640,0.99984
2021,No migration background,4th Quintile,No,0.99341,2619,2619,0.99031,0.99651
2021,No migration background,5th Quintile,No,0.99852,3623,3623,0.99727,0.99977
2021,Direct migration background,1st Quintile,No,0.99785,2579,2579,0.99607,0.99964
2021,Direct migration background,3rd Quintile,No,0.99995,530,530,0.99936,1.00055
2021,Direct migration background,5th Quintile,No,0.99368,437,437,0.98625,1.00112
