year,age_gr,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,No,0.99947,4673,4673,0.99881,1.00013
2009,46-65 y.,No,0.99739,6319,6319,0.99613,0.99865
2009,66 and older,Yes,0.01051,40,4163,0.00741,0.01360
2009,66 and older,No,0.98949,4123,4163,0.98640,0.99259
2011,30-45 y.,No,0.99953,4855,4855,0.99891,1.00014
2011,46-65 y.,No,0.99893,7768,7768,0.99821,0.99966
2011,66 and older,Yes,0.01115,51,5121,0.00828,0.01403
2011,66 and older,No,0.98885,5070,5121,0.98597,0.99172
2013,17-29 y.,No,0.99940,2535,2535,0.99845,1.00035
2013,30-45 y.,No,0.99941,4072,4072,0.99867,1.00016
2013,46-65 y.,No,0.99817,7308,7308,0.99719,0.99915
2013,66 and older,Yes,0.00947,45,4938,0.00677,0.01218
2013,66 and older,No,0.99053,4893,4938,0.98782,0.99323
2015,17-29 y.,No,0.99992,3921,3921,0.99965,1.00020
2015,30-45 y.,No,0.99854,7350,7350,0.99767,0.99941
2015,46-65 y.,No,0.99805,8868,8868,0.99713,0.99897
2015,66 and older,Yes,0.01092,48,4884,0.00800,0.01383
2015,66 and older,No,0.98908,4836,4884,0.98617,0.99200
2017,17-29 y.,No,0.99909,4355,4355,0.99819,0.99998
2017,30-45 y.,No,0.99922,7255,7255,0.99857,0.99986
2017,46-65 y.,No,0.99892,9961,9961,0.99828,0.99957
2017,66 and older,Yes,0.01265,45,4960,0.00954,0.01576
2017,66 and older,No,0.98735,4915,4960,0.98424,0.99046
2019,17-29 y.,No,0.99883,3839,3839,0.99774,0.99991
2019,30-45 y.,No,0.99929,6281,6281,0.99863,0.99995
2019,46-65 y.,No,0.99873,10404,10404,0.99804,0.99941
2019,66 and older,Yes,0.01132,55,5175,0.00844,0.01420
2019,66 and older,No,0.98868,5120,5175,0.98580,0.99156
2021,30-45 y.,No,0.99978,5198,5198,0.99939,1.00018
2021,46-65 y.,No,0.99798,7204,7204,0.99695,0.99902
2021,66 and older,No,0.99270,3538,3538,0.98989,0.99551
