year,age_gr,quintil_oecd,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,1st Quintile,No,0.99661,663,663,0.99218,1.00104
2009,46-65 y.,1st Quintile,No,0.99231,775,775,0.98616,0.99847
2009,46-65 y.,2nd Quintile,No,0.99515,773,773,0.99025,1.00005
2009,46-65 y.,3rd Quintile,No,0.99640,1072,1072,0.99281,0.99999
2009,66 and older,1st Quintile,No,0.98218,702,702,0.97238,0.99197
2009,66 and older,2nd Quintile,No,0.99422,1041,1041,0.98961,0.99883
2009,66 and older,3rd Quintile,No,0.99178,827,827,0.98562,0.99794
2009,66 and older,4th Quintile,No,0.99260,719,719,0.98632,0.99887
2009,66 and older,5th Quintile,No,0.98488,834,834,0.97659,0.99317
2011,30-45 y.,2nd Quintile,No,0.99611,644,644,0.99129,1.00092
2011,46-65 y.,1st Quintile,No,0.99725,736,736,0.99346,1.00104
2011,46-65 y.,2nd Quintile,No,0.99672,750,750,0.99262,1.00081
2011,46-65 y.,3rd Quintile,No,0.99905,1012,1012,0.99715,1.00095
2011,46-65 y.,5th Quintile,No,0.99897,2033,2033,0.99757,1.00036
2011,66 and older,1st Quintile,No,0.98154,704,704,0.97159,0.99149
2011,66 and older,2nd Quintile,No,0.98638,889,889,0.97876,0.99400
2011,66 and older,3rd Quintile,No,0.99395,797,797,0.98856,0.99934
2011,66 and older,4th Quintile,No,0.99565,595,595,0.99037,1.00094
2011,66 and older,5th Quintile,No,0.98637,777,777,0.97821,0.99453
2013,17-29 y.,2nd Quintile,No,0.99681,477,477,0.99175,1.00188
2013,30-45 y.,2nd Quintile,No,0.99655,788,788,0.99245,1.00065
2013,46-65 y.,1st Quintile,No,0.98939,962,962,0.98292,0.99587
2013,46-65 y.,3rd Quintile,No,0.99837,1273,1273,0.99615,1.00059
2013,46-65 y.,5th Quintile,No,0.99986,2454,2454,0.99940,1.00033
2013,66 and older,1st Quintile,No,0.98394,809,809,0.97527,0.99261
2013,66 and older,2nd Quintile,No,0.99084,1193,1193,0.98544,0.99625
2013,66 and older,3rd Quintile,No,0.98925,1045,1045,0.98300,0.99551
2013,66 and older,4th Quintile,No,0.99447,873,873,0.98955,0.99939
2013,66 and older,5th Quintile,No,0.99544,972,972,0.99120,0.99968
2015,17-29 y.,1st Quintile,No,0.99973,1247,1247,0.99883,1.00064
2015,30-45 y.,1st Quintile,No,0.99886,1603,1603,0.99721,1.00051
2015,30-45 y.,2nd Quintile,No,0.99407,1620,1620,0.99033,0.99781
2015,30-45 y.,4th Quintile,No,0.99931,1378,1378,0.99793,1.00070
2015,46-65 y.,1st Quintile,No,0.99737,1476,1476,0.99476,0.99999
2015,46-65 y.,2nd Quintile,No,0.99977,1512,1512,0.99899,1.00054
2015,46-65 y.,4th Quintile,No,0.99608,1879,1879,0.99325,0.99890
2015,46-65 y.,5th Quintile,No,0.99778,2484,2484,0.99593,0.99963
2015,66 and older,1st Quintile,No,0.98747,739,739,0.97944,0.99549
2015,66 and older,2nd Quintile,No,0.98520,1242,1242,0.97848,0.99192
2015,66 and older,3rd Quintile,No,0.98876,1053,1053,0.98239,0.99513
2015,66 and older,4th Quintile,No,0.99385,871,871,0.98866,0.99905
2015,66 and older,5th Quintile,No,0.99201,931,931,0.98629,0.99773
2017,17-29 y.,1st Quintile,No,0.99787,1208,1208,0.99527,1.00047
2017,30-45 y.,1st Quintile,No,0.99511,1476,1476,0.99155,0.99867
2017,30-45 y.,2nd Quintile,No,0.99989,1443,1443,0.99936,1.00043
2017,46-65 y.,2nd Quintile,No,0.99446,1402,1402,0.99057,0.99835
2017,46-65 y.,3rd Quintile,No,0.99988,1498,1498,0.99934,1.00043
2017,46-65 y.,4th Quintile,No,0.99877,1748,1748,0.99712,1.00041
2017,46-65 y.,5th Quintile,No,0.99990,2238,2238,0.99950,1.00031
2017,66 and older,1st Quintile,No,0.97906,666,666,0.96818,0.98994
2017,66 and older,2nd Quintile,No,0.98528,1148,1148,0.97831,0.99225
2017,66 and older,3rd Quintile,No,0.98745,1010,1010,0.98058,0.99432
2017,66 and older,4th Quintile,No,0.98925,838,838,0.98226,0.99623
2017,66 and older,5th Quintile,No,0.99336,900,900,0.98805,0.99867
2019,17-29 y.,1st Quintile,No,0.99682,1113,1113,0.99350,1.00013
2019,30-45 y.,2nd Quintile,No,0.99814,1257,1257,0.99576,1.00052
2019,30-45 y.,3rd Quintile,No,0.99945,1207,1207,0.99812,1.00077
2019,30-45 y.,4th Quintile,No,0.99991,1023,1023,0.99934,1.00048
2019,30-45 y.,5th Quintile,No,0.99883,939,939,0.99664,1.00102
2019,46-65 y.,1st Quintile,No,0.99355,1336,1336,0.98926,0.99785
2019,46-65 y.,2nd Quintile,No,0.99997,1467,1467,0.99968,1.00026
2019,46-65 y.,3rd Quintile,No,0.99918,1584,1584,0.99777,1.00059
2019,46-65 y.,4th Quintile,No,0.99900,1802,1802,0.99754,1.00046
2019,46-65 y.,5th Quintile,No,0.99995,2511,2511,0.99967,1.00023
2019,66 and older,1st Quintile,No,0.98139,748,748,0.97170,0.99108
2019,66 and older,2nd Quintile,No,0.98656,1166,1166,0.97995,0.99317
2019,66 and older,3rd Quintile,No,0.98511,934,934,0.97733,0.99288
2019,66 and older,4th Quintile,No,0.99538,860,860,0.99084,0.99991
2019,66 and older,5th Quintile,No,0.99674,932,932,0.99308,1.00040
2021,30-45 y.,1st Quintile,No,0.99887,1624,1624,0.99724,1.00050
2021,30-45 y.,3rd Quintile,No,0.99997,852,852,0.99964,1.00031
2021,46-65 y.,1st Quintile,No,0.99454,1236,1236,0.99043,0.99865
2021,46-65 y.,2nd Quintile,No,0.99978,1124,1124,0.99890,1.00065
2021,46-65 y.,3rd Quintile,No,0.99941,1150,1150,0.99800,1.00081
2021,46-65 y.,4th Quintile,No,0.99652,1354,1354,0.99338,0.99966
2021,46-65 y.,5th Quintile,No,0.99869,2270,2270,0.99721,1.00018
2021,66 and older,1st Quintile,No,0.99685,662,662,0.99258,1.00112
2021,66 and older,2nd Quintile,No,0.99627,799,799,0.99205,1.00050
2021,66 and older,3rd Quintile,No,0.99485,639,639,0.98929,1.00040
2021,66 and older,4th Quintile,No,0.98011,613,613,0.96905,0.99117
2021,66 and older,5th Quintile,No,0.99359,818,818,0.98812,0.99906
