year,regtyp,sampreg,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,West,No,0.99625,10159,10159,0.99506,0.99744
2009,Urban regions,East,No,0.99510,1529,1529,0.99160,0.99860
2009,Rural regions,West,No,0.99746,3283,3283,0.99574,0.99919
2009,Rural regions,East,No,0.99711,2999,2999,0.99519,0.99903
2011,Urban regions,West,Yes,0.00383,33,11730,0.00271,0.00495
2011,Urban regions,West,No,0.99617,11697,11730,0.99505,0.99729
2011,Urban regions,East,No,0.99844,1658,1658,0.99654,1.00034
2011,Rural regions,West,No,0.99712,4098,4098,0.99548,0.99876
2011,Rural regions,East,No,0.99670,3234,3234,0.99473,0.99868
2013,Urban regions,West,No,0.99678,10536,10536,0.99569,0.99786
2013,Urban regions,East,No,0.99270,1501,1501,0.98839,0.99701
2013,Rural regions,West,No,0.99612,3839,3839,0.99416,0.99809
2013,Rural regions,East,No,0.99707,2932,2932,0.99511,0.99902
2015,Urban regions,West,Yes,0.00359,35,14361,0.00261,0.00457
2015,Urban regions,West,No,0.99641,14326,14361,0.99543,0.99739
2015,Urban regions,East,No,0.99557,1832,1832,0.99253,0.99861
2015,Rural regions,West,No,0.99618,5415,5415,0.99453,0.99782
2015,Rural regions,East,No,0.99538,3402,3402,0.99310,0.99766
2017,Urban regions,West,Yes,0.00358,37,15231,0.00263,0.00453
2017,Urban regions,West,No,0.99642,15194,15231,0.99547,0.99737
2017,Urban regions,East,No,0.99409,1942,1942,0.99068,0.99750
2017,Rural regions,West,No,0.99760,5719,5719,0.99633,0.99887
2017,Rural regions,East,No,0.99352,3631,3631,0.99091,0.99613
2019,No answer / don't know,West,No,0.99416,402,402,0.98670,1.00162
2019,Urban regions,West,Yes,0.00318,40,14493,0.00226,0.00410
2019,Urban regions,West,No,0.99682,14453,14493,0.99590,0.99774
2019,Urban regions,East,No,0.99456,1888,1888,0.99125,0.99788
2019,Rural regions,West,No,0.99636,5191,5191,0.99472,0.99800
2019,Rural regions,East,No,0.99528,3560,3560,0.99303,0.99753
2021,Urban regions,West,No,0.99817,11494,11494,0.99739,0.99895
2021,Urban regions,East,No,0.99892,1496,1496,0.99725,1.00058
2021,Rural regions,West,No,0.99519,3787,3787,0.99299,0.99739
2021,Rural regions,East,No,0.99666,2342,2342,0.99433,0.99900
