year,age_gr,sampreg,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,West,No,0.99986,3609,3609,0.99947,1.00025
2009,30-45 y.,East,No,0.99758,1064,1064,0.99463,1.00053
2009,46-65 y.,West,No,0.99677,4683,4683,0.99515,0.99840
2009,66 and older,West,No,0.98983,3019,3019,0.98625,0.99341
2009,66 and older,East,No,0.98817,1104,1104,0.98179,0.99455
2011,30-45 y.,West,No,0.99943,3772,3772,0.99867,1.00019
2011,46-65 y.,West,No,0.99894,5886,5886,0.99811,0.99977
2011,46-65 y.,East,No,0.99890,1882,1882,0.99740,1.00040
2011,66 and older,West,Yes,0.01179,39,3854,0.00838,0.01520
2011,66 and older,West,No,0.98821,3815,3854,0.98480,0.99162
2011,66 and older,East,No,0.99159,1255,1255,0.98654,0.99664
2013,17-29 y.,East,No,0.99661,501,501,0.99151,1.00170
2013,30-45 y.,West,No,0.99928,3159,3159,0.99835,1.00022
2013,46-65 y.,West,No,0.99813,5493,5493,0.99698,0.99927
2013,46-65 y.,East,No,0.99835,1815,1815,0.99648,1.00022
2013,66 and older,West,Yes,0.00890,31,3720,0.00588,0.01192
2013,66 and older,West,No,0.99110,3689,3720,0.98808,0.99412
2013,66 and older,East,No,0.98801,1204,1204,0.98186,0.99416
2015,17-29 y.,West,No,0.99991,3268,3268,0.99959,1.00023
2015,30-45 y.,West,No,0.99839,5889,5889,0.99737,0.99942
2015,30-45 y.,East,No,0.99922,1461,1461,0.99779,1.00065
2015,46-65 y.,West,No,0.99780,6953,6953,0.99669,0.99890
2015,46-65 y.,East,No,0.99910,1915,1915,0.99775,1.00044
2015,66 and older,West,Yes,0.00984,34,3665,0.00665,0.01304
2015,66 and older,West,No,0.99016,3631,3665,0.98696,0.99335
2015,66 and older,East,No,0.98421,1205,1205,0.97717,0.99125
2017,17-29 y.,West,No,0.99953,3617,3617,0.99882,1.00024
2017,17-29 y.,East,No,0.99667,738,738,0.99251,1.00083
2017,30-45 y.,West,No,0.99998,5792,5792,0.99986,1.00010
2017,30-45 y.,East,No,0.99568,1463,1463,0.99231,0.99904
2017,46-65 y.,West,No,0.99909,7796,7796,0.99842,0.99976
2017,46-65 y.,East,No,0.99817,2165,2165,0.99637,0.99997
2017,66 and older,West,Yes,0.01176,35,3743,0.00831,0.01521
2017,66 and older,West,No,0.98824,3708,3743,0.98479,0.99169
2017,66 and older,East,No,0.98300,1207,1207,0.97571,0.99030
2019,17-29 y.,West,No,0.99970,3192,3192,0.99909,1.00030
2019,17-29 y.,East,No,0.99361,636,636,0.98742,0.99981
2019,30-45 y.,West,No,0.99914,4922,4922,0.99832,0.99996
2019,46-65 y.,West,No,0.99864,8101,8101,0.99784,0.99945
2019,46-65 y.,East,No,0.99910,2275,2275,0.99787,1.00033
2019,66 and older,West,Yes,0.01059,37,3868,0.00737,0.01382
2019,66 and older,West,No,0.98941,3831,3868,0.98618,0.99263
2019,66 and older,East,No,0.98530,1279,1279,0.97870,0.99190
2021,30-45 y.,West,No,0.99977,4153,4153,0.99930,1.00023
2021,30-45 y.,East,No,0.99986,1045,1045,0.99914,1.00058
2021,46-65 y.,West,No,0.99847,5737,5737,0.99746,0.99948
2021,46-65 y.,East,No,0.99560,1467,1467,0.99221,0.99899
2021,66 and older,West,No,0.99202,2688,2688,0.98866,0.99538
2021,66 and older,East,No,0.99605,850,850,0.99184,1.00027
