year,regtyp,sex,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,male,No,0.99850,5545,5545,0.99748,0.99952
2009,Urban regions,female,No,0.99390,6143,6143,0.99195,0.99585
2009,Rural regions,male,No,0.99801,3040,3040,0.99642,0.99959
2009,Rural regions,female,No,0.99669,3242,3242,0.99471,0.99867
2011,Urban regions,male,No,0.99763,6256,6256,0.99643,0.99884
2011,Urban regions,female,No,0.99519,7099,7099,0.99359,0.99680
2011,Rural regions,male,No,0.99756,3511,3511,0.99593,0.99919
2011,Rural regions,female,No,0.99639,3821,3821,0.99448,0.99829
2013,Urban regions,male,No,0.99843,5610,5610,0.99739,0.99946
2013,Urban regions,female,No,0.99446,6427,6427,0.99265,0.99628
2013,Rural regions,male,No,0.99705,3207,3207,0.99517,0.99893
2013,Rural regions,female,No,0.99592,3564,3564,0.99382,0.99801
2015,Urban regions,male,No,0.99712,7365,7365,0.99589,0.99834
2015,Urban regions,female,No,0.99558,8793,8793,0.99419,0.99697
2015,Rural regions,male,No,0.99636,4065,4065,0.99451,0.99821
2015,Rural regions,female,No,0.99544,4752,4752,0.99353,0.99736
2017,Urban regions,male,No,0.99772,7869,7869,0.99667,0.99878
2017,Urban regions,female,No,0.99476,9267,9267,0.99329,0.99623
2017,Rural regions,male,No,0.99589,4364,4364,0.99400,0.99779
2017,Rural regions,female,No,0.99644,4986,4986,0.99479,0.99810
2019,No answer / don't know,male,No,0.99605,296,296,0.98888,1.00321
2019,No answer / don't know,female,No,0.99450,250,250,0.98532,1.00369
2019,Urban regions,male,No,0.99767,7749,7749,0.99660,0.99875
2019,Urban regions,female,No,0.99562,8592,8592,0.99422,0.99702
2019,Rural regions,male,No,0.99372,4188,4188,0.99133,0.99612
2019,Rural regions,female,No,0.99818,4563,4563,0.99694,0.99942
2021,Urban regions,male,No,0.99858,6316,6316,0.99765,0.99951
2021,Urban regions,female,No,0.99791,6667,6667,0.99681,0.99900
2021,Rural regions,male,No,0.99672,2953,2953,0.99466,0.99879
2021,Rural regions,female,No,0.99466,3176,3176,0.99213,0.99720
