year,quintil_oecd,regtyp,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,No,0.99111,1787,1787,0.98676,0.99546
2009,1st Quintile,Rural regions,No,0.99552,1063,1063,0.99151,0.99954
2009,2nd Quintile,Urban regions,No,0.99662,1892,1892,0.99401,0.99924
2009,2nd Quintile,Rural regions,No,0.99761,1261,1261,0.99491,1.00031
2009,3rd Quintile,Urban regions,No,0.99729,2021,2021,0.99502,0.99956
2009,3rd Quintile,Rural regions,No,0.99615,1379,1379,0.99288,0.99942
2009,4th Quintile,Urban regions,No,0.99821,2451,2451,0.99654,0.99988
2009,4th Quintile,Rural regions,No,0.99909,1313,1313,0.99745,1.00072
2009,5th Quintile,Urban regions,No,0.99709,3535,3535,0.99531,0.99887
2009,5th Quintile,Rural regions,No,0.99852,1263,1263,0.99640,1.00064
2011,1st Quintile,Urban regions,No,0.99035,1506,1506,0.98541,0.99529
2011,1st Quintile,Rural regions,No,0.99601,979,979,0.99206,0.99996
2011,2nd Quintile,Urban regions,No,0.99199,1616,1616,0.98764,0.99634
2011,2nd Quintile,Rural regions,No,0.99589,1093,1093,0.99209,0.99968
2011,3rd Quintile,Urban regions,No,0.99888,1862,1862,0.99735,1.00040
2011,3rd Quintile,Rural regions,No,0.99631,1194,1194,0.99287,0.99975
2011,4th Quintile,Urban regions,No,0.99909,2224,2224,0.99783,1.00034
2011,4th Quintile,Rural regions,No,0.99917,1061,1061,0.99744,1.00090
2011,5th Quintile,Urban regions,No,0.99779,3032,3032,0.99612,0.99946
2011,5th Quintile,Rural regions,No,0.99479,1049,1049,0.99043,0.99915
2013,1st Quintile,Urban regions,No,0.99048,1816,1816,0.98601,0.99495
2013,1st Quintile,Rural regions,No,0.99236,1263,1263,0.98756,0.99716
2013,2nd Quintile,Urban regions,No,0.99509,2033,2033,0.99205,0.99813
2013,2nd Quintile,Rural regions,No,0.99580,1397,1397,0.99240,0.99919
2013,3rd Quintile,Urban regions,No,0.99649,2125,2125,0.99397,0.99900
2013,3rd Quintile,Rural regions,No,0.99544,1463,1463,0.99199,0.99890
2013,4th Quintile,Urban regions,No,0.99829,2473,2473,0.99666,0.99992
2013,4th Quintile,Rural regions,No,0.99939,1438,1438,0.99811,1.00067
2013,5th Quintile,Urban regions,No,0.99890,3586,3586,0.99781,0.99998
2013,5th Quintile,Rural regions,No,0.99970,1210,1210,0.99872,1.00068
2015,1st Quintile,Urban regions,No,0.99544,3188,3188,0.99311,0.99778
2015,1st Quintile,Rural regions,No,0.99686,1877,1877,0.99433,0.99939
2015,2nd Quintile,Urban regions,No,0.99483,3139,3139,0.99233,0.99734
2015,2nd Quintile,Rural regions,No,0.99157,2094,2094,0.98766,0.99549
2015,3rd Quintile,Urban regions,No,0.99596,2987,2987,0.99369,0.99824
2015,3rd Quintile,Rural regions,No,0.99826,1844,1844,0.99635,1.00016
2015,4th Quintile,Urban regions,No,0.99804,3054,3054,0.99648,0.99961
2015,4th Quintile,Rural regions,No,0.99452,1689,1689,0.99100,0.99804
2015,5th Quintile,Urban regions,No,0.99693,3787,3787,0.99517,0.99869
2015,5th Quintile,Rural regions,No,0.99928,1312,1312,0.99783,1.00073
2017,1st Quintile,Urban regions,No,0.99353,2953,2953,0.99063,0.99642
2017,1st Quintile,Rural regions,No,0.99235,1750,1750,0.98827,0.99643
2017,2nd Quintile,Urban regions,No,0.99127,2903,2903,0.98789,0.99466
2017,2nd Quintile,Rural regions,No,0.99732,1873,1873,0.99497,0.99966
2017,3rd Quintile,Urban regions,No,0.99688,2680,2680,0.99477,0.99899
2017,3rd Quintile,Rural regions,No,0.99441,1725,1725,0.99089,0.99793
2017,4th Quintile,Urban regions,No,0.99688,2824,2824,0.99483,0.99894
2017,4th Quintile,Rural regions,No,0.99716,1521,1521,0.99449,0.99984
2017,5th Quintile,Urban regions,No,0.99841,3419,3419,0.99708,0.99975
2017,5th Quintile,Rural regions,No,0.99928,1128,1128,0.99772,1.00085
2019,1st Quintile,Urban regions,No,0.99333,2775,2775,0.99030,0.99636
2019,1st Quintile,Rural regions,No,0.99144,1652,1652,0.98699,0.99588
2019,2nd Quintile,Urban regions,No,0.99638,2854,2854,0.99418,0.99859
2019,2nd Quintile,Rural regions,No,0.99291,1891,1891,0.98912,0.99669
2019,3rd Quintile,Urban regions,No,0.99503,2737,2737,0.99239,0.99766
2019,3rd Quintile,Rural regions,No,0.99742,1667,1667,0.99499,0.99986
2019,4th Quintile,Urban regions,No,0.99802,2762,2762,0.99636,0.99968
2019,4th Quintile,Rural regions,No,0.99964,1501,1501,0.99867,1.00060
2019,5th Quintile,Urban regions,No,0.99929,3505,3505,0.99840,1.00017
2019,5th Quintile,Rural regions,No,0.99834,1304,1304,0.99614,1.00055
2021,1st Quintile,Urban regions,No,0.99871,3322,3322,0.99749,0.99993
2021,1st Quintile,Rural regions,No,0.99510,1434,1434,0.99149,0.99872
2021,2nd Quintile,Urban regions,No,0.99989,2175,2175,0.99946,1.00033
2021,2nd Quintile,Rural regions,No,0.99687,1347,1347,0.99388,0.99985
2021,3rd Quintile,Urban regions,No,0.99856,1995,1995,0.99689,1.00022
2021,3rd Quintile,Rural regions,No,0.99823,1124,1124,0.99577,1.00069
2021,4th Quintile,Urban regions,No,0.99557,2100,2100,0.99273,0.99841
2021,4th Quintile,Rural regions,No,0.99201,1072,1072,0.98668,0.99734
2021,5th Quintile,Urban regions,No,0.99859,3146,3146,0.99727,0.99990
2021,5th Quintile,Rural regions,No,0.99676,1103,1103,0.99340,1.00011
