year,pgisced97,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,No,0.99664,327,327,0.99035,1.00292
2009,Primary Level,No,0.96578,163,163,0.93779,0.99378
2009,Lower Secondary Level,No,0.98589,1769,1769,0.98039,0.99138
2009,Upper Secondary Level,No,0.99798,9043,9043,0.99706,0.99891
2009,Post-secondary Non-tertiary Level,No,0.99864,994,994,0.99635,1.00093
2009,First Stage of Tertiary Education,No,0.99933,1329,1329,0.99794,1.00072
2009,Second Stage of Tertiary Education,No,0.99909,4032,4032,0.99817,1.00002
2011,No answer / don't know,No,0.99792,313,313,0.99287,1.00297
2011,Primary Level,No,0.98958,228,228,0.97637,1.00279
2011,Lower Secondary Level,No,0.98678,2142,2142,0.98195,0.99162
2011,Upper Secondary Level,No,0.99747,10468,10468,0.99651,0.99843
2011,First Stage of Tertiary Education,No,0.99914,1443,1443,0.99763,1.00065
2011,Second Stage of Tertiary Education,No,0.99819,4580,4580,0.99696,0.99942
2013,Primary Level,No,0.97626,190,190,0.95456,0.99797
2013,Lower Secondary Level,No,0.98916,1836,1836,0.98442,0.99389
2013,Upper Secondary Level,No,0.99710,9379,9379,0.99601,0.99819
2013,First Stage of Tertiary Education,No,0.99566,1316,1316,0.99211,0.99922
2013,Second Stage of Tertiary Education,No,0.99831,4460,4460,0.99711,0.99952
2015,Primary Level,No,0.98713,405,405,0.97614,0.99812
2015,Lower Secondary Level,No,0.98823,2657,2657,0.98413,0.99234
2015,Upper Secondary Level,Yes,0.00350,31,11649,0.00243,0.00457
2015,Upper Secondary Level,No,0.99650,11618,11649,0.99543,0.99757
2015,First Stage of Tertiary Education,No,0.99763,1514,1514,0.99518,1.00008
2015,Second Stage of Tertiary Education,No,0.99786,5865,5865,0.99668,0.99904
2017,Pre-primary Level,No,0.99977,410,410,0.99828,1.00125
2017,Primary Level,No,0.98063,449,449,0.96787,0.99339
2017,Lower Secondary Level,No,0.99188,2732,2732,0.98851,0.99524
2017,Upper Secondary Level,Yes,0.00467,35,12073,0.00346,0.00589
2017,Upper Secondary Level,No,0.99533,12038,12073,0.99411,0.99654
2017,First Stage of Tertiary Education,No,0.99841,1524,1524,0.99641,1.00041
2017,Second Stage of Tertiary Education,No,0.99886,6508,6508,0.99804,0.99968
2019,No answer / don't know,No,0.99866,576,576,0.99567,1.00165
2019,Primary Level,No,0.98969,386,386,0.97959,0.99978
2019,Lower Secondary Level,No,0.99402,2416,2416,0.99095,0.99710
2019,Upper Secondary Level,Yes,0.00355,36,11150,0.00244,0.00465
2019,Upper Secondary Level,No,0.99645,11114,11150,0.99535,0.99756
2019,Post-secondary Non-tertiary Level,No,0.99916,2170,2170,0.99794,1.00038
2019,First Stage of Tertiary Education,No,0.99449,1648,1648,0.99092,0.99807
2019,Second Stage of Tertiary Education,No,0.99705,7003,7003,0.99578,0.99832
2021,No answer / don't know,No,0.99919,786,786,0.99719,1.00118
2021,Primary Level,No,0.99708,922,922,0.99359,1.00056
2021,Lower Secondary Level,No,0.99107,1736,1736,0.98664,0.99550
2021,Upper Secondary Level,No,0.99782,7285,7285,0.99675,0.99889
2021,Post-secondary Non-tertiary Level,No,0.99973,1584,1584,0.99893,1.00054
2021,First Stage of Tertiary Education,No,0.99772,989,989,0.99474,1.00069
2021,Second Stage of Tertiary Education,No,0.99785,5627,5627,0.99665,0.99906
