"ple0020","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Ja","2009","(noch) kein Abschluss","2","","","",""
"Ja","2009","(noch) kein Abschluss","3","","","",""
"Ja","2009","(noch) kein Abschluss","4","","","",""
"Ja","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hauptschule","1 Einkommensschwächstes Quintil","9","","",""
"Ja","2009","Hauptschule","2","9","","",""
"Ja","2009","Hauptschule","3","9","","",""
"Ja","2009","Hauptschule","4","4","","",""
"Ja","2009","Hauptschule","5 Einkommensstärkstes Quintil","3","","",""
"Ja","2009","Realschule","1 Einkommensschwächstes Quintil","1","","",""
"Ja","2009","Realschule","2","3","","",""
"Ja","2009","Realschule","3","","","",""
"Ja","2009","Realschule","4","2","","",""
"Ja","2009","Realschule","5 Einkommensstärkstes Quintil","1","","",""
"Ja","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","(Fach-)Abitur","2","","","",""
"Ja","2009","(Fach-)Abitur","3","","","",""
"Ja","2009","(Fach-)Abitur","4","1","","",""
"Ja","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","AkademikerIn","2","","","",""
"Ja","2009","AkademikerIn","3","","","",""
"Ja","2009","AkademikerIn","4","1","","",""
"Ja","2009","AkademikerIn","5 Einkommensstärkstes Quintil","2","","",""
"Nein","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","162","0.964518440628996","0.936205643061968","0.992831238196025"
"Nein","2009","(noch) kein Abschluss","2","100","1","1","1"
"Nein","2009","(noch) kein Abschluss","3","64","1","1","1"
"Nein","2009","(noch) kein Abschluss","4","86","1","1","1"
"Nein","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","70","1","1","1"
"Nein","2009","Hauptschule","1 Einkommensschwächstes Quintil","1391","0.991609513684227","0.986831493475162","0.996387533893291"
"Nein","2009","Hauptschule","2","1704","0.993504083255889","0.989699785835687","0.997308380676092"
"Nein","2009","Hauptschule","3","1298","0.994433702706091","0.990400208720931","0.998467196691251"
"Nein","2009","Hauptschule","4","1207","0.995543791141568","0.991792429163175","0.99929515311996"
"Nein","2009","Hauptschule","5 Einkommensstärkstes Quintil","578","0.996915417020976","0.99240634253154","1.00142449151041"
"Nein","2009","Realschule","1 Einkommensschwächstes Quintil","725","0.999384918696919","0.997581434092623","1.00118840330122"
"Nein","2009","Realschule","2","1019","0.997773540905812","0.994883885905454","1.00066319590617"
"Nein","2009","Realschule","3","1009","1","1","1"
"Nein","2009","Realschule","4","1133","0.997131873016292","0.994020689370443","1.00024305666214"
"Nein","2009","Realschule","5 Einkommensstärkstes Quintil","919","0.998757257572663","0.996480720567558","1.00103379457777"
"Nein","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","308","1","1","1"
"Nein","2009","(Fach-)Abitur","2","343","1","1","1"
"Nein","2009","(Fach-)Abitur","3","365","1","1","1"
"Nein","2009","(Fach-)Abitur","4","500","0.997450430297381","0.993034641087691","1.00186621950707"
"Nein","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","487","1","1","1"
"Nein","2009","AkademikerIn","1 Einkommensschwächstes Quintil","221","1","1","1"
"Nein","2009","AkademikerIn","2","404","1","1","1"
"Nein","2009","AkademikerIn","3","544","1","1","1"
"Nein","2009","AkademikerIn","4","940","0.998813274722271","0.996613538892668","1.00101301055187"
"Nein","2009","AkademikerIn","5 Einkommensstärkstes Quintil","1923","0.998569487286681","0.996881116882381","1.00025785769098"
"Ja","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","(noch) kein Abschluss","2","","","",""
"Ja","2010","(noch) kein Abschluss","3","","","",""
"Ja","2010","(noch) kein Abschluss","4","","","",""
"Ja","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hauptschule","2","","","",""
"Ja","2010","Hauptschule","3","","","",""
"Ja","2010","Hauptschule","4","","","",""
"Ja","2010","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Realschule","2","","","",""
"Ja","2010","Realschule","3","","","",""
"Ja","2010","Realschule","4","","","",""
"Ja","2010","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","(Fach-)Abitur","2","","","",""
"Ja","2010","(Fach-)Abitur","3","","","",""
"Ja","2010","(Fach-)Abitur","4","","","",""
"Ja","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","AkademikerIn","2","","","",""
"Ja","2010","AkademikerIn","3","","","",""
"Ja","2010","AkademikerIn","4","","","",""
"Ja","2010","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
