year,quintil_oecd,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,No,0.99259,2850,2850,0.98944,0.99574
2009,2nd Quintile,No,0.99695,3153,3153,0.99503,0.99888
2009,3rd Quintile,No,0.99687,3400,3400,0.99500,0.99875
2009,4th Quintile,No,0.99850,3764,3764,0.99727,0.99974
2009,5th Quintile,No,0.99745,4798,4798,0.99602,0.99888
2011,1st Quintile,No,0.99241,2485,2485,0.98899,0.99582
2011,2nd Quintile,No,0.99334,2709,2709,0.99028,0.99640
2011,3rd Quintile,No,0.99791,3056,3056,0.99630,0.99953
2011,4th Quintile,No,0.99911,3285,3285,0.99810,1.00013
2011,5th Quintile,No,0.99707,4081,4081,0.99541,0.99873
2013,1st Quintile,No,0.99121,3079,3079,0.98792,0.99451
2013,2nd Quintile,No,0.99535,3430,3430,0.99308,0.99763
2013,3rd Quintile,No,0.99609,3588,3588,0.99404,0.99813
2013,4th Quintile,No,0.99868,3911,3911,0.99754,0.99982
2013,5th Quintile,No,0.99908,4796,4796,0.99822,0.99994
2015,1st Quintile,No,0.99593,5065,5065,0.99417,0.99768
2015,2nd Quintile,No,0.99365,5233,5233,0.99150,0.99580
2015,3rd Quintile,No,0.99679,4831,4831,0.99520,0.99839
2015,4th Quintile,No,0.99687,4743,4743,0.99529,0.99846
2015,5th Quintile,No,0.99748,5099,5099,0.99610,0.99886
2017,1st Quintile,No,0.99313,4703,4703,0.99077,0.99550
2017,2nd Quintile,No,0.99332,4776,4776,0.99101,0.99563
2017,3rd Quintile,No,0.99598,4405,4405,0.99411,0.99785
2017,4th Quintile,No,0.99697,4345,4345,0.99534,0.99861
2017,5th Quintile,No,0.99861,4547,4547,0.99752,0.99969
2019,1st Quintile,No,0.99273,4427,4427,0.99023,0.99524
2019,2nd Quintile,No,0.99515,4745,4745,0.99317,0.99713
2019,3rd Quintile,No,0.99582,4404,4404,0.99391,0.99772
2019,4th Quintile,No,0.99855,4263,4263,0.99741,0.99969
2019,5th Quintile,No,0.99906,4809,4809,0.99820,0.99993
2021,1st Quintile,No,0.99753,4757,4757,0.99612,0.99894
2021,2nd Quintile,No,0.99882,3522,3522,0.99769,0.99996
2021,3rd Quintile,No,0.99845,3119,3119,0.99707,0.99983
2021,4th Quintile,No,0.99442,3172,3172,0.99183,0.99701
2021,5th Quintile,No,0.99812,4249,4249,0.99681,0.99942
