year,age_gr,pgisced97,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Upper Secondary Level,No,0.99894,2329,2329,0.99762,1.00026
2009,46-65 y.,Primary Level,No,0.89821,51,51,0.81439,0.98202
2009,46-65 y.,Lower Secondary Level,No,0.99011,386,386,0.98022,0.99999
2009,46-65 y.,Upper Secondary Level,No,0.99919,3294,3294,0.99822,1.00016
2009,66 and older,Lower Secondary Level,No,0.96775,637,637,0.95402,0.98148
2009,66 and older,Upper Secondary Level,No,0.99400,2158,2158,0.99074,0.99726
2009,66 and older,Post-secondary Non-tertiary Level,No,0.98859,93,93,0.96689,1.01029
2009,66 and older,First Stage of Tertiary Education,No,0.99734,313,313,0.99162,1.00306
2009,66 and older,Second Stage of Tertiary Education,No,0.99577,878,878,0.99148,1.00007
2011,30-45 y.,Upper Secondary Level,No,0.99899,2375,2375,0.99771,1.00027
2011,46-65 y.,Primary Level,No,0.96812,71,71,0.92696,1.00928
2011,46-65 y.,Lower Secondary Level,No,0.99442,533,533,0.98808,1.00075
2011,46-65 y.,Upper Secondary Level,No,0.99962,4120,4120,0.99902,1.00022
2011,46-65 y.,Second Stage of Tertiary Education,No,0.99997,1987,1987,0.99972,1.00021
2011,66 and older,Lower Secondary Level,No,0.97126,798,798,0.95966,0.98286
2011,66 and older,Upper Secondary Level,No,0.99187,2621,2621,0.98843,0.99531
2011,66 and older,First Stage of Tertiary Education,No,0.99692,375,375,0.99130,1.00254
2011,66 and older,Second Stage of Tertiary Education,No,0.99229,1080,1080,0.98708,0.99751
2013,17-29 y.,Second Stage of Tertiary Education,No,0.99515,304,304,0.98734,1.00297
2013,30-45 y.,Upper Secondary Level,No,0.99869,1893,1893,0.99706,1.00032
2013,46-65 y.,Primary Level,No,0.94484,58,58,0.88558,1.00411
2013,46-65 y.,Lower Secondary Level,No,0.99729,462,462,0.99255,1.00204
2013,46-65 y.,Upper Secondary Level,No,0.99808,3849,3849,0.99670,0.99946
2013,46-65 y.,Second Stage of Tertiary Education,No,0.99972,1893,1893,0.99897,1.00047
2013,66 and older,Primary Level,No,0.97661,47,47,0.93294,1.02029
2013,66 and older,Lower Secondary Level,No,0.97719,713,713,0.96622,0.98816
2013,66 and older,Upper Secondary Level,No,0.99353,2516,2516,0.99039,0.99666
2013,66 and older,First Stage of Tertiary Education,No,0.98492,338,338,0.97190,0.99793
2013,66 and older,Second Stage of Tertiary Education,No,0.99544,1145,1145,0.99153,0.99934
2015,17-29 y.,Upper Secondary Level,No,0.99987,1580,1580,0.99932,1.00043
2015,17-29 y.,Second Stage of Tertiary Education,No,0.99983,364,364,0.99850,1.00117
2015,30-45 y.,Lower Secondary Level,No,0.98634,628,628,0.97725,0.99542
2015,30-45 y.,Upper Secondary Level,No,0.99941,3214,3214,0.99858,1.00025
2015,30-45 y.,Second Stage of Tertiary Education,No,0.99975,1996,1996,0.99905,1.00044
2015,46-65 y.,Lower Secondary Level,No,0.99050,609,609,0.98279,0.99821
2015,46-65 y.,Upper Secondary Level,No,0.99891,4323,4323,0.99793,0.99989
2015,46-65 y.,First Stage of Tertiary Education,No,0.99961,737,737,0.99817,1.00104
2015,46-65 y.,Second Stage of Tertiary Education,No,0.99712,2332,2332,0.99494,0.99929
2015,66 and older,Primary Level,No,0.92753,37,37,0.84284,1.01222
2015,66 and older,Lower Secondary Level,No,0.97997,637,637,0.96908,0.99086
2015,66 and older,Upper Secondary Level,No,0.98933,2501,2501,0.98530,0.99336
2015,66 and older,First Stage of Tertiary Education,No,0.99167,334,334,0.98191,1.00143
2015,66 and older,Second Stage of Tertiary Education,No,0.99567,1173,1173,0.99190,0.99943
2017,17-29 y.,Pre-primary Level,No,0.99977,408,408,0.99828,1.00125
2017,17-29 y.,Primary Level,No,0.97038,77,77,0.93227,1.00850
2017,17-29 y.,Lower Secondary Level,No,0.99679,777,777,0.99280,1.00077
2017,30-45 y.,Upper Secondary Level,No,0.99798,2931,2931,0.99635,0.99960
2017,46-65 y.,Upper Secondary Level,No,0.99847,4794,4794,0.99736,0.99957
2017,46-65 y.,First Stage of Tertiary Education,No,0.99977,783,783,0.99871,1.00083
2017,46-65 y.,Second Stage of Tertiary Education,No,0.99883,2626,2626,0.99752,1.00014
2017,66 and older,Primary Level,No,0.90640,40,40,0.81498,0.99782
2017,66 and older,Lower Secondary Level,No,0.97743,596,596,0.96549,0.98936
2017,66 and older,Upper Secondary Level,No,0.98660,2525,2525,0.98211,0.99108
2017,66 and older,First Stage of Tertiary Education,No,0.99431,337,337,0.98627,1.00235
2017,66 and older,Second Stage of Tertiary Education,No,0.99664,1251,1251,0.99344,0.99985
2019,17-29 y.,No answer / don't know,No,0.99810,395,395,0.99380,1.00240
2019,17-29 y.,Primary Level,No,0.97393,73,73,0.93712,1.01074
2019,17-29 y.,Upper Secondary Level,No,0.99862,1550,1550,0.99676,1.00047
2019,30-45 y.,Lower Secondary Level,No,0.99847,522,522,0.99512,1.00183
2019,30-45 y.,Upper Secondary Level,No,0.99885,2369,2369,0.99748,1.00021
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.99894,789,789,0.99666,1.00121
2019,30-45 y.,First Stage of Tertiary Education,No,0.99969,347,347,0.99782,1.00155
2019,30-45 y.,Second Stage of Tertiary Education,No,0.99992,2028,2028,0.99953,1.00031
2019,46-65 y.,Primary Level,No,0.98440,133,133,0.96326,1.00554
2019,46-65 y.,Lower Secondary Level,No,0.99628,652,652,0.99160,1.00095
2019,46-65 y.,Upper Secondary Level,No,0.99896,4647,4647,0.99804,0.99989
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.99983,935,935,0.99900,1.00066
2019,46-65 y.,Second Stage of Tertiary Education,No,0.99927,3097,3097,0.99831,1.00022
2019,66 and older,Primary Level,No,0.99232,33,33,0.96208,1.02256
2019,66 and older,Lower Secondary Level,No,0.98570,545,545,0.97573,0.99568
2019,66 and older,Upper Secondary Level,No,0.99035,2548,2548,0.98655,0.99414
2019,66 and older,Post-secondary Non-tertiary Level,No,0.99623,162,162,0.98677,1.00570
2019,66 and older,First Stage of Tertiary Education,No,0.97813,371,371,0.96323,0.99304
2019,66 and older,Second Stage of Tertiary Education,No,0.98809,1432,1432,0.98247,0.99371
2021,30-45 y.,Primary Level,No,0.99211,457,457,0.98399,1.00023
2021,30-45 y.,Lower Secondary Level,No,0.99994,474,474,0.99923,1.00064
