"ple0020","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","maennlich","1","","",""
"Ja","2009","(noch) kein Abschluss","weiblich","1","","",""
"Ja","2009","Hauptschule","maennlich","8","0.00209945297266853","0.000463200526849015","0.00373570541848804"
"Ja","2009","Hauptschule","weiblich","26","","",""
"Ja","2009","Realschule","maennlich","1","","",""
"Ja","2009","Realschule","weiblich","6","0.00241797259057772","0.00059588954247757","0.00424005563867788"
"Ja","2009","(Fach-)Abitur","maennlich","","","",""
"Ja","2009","(Fach-)Abitur","weiblich","1","","",""
"Ja","2009","AkademikerIn","maennlich","3","","",""
"Ja","2009","AkademikerIn","weiblich","","","",""
"Nein","2009","(noch) kein Abschluss","maennlich","245","","",""
"Nein","2009","(noch) kein Abschluss","weiblich","237","","",""
"Nein","2009","Hauptschule","maennlich","2998","","",""
"Nein","2009","Hauptschule","weiblich","3180","0.990120608784213","0.986697068252918","0.993544149315508"
"Nein","2009","Realschule","maennlich","2020","","",""
"Nein","2009","Realschule","weiblich","2785","","",""
"Nein","2009","(Fach-)Abitur","maennlich","888","1","1","1"
"Nein","2009","(Fach-)Abitur","weiblich","1115","","",""
"Nein","2009","AkademikerIn","maennlich","2183","","",""
"Nein","2009","AkademikerIn","weiblich","1849","","",""
"Ja","2010","(noch) kein Abschluss","maennlich","","","",""
"Ja","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja","2010","Hauptschule","maennlich","","","",""
"Ja","2010","Hauptschule","weiblich","","","",""
"Ja","2010","Realschule","maennlich","","","",""
"Ja","2010","Realschule","weiblich","","","",""
"Ja","2010","(Fach-)Abitur","maennlich","","","",""
"Ja","2010","(Fach-)Abitur","weiblich","","","",""
"Ja","2010","AkademikerIn","maennlich","","","",""
"Ja","2010","AkademikerIn","weiblich","","","",""
"Nein","2010","(noch) kein Abschluss","maennlich","","","",""
"Nein","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein","2010","Hauptschule","maennlich","","","",""
"Nein","2010","Hauptschule","weiblich","","","",""
"Nein","2010","Realschule","maennlich","","","",""
"Nein","2010","Realschule","weiblich","","","",""
"Nein","2010","(Fach-)Abitur","maennlich","","","",""
"Nein","2010","(Fach-)Abitur","weiblich","","","",""
"Nein","2010","AkademikerIn","maennlich","","","",""
"Nein","2010","AkademikerIn","weiblich","","","",""
"Ja","2011","(noch) kein Abschluss","maennlich","","","",""
"Ja","2011","(noch) kein Abschluss","weiblich","","","",""
"Ja","2011","Hauptschule","maennlich","14","","",""
"Ja","2011","Hauptschule","weiblich","31","0.0106340771889487","0.00734103895850662","0.0139271154193908"
"Ja","2011","Realschule","maennlich","2","","",""
"Ja","2011","Realschule","weiblich","2","","",""
"Ja","2011","(Fach-)Abitur","maennlich","","","",""
"Ja","2011","(Fach-)Abitur","weiblich","","","",""
"Ja","2011","AkademikerIn","maennlich","6","0.00268250466343153","0.000641883083894721","0.00472312624296834"
"Ja","2011","AkademikerIn","weiblich","2","","",""
"Nein","2011","(noch) kein Abschluss","maennlich","269","","",""
"Nein","2011","(noch) kein Abschluss","weiblich","292","","",""
"Nein","2011","Hauptschule","maennlich","3409","0.99562132427988","0.993409436303473","0.997833212256287"
"Nein","2011","Hauptschule","weiblich","3696","0.989365922811051","0.986072884580609","0.992658961041493"
"Nein","2011","Realschule","maennlich","2302","","",""
"Nein","2011","Realschule","weiblich","3209","0.999352154802362","0.998472073414109","1.00023223619061"
"Nein","2011","(Fach-)Abitur","maennlich","1069","","",""
"Nein","2011","(Fach-)Abitur","weiblich","1372","","",""
"Nein","2011","AkademikerIn","maennlich","2462","","",""
"Nein","2011","AkademikerIn","weiblich","2118","","",""
"Ja","2012","(noch) kein Abschluss","maennlich","","","",""
"Ja","2012","(noch) kein Abschluss","weiblich","","","",""
"Ja","2012","Hauptschule","maennlich","","","",""
"Ja","2012","Hauptschule","weiblich","","","",""
"Ja","2012","Realschule","maennlich","","","",""
"Ja","2012","Realschule","weiblich","","","",""
"Ja","2012","(Fach-)Abitur","maennlich","","","",""
"Ja","2012","(Fach-)Abitur","weiblich","","","",""
"Ja","2012","AkademikerIn","maennlich","","","",""
"Ja","2012","AkademikerIn","weiblich","","","",""
"Nein","2012","(noch) kein Abschluss","maennlich","","","",""
"Nein","2012","(noch) kein Abschluss","weiblich","","","",""
"Nein","2012","Hauptschule","maennlich","","","",""
"Nein","2012","Hauptschule","weiblich","","","",""
"Nein","2012","Realschule","maennlich","","","",""
"Nein","2012","Realschule","weiblich","","","",""
"Nein","2012","(Fach-)Abitur","maennlich","","","",""
"Nein","2012","(Fach-)Abitur","weiblich","","","",""
"Nein","2012","AkademikerIn","maennlich","","","",""
"Nein","2012","AkademikerIn","weiblich","","","",""
"Ja","2013","(noch) kein Abschluss","maennlich","","","",""
"Ja","2013","(noch) kein Abschluss","weiblich","2","","",""
"Ja","2013","Hauptschule","maennlich","14","","",""
"Ja","2013","Hauptschule","weiblich","27","","",""
"Ja","2013","Realschule","maennlich","2","","",""
"Ja","2013","Realschule","weiblich","6","0.00188656003772144","0.000323313402285968","0.00344980667315692"
"Ja","2013","(Fach-)Abitur","maennlich","1","","",""
"Ja","2013","(Fach-)Abitur","weiblich","","","",""
"Ja","2013","AkademikerIn","maennlich","","","",""
"Ja","2013","AkademikerIn","weiblich","6","0.00382951684826509","0.00119599352207208","0.0064630401744581"
"Nein","2013","(noch) kein Abschluss","maennlich","229","","",""
"Nein","2013","(noch) kein Abschluss","weiblich","253","","",""
"Nein","2013","Hauptschule","maennlich","2956","","",""
"Nein","2013","Hauptschule","weiblich","3220","0.991268888853941","0.988068981215619","0.994468796492263"
"Nein","2013","Realschule","maennlich","2078","","",""
"Nein","2013","Realschule","weiblich","2954","","",""
"Nein","2013","(Fach-)Abitur","maennlich","976","0.999210439126267","0.997449184690276","1.00097169356226"
"Nein","2013","(Fach-)Abitur","weiblich","1238","","",""
"Nein","2013","AkademikerIn","maennlich","2353","","",""
"Nein","2013","AkademikerIn","weiblich","2107","","",""
"Ja","2014","(noch) kein Abschluss","maennlich","","","",""
"Ja","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja","2014","Hauptschule","maennlich","","","",""
"Ja","2014","Hauptschule","weiblich","","","",""
"Ja","2014","Realschule","maennlich","","","",""
"Ja","2014","Realschule","weiblich","","","",""
"Ja","2014","(Fach-)Abitur","maennlich","","","",""
"Ja","2014","(Fach-)Abitur","weiblich","","","",""
"Ja","2014","AkademikerIn","maennlich","","","",""
"Ja","2014","AkademikerIn","weiblich","","","",""
"Nein","2014","(noch) kein Abschluss","maennlich","","","",""
"Nein","2014","(noch) kein Abschluss","weiblich","","","",""
"Nein","2014","Hauptschule","maennlich","","","",""
"Nein","2014","Hauptschule","weiblich","","","",""
"Nein","2014","Realschule","maennlich","","","",""
"Nein","2014","Realschule","weiblich","","","",""
"Nein","2014","(Fach-)Abitur","maennlich","","","",""
"Nein","2014","(Fach-)Abitur","weiblich","","","",""
