year,pgisced97,sex,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,female,No,0.99256,153,153,0.97890,1.00622
2009,Primary Level,male,No,0.96208,66,66,0.91564,1.00851
2009,Primary Level,female,No,0.96903,97,97,0.93438,1.00369
2009,Lower Secondary Level,female,No,0.97931,1213,1213,0.97130,0.98733
2009,Upper Secondary Level,male,No,0.99855,4268,4268,0.99740,0.99969
2009,Upper Secondary Level,female,No,0.99744,4775,4775,0.99601,0.99888
2009,Post-secondary Non-tertiary Level,female,No,0.99767,606,606,0.99383,1.00151
2009,First Stage of Tertiary Education,male,No,0.99887,781,781,0.99651,1.00123
2009,Second Stage of Tertiary Education,male,No,0.99838,2183,2183,0.99669,1.00007
2011,No answer / don't know,female,No,0.99530,154,154,0.98446,1.00614
2011,Primary Level,male,No,0.97513,86,86,0.94202,1.00824
2011,Lower Secondary Level,male,No,0.99633,662,662,0.99172,1.00094
2011,Lower Secondary Level,female,No,0.98192,1480,1480,0.97513,0.98871
2011,Upper Secondary Level,male,No,0.99786,4892,4892,0.99656,0.99915
2011,Upper Secondary Level,female,No,0.99710,5576,5576,0.99569,0.99851
2011,First Stage of Tertiary Education,male,No,0.99864,895,895,0.99621,1.00106
2011,Second Stage of Tertiary Education,male,No,0.99732,2462,2462,0.99527,0.99936
2011,Second Stage of Tertiary Education,female,No,0.99926,2118,2118,0.99811,1.00042
2013,Primary Level,female,No,0.95874,107,107,0.92088,0.99660
2013,Lower Secondary Level,male,No,0.98983,578,578,0.98164,0.99802
2013,Lower Secondary Level,female,No,0.98882,1258,1258,0.98301,0.99464
2013,Upper Secondary Level,male,No,0.99818,4310,4310,0.99691,0.99945
2013,Upper Secondary Level,female,No,0.99611,5069,5069,0.99439,0.99782
2013,First Stage of Tertiary Education,male,No,0.99592,815,815,0.99153,1.00030
2013,First Stage of Tertiary Education,female,No,0.99522,501,501,0.98917,1.00126
2013,Second Stage of Tertiary Education,female,No,0.99625,2107,2107,0.99364,0.99886
