year,age_gr,migback,ple0020,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,No migration background,No,0.99933,3874,3874,0.99852,1.00015
2009,46-65 y.,No migration background,No,0.99843,5656,5656,0.99739,0.99946
2009,46-65 y.,Direct migration background,No,0.99102,617,617,0.98357,0.99847
2009,66 and older,No migration background,Yes,0.00956,35,3821,0.00647,0.01264
2009,66 and older,No migration background,No,0.99044,3786,3821,0.98736,0.99353
2009,66 and older,Direct migration background,No,0.98031,331,331,0.96532,0.99530
2011,30-45 y.,No migration background,No,0.99940,3954,3954,0.99864,1.00016
2011,46-65 y.,No migration background,No,0.99920,6888,6888,0.99853,0.99987
2011,46-65 y.,Direct migration background,No,0.99724,791,791,0.99358,1.00090
2011,66 and older,No migration background,Yes,0.00972,44,4696,0.00692,0.01253
2011,66 and older,No migration background,No,0.99028,4652,4696,0.98747,0.99308
2011,66 and older,Direct migration background,No,0.97570,413,413,0.96083,0.99057
2013,17-29 y.,No migration background,No,0.99930,2045,2045,0.99815,1.00045
2013,30-45 y.,No migration background,No,0.99931,3302,3302,0.99841,1.00021
2013,46-65 y.,No migration background,No,0.99916,6514,6514,0.99845,0.99986
2013,46-65 y.,Direct migration background,No,0.98962,692,692,0.98206,0.99717
2013,46-65 y.,Indirect migration background,No,0.99278,102,102,0.97626,1.00929
2013,66 and older,No migration background,Yes,0.00847,37,4550,0.00581,0.01113
2013,66 and older,No migration background,No,0.99153,4513,4550,0.98887,0.99419
2013,66 and older,Direct migration background,No,0.97906,376,376,0.96457,0.99355
2015,17-29 y.,No migration background,No,0.99997,2549,2549,0.99976,1.00018
2015,17-29 y.,Indirect migration background,No,0.99969,778,778,0.99847,1.00092
2015,30-45 y.,No migration background,No,0.99801,4764,4764,0.99674,0.99928
2015,46-65 y.,No migration background,No,0.99790,7249,7249,0.99685,0.99895
2015,46-65 y.,Direct migration background,No,0.99874,1448,1448,0.99691,1.00057
2015,66 and older,No migration background,Yes,0.00985,40,4446,0.00695,0.01276
2015,66 and older,No migration background,No,0.99015,4406,4446,0.98724,0.99305
2015,66 and older,Direct migration background,No,0.97766,426,426,0.96361,0.99171
2017,17-29 y.,No migration background,No,0.99929,2922,2922,0.99832,1.00025
2017,17-29 y.,Indirect migration background,No,0.99775,810,810,0.99449,1.00102
2017,30-45 y.,No migration background,No,0.99888,4556,4556,0.99791,0.99985
2017,46-65 y.,No migration background,No,0.99890,8120,8120,0.99818,0.99962
2017,46-65 y.,Direct migration background,No,0.99891,1624,1624,0.99730,1.00051
2017,66 and older,No migration background,Yes,0.01207,39,4499,0.00888,0.01526
2017,66 and older,No migration background,No,0.98793,4460,4499,0.98474,0.99112
2017,66 and older,Direct migration background,No,0.98154,439,439,0.96894,0.99415
2019,17-29 y.,No migration background,No,0.99836,2689,2689,0.99683,0.99989
2019,30-45 y.,No migration background,No,0.99920,4129,4129,0.99834,1.00006
2019,30-45 y.,Direct migration background,No,0.99933,1615,1615,0.99807,1.00059
2019,30-45 y.,Indirect migration background,No,0.99980,537,537,0.99862,1.00099
2019,46-65 y.,No migration background,No,0.99902,8585,8585,0.99836,0.99968
2019,46-65 y.,Direct migration background,No,0.99710,1539,1539,0.99442,0.99979
2019,66 and older,No migration background,Yes,0.01161,49,4700,0.00855,0.01468
2019,66 and older,No migration background,No,0.98839,4651,4700,0.98532,0.99145
2019,66 and older,Direct migration background,No,0.99210,442,442,0.98384,1.00037
2021,30-45 y.,No migration background,No,0.99997,2586,2586,0.99976,1.00018
2021,30-45 y.,Direct migration background,No,0.99911,2312,2312,0.99789,1.00033
2021,46-65 y.,No migration background,No,0.99815,5519,5519,0.99701,0.99928
2021,46-65 y.,Direct migration background,No,0.99686,1502,1502,0.99403,0.99969
2021,66 and older,No migration background,No,0.99202,3176,3176,0.98893,0.99512
2021,66 and older,Direct migration background,No,0.99859,338,338,0.99459,1.00260
