year,migback,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,kein Migrationshintergrund,-1,4.507122983683447,4.458497622458846,4.555748344908049,0.0,3.0,9.0,0.0,22.5,3.0,2.0,4.0,8375.0
1984,direkter Migrationshintergrund,-1,5.285060152599051,5.2093248844024815,5.360795420795621,0.0,8.0,9.0,0.0,22.5,8.0,8.0,9.0,3258.0
1984,indirekter Migrationshintergrund,-1,4.217590397331876,3.832139397144844,4.603041397518909,0.0,5.0,8.0,0.0,12.0,5.0,3.0,10.0,102.0
1985,kein Migrationshintergrund,Staedtischer Raum,4.619928154047412,4.560794517275296,4.679061790819528,0.0,4.0,9.0,0.0,22.0,4.0,4.0,6.0,5815.0
1985,kein Migrationshintergrund,Laendlicher Raum,4.305276447104384,4.204431696600787,4.40612119760798,0.0,0.0,9.0,0.0,18.0,0.0,-4.0,0.0,1929.0
1985,direkter Migrationshintergrund,Staedtischer Raum,5.258512783255249,5.171056794074573,5.345968772435924,0.0,8.0,9.0,0.0,18.0,8.0,8.0,10.0,2495.0
1985,direkter Migrationshintergrund,Laendlicher Raum,4.6575674152489075,4.426954941291132,4.888179889206683,0.0,6.0,9.0,0.0,18.0,6.0,4.0,12.0,343.0
1985,indirekter Migrationshintergrund,Staedtischer Raum,4.637962772271886,4.217937561781776,5.057987982761997,0.0,5.114122313999433,9.0,0.0,13.0,5.0,2.0,10.0,95.0
1985,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1986,kein Migrationshintergrund,Staedtischer Raum,4.664785450486604,4.603955257595218,4.7256156433779894,0.0,4.0,9.0,0.0,22.5,4.0,4.0,6.0,5553.0
1986,kein Migrationshintergrund,Laendlicher Raum,4.536527312751569,4.431477671695853,4.641576953807285,0.0,3.0,9.0,0.0,16.0,3.0,2.0,6.0,1823.0
1986,direkter Migrationshintergrund,Staedtischer Raum,5.2847926115823975,5.193064855342552,5.376520367822243,0.0,8.0,9.0,0.0,20.0,8.0,8.0,10.0,2380.0
1986,direkter Migrationshintergrund,Laendlicher Raum,4.746204178905846,4.521009045598017,4.971399312213675,0.0,5.0,9.0,0.0,15.0,5.0,2.0,8.024999999999999,347.0
1986,indirekter Migrationshintergrund,Staedtischer Raum,4.941376876799101,4.516574761445921,5.366178992152281,0.0,6.0,10.0,0.0,13.0,6.0,4.0,12.0,115.0
1986,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1987,kein Migrationshintergrund,Staedtischer Raum,4.758852469403382,4.6975907616001695,4.8201141772065945,0.0,4.0,9.0,0.0,20.0,4.0,3.0,5.0,5461.0
1987,kein Migrationshintergrund,Laendlicher Raum,4.719995028619854,4.6125521111708645,4.8274379460688435,0.0,4.0,9.0,0.0,22.5,4.0,3.0,6.0,1772.0
1987,direkter Migrationshintergrund,Staedtischer Raum,5.21001156253843,5.118559937079541,5.301463187997318,0.0,8.0,9.0,0.0,20.0,8.0,8.0,10.0,2358.0
1987,direkter Migrationshintergrund,Laendlicher Raum,4.6037301150354795,4.3756080400184665,4.8318521900524924,0.0,4.0,9.0,0.0,16.0,4.0,0.0,8.0,353.0
1987,indirekter Migrationshintergrund,Staedtischer Raum,4.684942083179522,4.302016059210942,5.067868107148103,0.0,5.404040725882373,9.0,0.0,13.0,6.0,4.0,12.0,135.0
1987,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1988,kein Migrationshintergrund,Staedtischer Raum,4.822928292334404,4.7603576451888445,4.885498939479963,0.0,5.0,9.0,0.0,18.0,5.0,5.0,6.0,5225.0
1988,kein Migrationshintergrund,Laendlicher Raum,4.581790078519788,4.470446613140345,4.693133543899231,0.0,3.0,9.0,0.0,22.5,3.0,2.0,6.0,1651.0
1988,direkter Migrationshintergrund,Staedtischer Raum,5.123717116746528,5.030002894183237,5.217431339309819,0.0,7.0,9.0,0.0,20.0,7.0,6.0,9.0,2268.0
1988,direkter Migrationshintergrund,Laendlicher Raum,4.384447108868356,4.157437372461326,4.611456845275386,0.0,3.0,9.0,0.0,16.0,3.0,-1.0,6.0,334.0
1988,indirekter Migrationshintergrund,Staedtischer Raum,4.799325140820937,4.436541119623577,5.162109162018297,0.0,4.77725720429678,9.0,0.0,15.0,5.0,2.0,10.0,142.0
1988,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1989,kein Migrationshintergrund,Staedtischer Raum,4.933082732392548,4.869753872158867,4.996411592626229,0.0,5.0,9.0,0.0,16.0,5.0,4.0,6.0,5082.0
1989,kein Migrationshintergrund,Laendlicher Raum,4.676258828729369,4.562610861607325,4.789906795851413,0.0,4.0,9.0,0.0,22.5,4.0,3.0,6.0,1576.0
1989,direkter Migrationshintergrund,Staedtischer Raum,5.060352974738297,4.965314839174097,5.155391110302498,0.0,7.0,9.0,0.0,20.0,7.0,6.0,9.0,2213.0
1989,direkter Migrationshintergrund,Laendlicher Raum,4.472279124930541,4.233930288280333,4.710627961580749,0.0,4.0,9.0,0.0,20.0,4.0,1.0,7.0,309.0
1989,indirekter Migrationshintergrund,Staedtischer Raum,4.489771672269517,4.1735909675352465,4.805952377003787,0.0,3.899632728263648,9.0,0.0,15.0,4.0,1.9749999999999943,8.0,185.0
1989,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1990,kein Migrationshintergrund,-1,7.231956100563247,6.789853184360416,7.674059016766078,6.0,9.0,10.0,0.0,12.0,9.0,8.0,9.0,82.0
1990,kein Migrationshintergrund,Staedtischer Raum,1.0322599373647785,0.9980810221462706,1.0664388525832864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6362.0
1990,kein Migrationshintergrund,Laendlicher Raum,2.893194750357031,2.831101815747322,2.95528768496674,0.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,4268.0
1990,direkter Migrationshintergrund,-1,,,,,,,,,,,,
1990,direkter Migrationshintergrund,Staedtischer Raum,0.3825183417559515,0.34774497896566053,0.4172917045462425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222.0
1990,direkter Migrationshintergrund,Laendlicher Raum,1.549311026612964,1.3913914001638408,1.707230653062087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0
1990,indirekter Migrationshintergrund,Staedtischer Raum,0.2593753568144434,0.1866846883129057,0.3320660253159811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0
1990,indirekter Migrationshintergrund,Laendlicher Raum,1.055711691747409,0.5441976497215886,1.5672257337732294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
1991,kein Migrationshintergrund,-1,5.74937017251041,5.232831952674966,6.265908392345855,0.0,9.0,9.480490032796027,0.0,15.0,9.0,9.0,18.0,82.0
1991,kein Migrationshintergrund,Staedtischer Raum,5.107838722357173,5.050013581931509,5.1656638627828375,0.0,6.0,9.0,0.0,18.0,6.0,5.0,6.0,5902.0
1991,kein Migrationshintergrund,Laendlicher Raum,5.036078805814057,4.966209240188113,5.105948371440001,0.0,6.0,9.0,0.0,16.0,6.0,5.0,7.0,3974.0
1991,direkter Migrationshintergrund,-1,,,,,,,,,,,,
1991,direkter Migrationshintergrund,Staedtischer Raum,5.342355692897317,5.248617243987532,5.436094141807102,0.0,8.0,9.0,0.0,16.0,8.0,8.0,9.0,2115.0
1991,direkter Migrationshintergrund,Laendlicher Raum,4.758553550537947,4.544832945144681,4.9722741559312125,0.0,5.8372452943982704,9.0,0.0,14.0,6.0,4.0,9.0,394.0
1991,indirekter Migrationshintergrund,Staedtischer Raum,5.9179754159083,5.654593880343107,6.181356951473493,0.0,8.0,9.0,0.0,14.0,8.0,8.0,9.0,233.0
1991,indirekter Migrationshintergrund,Laendlicher Raum,4.706444355766839,4.048735790613912,5.364152920919767,0.0,5.815955025127466,8.791488775725696,0.0,12.0,5.0,2.0,10.0,36.0
1992,kein Migrationshintergrund,-1,6.145783300437035,5.723931661155678,6.567634939718392,0.0,8.0,9.0,0.0,15.0,8.0,8.0,8.0,112.0
1992,kein Migrationshintergrund,Staedtischer Raum,5.091265208997861,5.032638663286827,5.149891754708895,0.0,6.0,9.0,0.0,18.0,6.0,5.0,7.0,5820.0
1992,kein Migrationshintergrund,Laendlicher Raum,4.921757230059957,4.850434267266449,4.993080192853466,0.0,6.0,9.0,0.0,16.0,6.0,5.0,7.0,3861.0
1992,direkter Migrationshintergrund,-1,,,,,,,,,,,,
1992,direkter Migrationshintergrund,Staedtischer Raum,5.326730140257807,5.229487369029466,5.423972911486147,0.0,8.0,9.0,0.0,18.0,8.0,8.0,9.0,2046.0
1992,direkter Migrationshintergrund,Laendlicher Raum,4.372550111715961,4.16138964276556,4.583710580666363,0.0,4.0,9.0,0.0,15.0,4.0,2.0,8.0,394.0
1992,indirekter Migrationshintergrund,Staedtischer Raum,5.55313414127374,5.294256393545176,5.812011889002305,0.0,8.0,9.0,0.0,14.0,8.0,8.0,11.0,260.0
1992,indirekter Migrationshintergrund,Laendlicher Raum,6.620264861669938,5.896675363108704,7.343854360231171,1.1953832943863079,8.0,9.57950495755196,0.0,16.0,8.0,7.0,13.0,42.0
1993,kein Migrationshintergrund,Staedtischer Raum,5.0847527725843555,5.026264437093178,5.143241108075533,0.0,6.0,9.0,0.0,18.0,6.0,5.0,7.0,5813.0
1993,kein Migrationshintergrund,Laendlicher Raum,4.903759116354515,4.8309424190540735,4.976575813654957,0.0,5.0,9.0,0.0,18.0,5.0,4.0,6.0,3797.0
1993,direkter Migrationshintergrund,Staedtischer Raum,5.2043250156517775,5.106878105799423,5.3017719255041325,0.0,8.0,9.0,0.0,17.0,8.0,8.0,10.0,1992.0
1993,direkter Migrationshintergrund,Laendlicher Raum,4.184657076530684,3.9781879285339743,4.391126224527393,0.0,4.0,8.0,0.0,15.0,4.0,2.0,8.0,399.0
1993,indirekter Migrationshintergrund,Staedtischer Raum,5.75234072649577,5.5211495780379325,5.983531874953608,0.0,8.0,9.0,0.0,15.0,8.0,8.0,8.0,311.0
1993,indirekter Migrationshintergrund,Laendlicher Raum,5.916996409111341,5.381976448554443,6.4520163696682395,0.0,8.0,9.0,0.0,12.0,8.0,7.0,11.0,57.0
1994,kein Migrationshintergrund,Staedtischer Raum,4.960915622795034,4.902170567042368,5.019660678547701,0.0,5.0,9.0,0.0,18.0,5.0,4.0,5.0,5758.0
1994,kein Migrationshintergrund,Laendlicher Raum,4.873196596490329,4.800434016145928,4.94595917683473,0.0,5.0,9.0,0.0,15.0,5.0,4.0,6.0,3720.0
1994,direkter Migrationshintergrund,Staedtischer Raum,4.893090250191087,4.791956896902134,4.994223603480041,0.0,5.0,9.0,0.0,16.0,5.0,2.0,7.0,1910.0
1994,direkter Migrationshintergrund,Laendlicher Raum,3.6996264302824793,3.483401223156665,3.9158516374082937,0.0,0.0,8.0,0.0,15.0,0.0,-3.0250000000000057,0.0,372.0
1994,indirekter Migrationshintergrund,Staedtischer Raum,5.578677475130005,5.349920773010094,5.807434177249915,0.0,8.0,9.0,0.0,14.0,8.0,8.0,11.0,348.0
1994,indirekter Migrationshintergrund,Laendlicher Raum,6.288138750532834,5.7674862473407735,6.808791253724895,0.0,8.0,9.0,0.0,14.0,8.0,7.0,14.0,67.0
1995,kein Migrationshintergrund,Staedtischer Raum,4.871219881637935,4.812726045514604,4.929713717761266,0.0,5.0,9.0,0.0,16.0,5.0,4.0,6.0,5750.0
1995,kein Migrationshintergrund,Laendlicher Raum,4.942520505882887,4.869688629932886,5.015352381832887,0.0,6.0,9.0,0.0,22.5,6.0,6.0,7.0249999999999995,3831.0
1995,direkter Migrationshintergrund,Staedtischer Raum,4.488225784062939,4.397318379613685,4.579133188512193,0.0,4.0,9.0,0.0,18.0,4.0,3.0,6.0,2247.0
1995,direkter Migrationshintergrund,Laendlicher Raum,3.928166074366164,3.7295048252149545,4.126827323517373,0.0,0.0,8.0,0.0,15.0,0.0,-4.0,0.0,456.0
1995,indirekter Migrationshintergrund,Staedtischer Raum,5.037325504922441,4.811993715644716,5.2626572942001655,0.0,7.0,9.0,0.0,15.0,7.0,6.0,12.0,371.0
1995,indirekter Migrationshintergrund,Laendlicher Raum,4.939219757600014,4.4552291110020965,5.423210404197932,0.0,8.0,9.0,0.0,12.0,8.0,8.0,16.0,67.0
1996,kein Migrationshintergrund,Staedtischer Raum,4.87828512346348,4.818902393467841,4.93766785345912,0.0,5.0,9.0,0.0,16.0,5.0,5.0,6.0,5665.0
1996,kein Migrationshintergrund,Laendlicher Raum,4.887338771267002,4.814119041273873,4.960558501260131,0.0,5.0,9.0,0.0,16.0,5.0,4.0,6.0,3774.0
1996,direkter Migrationshintergrund,Staedtischer Raum,4.494661087262513,4.399077540468078,4.590244634056947,0.0,4.0,9.0,0.0,18.0,4.0,3.0,7.0,2087.0
1996,direkter Migrationshintergrund,Laendlicher Raum,3.9876415905228693,3.7869049915624777,4.188378189483261,0.0,0.0,9.0,0.0,14.0,0.0,-4.0,0.0,443.0
1996,indirekter Migrationshintergrund,Staedtischer Raum,5.290769412039405,5.0764832539997675,5.505055570079043,0.0,8.0,9.0,0.0,13.0,8.0,8.0,12.0,399.0
1996,indirekter Migrationshintergrund,Laendlicher Raum,5.6760913687334345,5.218967542325086,6.133215195141783,0.0,8.0,9.0,0.0,16.0,8.0,8.0,12.0,71.0
1997,kein Migrationshintergrund,-1,,,,,,,,,,,,
1997,kein Migrationshintergrund,Staedtischer Raum,4.7732042544666315,4.71369673951694,4.832711769416323,0.0,5.0,9.0,0.0,16.0,5.0,5.0,6.0,5588.0
1997,kein Migrationshintergrund,Laendlicher Raum,4.778681684809774,4.704754580864913,4.852608788754635,0.0,4.0,9.0,0.0,22.5,4.0,2.0,5.0,3712.0
1997,direkter Migrationshintergrund,Staedtischer Raum,4.398243115640706,4.302761700033033,4.493724531248379,0.0,4.0,9.0,0.0,22.5,4.0,3.0,7.0,1969.0
1997,direkter Migrationshintergrund,Laendlicher Raum,4.022327035180943,3.8100554525658383,4.234598617796048,0.0,0.0,8.0,0.0,14.0,0.0,-5.0,0.0,412.0
1997,indirekter Migrationshintergrund,Staedtischer Raum,5.802132137948291,5.592655330985205,6.011608944911377,0.0,8.0,10.0,0.0,16.0,8.0,8.0,9.024999999999999,407.0
1997,indirekter Migrationshintergrund,Laendlicher Raum,5.658094964101696,5.195369856390748,6.120820071812645,0.0,8.0,8.979426766901268,0.0,15.0,8.0,8.0,11.024999999999999,70.0
1998,kein Migrationshintergrund,Staedtischer Raum,4.649373890541237,4.5932820878004135,4.70546569328206,0.0,4.0,9.0,0.0,18.0,4.0,3.0,5.0,6322.0
1998,kein Migrationshintergrund,Laendlicher Raum,4.591235064123316,4.521167464646263,4.6613026636003685,0.0,3.0,9.0,0.0,22.5,3.0,2.0,4.0,4147.0
1998,direkter Migrationshintergrund,Staedtischer Raum,4.394904287034146,4.296675447866649,4.493133126201643,0.0,3.0,9.0,0.0,14.0,3.0,0.0,6.0,1857.0
1998,direkter Migrationshintergrund,Laendlicher Raum,3.4746121905924583,3.256848322917098,3.6923760582678185,0.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,386.0
1998,indirekter Migrationshintergrund,Staedtischer Raum,5.054139231141839,4.847305362696867,5.260973099586812,0.0,7.0,9.0,0.0,14.0,7.0,6.0,10.0,434.0
